Date,01/02/2020,Material,Brass,6min,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
239976,370.59,308.46,291.21,288.65,286.59,288.53,289.59,284.34
240113,370.46,308.46,291.21,288.65,286.59,288.53,289.59,284.34
240250,370.46,308.46,291.21,288.71,286.59,288.53,289.59,284.34
240388,370.4,308.46,291.21,288.71,286.59,288.53,289.59,284.28
240526,370.27,308.53,291.27,288.71,286.59,288.53,289.65,284.28
240663,370.27,308.53,291.21,288.71,286.59,288.53,289.59,284.34
240800,370.21,308.59,291.21,288.71,286.59,288.53,289.59,284.34
240937,370.21,308.59,291.27,288.71,286.59,288.53,289.59,284.34
241075,370.15,308.59,291.27,288.71,286.59,288.59,289.59,284.28
241213,370.15,308.59,291.34,288.71,286.59,288.59,289.59,284.28
241350,370.02,308.65,291.34,288.71,286.59,288.53,289.59,284.28
241487,370.02,308.65,291.27,288.78,286.59,288.53,289.59,284.28
241625,369.9,308.65,291.27,288.78,286.59,288.59,289.59,284.28
241762,369.9,308.65,291.27,288.71,286.65,288.59,289.65,284.28
241900,369.84,308.65,291.27,288.71,286.65,288.59,289.65,284.34
242037,369.84,308.71,291.27,288.78,286.59,288.53,289.65,284.34
242174,369.71,308.71,291.27,288.78,286.59,288.53,289.65,284.34
242312,369.65,308.71,291.27,288.78,286.65,288.53,289.65,284.34
242449,369.65,308.71,291.27,288.78,286.65,288.53,289.65,284.34
242587,369.52,308.71,291.27,288.78,286.59,288.59,289.65,284.34
242724,369.52,308.71,291.27,288.78,286.59,288.59,289.65,284.34
242862,369.46,308.71,291.34,288.78,286.59,288.59,289.65,284.34
242999,369.46,308.78,291.34,288.78,286.59,288.59,289.59,284.34
243136,369.34,308.78,291.34,288.78,286.65,288.59,289.59,284.34
243274,369.34,308.78,291.34,288.78,286.65,288.59,289.59,284.34
243411,369.21,308.78,291.34,288.84,286.65,288.59,289.59,284.34
243549,369.21,308.78,291.34,288.84,286.65,288.59,289.59,284.34
243686,369.15,308.84,291.34,288.78,286.65,288.59,289.65,284.34
243823,369.15,308.84,291.4,288.78,286.65,288.59,289.65,284.34
243961,369.02,308.84,291.4,288.78,286.65,288.59,289.59,284.34
244099,369.02,308.84,291.4,288.78,286.65,288.59,289.59,284.34
244236,368.9,308.84,291.4,288.78,286.65,288.59,289.65,284.34
244373,368.84,308.84,291.4,288.84,286.65,288.59,289.65,284.34
244510,368.84,308.9,291.4,288.84,286.65,288.59,289.65,284.4
244648,368.71,308.96,291.4,288.9,286.65,288.59,289.65,284.4
244786,368.71,308.96,291.46,288.9,286.65,288.59,289.65,284.4
244923,368.65,308.9,291.46,288.84,286.65,288.59,289.65,284.4
245060,368.65,308.9,291.46,288.84,286.65,288.59,289.65,284.4
245197,368.52,308.9,291.46,288.84,286.65,288.59,289.65,284.34
245336,368.52,308.9,291.46,288.84,286.65,288.59,289.65,284.34
245473,368.46,308.96,291.52,288.9,286.65,288.59,289.71,284.4
245610,368.46,308.96,291.52,288.9,286.71,288.59,289.71,284.4
245747,368.34,308.96,291.46,288.9,286.71,288.59,289.65,284.4
245885,368.34,309.03,291.46,288.9,286.65,288.59,289.65,284.4
246023,368.27,309.03,291.52,288.9,286.65,288.59,289.65,284.4
246160,368.15,309.03,291.52,288.9,286.65,288.59,289.65,284.4
246297,368.15,309.03,291.46,288.9,286.65,288.59,289.65,284.4
246434,368.02,309.03,291.52,288.9,286.65,288.59,289.71,284.4
246573,368.02,309.09,291.52,288.9,286.71,288.59,289.71,284.4
246710,368.02,309.09,291.52,288.9,286.71,288.59,289.71,284.4
246847,368.02,309.09,291.52,288.9,286.71,288.65,289.71,284.4
246984,367.9,309.09,291.52,288.9,286.71,288.65,289.71,284.4
247121,367.9,309.09,291.52,288.9,286.71,288.65,289.71,284.4
247260,367.65,309.09,291.59,289.03,286.71,288.65,289.71,284.4
247397,367.65,309.09,291.59,289.03,286.71,288.59,289.71,284.46
247534,367.52,309.09,291.59,288.9,286.71,288.59,289.71,284.46
247671,367.52,309.09,291.59,288.9,286.71,288.59,289.65,284.4
247809,367.4,309.15,291.59,288.96,286.78,288.65,289.65,284.4
247947,367.34,309.15,291.59,288.96,286.78,288.65,289.71,284.4
248084,367.34,309.09,291.59,288.96,286.71,288.59,289.71,284.4
248221,367.21,309.09,291.59,288.96,286.71,288.59,289.71,284.4
248358,367.21,309.15,291.59,288.96,286.71,288.65,289.71,284.46
248496,367.09,309.15,291.59,288.96,286.71,288.65,289.71,284.46
248633,367.09,309.21,291.59,288.96,286.71,288.65,289.71,284.46
248771,367.02,309.15,291.59,288.96,286.71,288.65,289.71,284.46
248908,367.02,309.15,291.65,288.96,286.78,288.65,289.71,284.46
249046,366.9,309.21,291.65,288.96,286.78,288.65,289.71,284.46
249183,366.9,309.21,291.65,288.96,286.71,288.65,289.71,284.4
249320,366.77,309.15,291.65,288.96,286.71,288.65,289.71,284.4
249458,366.77,309.15,291.65,288.96,286.71,288.65,289.71,284.4
249595,366.71,309.28,291.65,288.96,286.78,288.65,289.71,284.46
249733,366.71,309.28,291.65,288.96,286.78,288.65,289.71,284.46
249870,366.59,309.28,291.65,289.03,286.78,288.65,289.71,284.4
250007,366.52,309.28,291.65,289.03,286.78,288.65,289.71,284.4
250145,366.52,309.28,291.71,289.03,286.78,288.65,289.71,284.4
250283,366.4,309.28,291.65,289.03,286.78,288.65,289.71,284.4
250420,366.4,309.28,291.65,289.03,286.78,288.65,289.71,284.4
250557,366.27,309.34,291.65,289.03,286.78,288.65,289.71,284.46
250695,366.27,309.28,291.65,289.09,286.78,288.65,289.71,284.46
250832,366.15,309.28,291.65,289.09,286.84,288.65,289.71,284.4
250970,366.15,309.34,291.65,289.03,286.84,288.65,289.77,284.4
251107,366.09,309.34,291.71,289.03,286.78,288.65,289.77,284.4
251244,366.09,309.34,291.71,289.09,286.78,288.65,289.77,284.4
251382,365.96,309.34,291.71,289.09,286.84,288.65,289.77,284.4
251520,365.96,309.4,291.77,289.09,286.84,288.71,289.77,284.4
251657,365.84,309.4,291.77,289.09,286.78,288.71,289.77,284.4
251794,365.77,309.4,291.77,289.09,286.78,288.65,289.77,284.4
251931,365.77,309.4,291.77,289.09,286.84,288.65,289.77,284.4
252069,365.65,309.4,291.77,289.09,286.84,288.65,289.77,284.4
252207,365.65,309.4,291.77,289.09,286.78,288.65,289.77,284.4
252344,365.52,309.4,291.77,289.09,286.84,288.65,289.77,284.46
252481,365.52,309.4,291.77,289.09,286.84,288.65,289.77,284.4
252618,365.46,309.4,291.77,289.09,286.84,288.65,289.77,284.4
252756,365.46,309.46,291.77,289.15,286.84,288.71,289.77,284.46
252894,365.34,309.46,291.77,289.15,286.84,288.71,289.84,284.46
253031,365.34,309.46,291.77,289.15,286.84,288.71,289.84,284.4
253168,365.27,309.46,291.77,289.15,286.9,288.71,289.77,284.4
253305,365.27,309.46,291.9,289.21,286.9,288.71,289.77,284.46
253444,365.15,309.46,291.77,289.21,286.84,288.71,289.77,284.46
253581,365.02,309.46,291.77,289.15,286.84,288.71,289.77,284.46
253718,365.02,309.53,291.84,289.15,286.9,288.71,289.77,284.4
253855,364.9,309.53,291.84,289.15,286.84,288.71,289.84,284.4
253992,364.9,309.53,291.84,289.21,286.84,288.71,289.84,284.4
254131,364.77,309.53,291.84,289.21,286.84,288.71,289.77,284.4
254268,364.77,309.53,291.84,289.21,286.84,288.71,289.77,284.4
254405,364.65,309.53,291.9,289.21,286.96,288.71,289.84,284.4
254542,364.65,309.53,291.9,289.21,286.96,288.71,289.84,284.4
254680,364.59,309.53,291.84,289.21,286.9,288.71,289.77,284.4
254818,364.59,309.59,291.84,289.21,286.9,288.71,289.77,284.4
254955,364.4,309.59,291.84,289.21,286.84,288.71,289.77,284.34
255092,364.4,309.59,291.84,289.21,286.84,288.71,289.84,284.34
255229,364.34,309.59,291.9,289.21,286.9,288.78,289.84,284.4
255367,364.27,309.59,291.9,289.21,286.9,288.78,289.84,284.4
255505,364.27,309.59,291.9,289.21,286.9,288.71,289.84,284.4
255642,364.15,309.59,291.9,289.27,286.9,288.71,289.77,284.34
255779,364.15,309.59,291.9,289.27,286.9,288.71,289.77,284.34
255917,364.02,309.65,291.84,289.21,286.9,288.71,289.84,284.4
256054,364.02,309.65,291.84,289.21,286.9,288.78,289.84,284.4
256192,363.9,309.65,291.84,289.27,286.9,288.78,289.84,284.4
256329,363.9,309.59,291.77,289.27,286.9,288.78,289.84,284.4
256466,363.77,309.59,291.77,289.21,286.9,288.78,289.84,284.46
256604,363.77,309.65,291.84,289.27,286.9,288.71,289.84,284.46
256741,363.65,309.65,291.84,289.27,286.9,288.71,289.84,284.46
256879,363.65,309.65,291.84,289.27,286.9,288.71,289.84,284.46
257016,363.52,309.59,291.84,289.27,286.9,288.71,289.84,284.46
257154,363.52,309.59,291.84,289.27,286.9,288.71,289.84,284.46
257291,363.4,309.65,291.84,289.27,286.9,288.78,289.84,284.46
257429,363.27,309.65,291.84,289.34,286.96,288.78,289.84,284.46
257566,363.27,309.65,291.84,289.34,286.96,288.78,289.84,284.46
257703,363.15,309.65,291.84,289.34,286.96,288.78,289.84,284.46
257841,363.15,309.65,291.84,289.34,286.96,288.71,289.84,284.46
257978,363.02,309.65,291.84,289.34,286.96,288.78,289.84,284.46
258116,363.02,309.65,291.84,289.34,286.96,288.78,289.84,284.46
258253,362.84,309.65,291.9,289.27,286.96,288.78,289.84,284.46
258391,362.84,309.65,291.9,289.27,286.96,288.78,289.84,284.46
258528,362.59,309.65,291.9,289.34,286.96,288.78,289.84,284.46
258665,362.59,309.65,291.9,289.34,286.96,288.78,289.84,284.46
258803,362.46,309.65,291.9,289.34,286.96,288.71,289.84,284.46
258940,362.46,309.65,291.9,289.34,286.96,288.71,289.84,284.46
259078,362.27,309.65,291.9,289.34,286.96,288.78,289.84,284.46
259215,362.09,309.65,291.96,289.27,286.96,288.71,289.84,284.46
259352,362.09,309.65,291.96,289.27,286.96,288.71,289.84,284.46
259490,361.9,309.65,291.96,289.27,286.96,288.78,289.84,284.46
259628,361.9,309.65,291.96,289.27,286.96,288.78,289.84,284.46
259765,361.84,309.65,291.96,289.34,286.96,288.78,289.84,284.46
259902,361.84,309.65,291.96,289.34,286.96,288.78,289.84,284.53
260039,361.65,309.65,291.9,289.34,286.96,288.71,289.84,284.46
260177,361.65,309.71,291.96,289.34,286.9,288.71,289.77,284.46
260315,361.52,309.71,291.96,289.34,286.9,288.78,289.77,284.46
260452,361.52,309.65,291.96,289.34,286.96,288.71,289.77,284.46
260589,361.46,309.65,291.96,289.34,286.96,288.71,289.77,284.46
260726,361.46,309.71,291.96,289.34,286.96,288.71,289.77,284.46
260865,361.34,309.71,291.96,289.34,286.96,288.71,289.77,284.46
261002,361.15,309.65,291.96,289.34,287.03,288.78,289.77,284.46
261139,361.15,309.65,291.96,289.4,287.03,288.78,289.77,284.46
261276,361.02,309.65,292.02,289.4,286.96,288.71,289.77,284.46
261413,361.02,309.71,291.96,289.4,286.96,288.71,289.77,284.46
261552,360.84,309.71,291.96,289.4,286.96,288.71,289.77,284.46
261689,360.84,309.71,291.96,289.34,286.96,288.71,289.77,284.46
261826,360.71,309.71,291.96,289.4,286.96,288.78,289.84,284.4
261963,360.71,309.65,291.9,289.4,286.96,288.78,289.84,284.46
262102,360.52,309.59,291.9,289.4,286.96,288.78,289.84,284.46
262239,360.52,309.59,291.9,289.4,287.03,288.71,289.84,284.46
262376,360.4,309.71,291.9,289.4,287.03,288.71,289.77,284.46
262513,360.4,309.71,291.9,289.4,287.03,288.71,289.77,284.46
262650,360.27,309.65,291.96,289.4,287.03,288.71,289.77,284.46
262789,360.15,309.65,291.96,289.4,286.96,288.71,289.77,284.46
262926,360.15,309.65,291.9,289.4,287.03,288.71,289.77,284.46
263063,359.96,309.65,291.9,289.4,287.03,288.71,289.84,284.46
263200,359.96,309.65,291.96,289.4,286.96,288.71,289.84,284.46
263337,359.9,309.65,291.96,289.4,286.96,288.71,289.71,284.46
263476,359.9,309.65,291.96,289.4,286.96,288.71,289.71,284.46
263613,359.71,309.71,291.96,289.4,286.96,288.71,289.77,284.46
263750,359.71,309.71,291.96,289.4,286.96,288.78,289.77,284.46
263887,359.59,309.71,291.96,289.4,286.96,288.78,289.77,284.46
264025,359.59,309.71,291.96,289.4,286.96,288.71,289.77,284.53
264163,359.52,309.65,291.96,289.4,286.96,288.71,289.71,284.46
264300,359.4,309.65,292.02,289.46,286.96,288.71,289.77,284.46
264437,359.4,309.65,292.02,289.46,286.96,288.71,289.77,284.46
264574,359.27,309.65,292.02,289.46,286.96,288.71,289.71,284.46
264712,359.27,309.65,292.02,289.46,286.96,288.71,289.71,284.46
264850,359.02,309.65,292.02,289.46,286.96,288.71,289.71,284.46
264987,359.02,309.65,292.02,289.46,287.03,288.71,289.71,284.46
265124,358.96,309.65,292.02,289.46,287.03,288.71,289.71,284.46
265262,358.96,309.65,292.02,289.46,286.96,288.71,289.71,284.46
265399,358.77,309.65,292.02,289.46,286.96,288.71,289.77,284.46
265537,358.77,309.65,292.09,289.46,287.03,288.71,289.77,284.46
265674,358.71,309.65,292.09,289.46,287.03,288.71,289.71,284.46
265811,358.71,309.65,292.02,289.46,287.03,288.65,289.71,284.46
265949,358.65,309.65,292.02,289.46,287.03,288.65,289.71,284.4
266086,358.4,309.65,292.02,289.4,287.03,288.65,289.71,284.4
266224,358.4,309.65,292.02,289.4,287.09,288.65,289.71,284.46
266361,358.27,309.71,292.02,289.46,287.09,288.65,289.71,284.46
266499,358.27,309.65,292.02,289.46,287.03,288.65,289.71,284.46
266636,358.15,309.65,292.02,289.52,287.03,288.65,289.71,284.46
266773,358.15,309.65,292.09,289.52,287.03,288.65,289.71,284.46
266911,358.09,309.65,292.09,289.46,287.03,288.65,289.71,284.4
267048,358.09,309.71,292.02,289.46,287.03,288.65,289.71,284.4
267186,358.02,309.71,292.09,289.46,287.03,288.71,289.71,284.53
267323,358.02,309.65,292.09,289.46,287.03,288.71,289.65,284.46
267461,357.96,309.65,292.09,289.46,287.03,288.71,289.65,284.46
267598,357.96,309.65,292.09,289.46,287.03,288.71,289.71,284.46
267736,357.84,309.65,292.09,289.46,287.03,288.65,289.71,284.46
267873,357.77,309.65,292.09,289.46,287.03,288.65,289.65,284.46
268010,357.77,309.65,292.09,289.46,287.09,288.71,289.65,284.46
268148,357.71,309.65,292.09,289.46,287.09,288.71,289.65,284.46
268285,357.71,309.65,292.09,289.46,287.03,288.65,289.65,284.46
268423,357.71,309.65,292.09,289.52,287.03,288.65,289.65,284.46
268560,357.71,309.65,292.09,289.52,287.09,288.65,289.65,284.46
268697,357.65,309.71,292.09,289.52,287.09,288.65,289.65,284.46
268835,357.65,309.71,292.09,289.52,287.03,288.65,289.65,284.46
268973,357.59,309.65,292.09,289.52,287.03,288.65,289.65,284.46
269110,357.59,309.65,292.09,289.52,287.03,288.65,289.65,284.46
269247,357.52,309.59,292.15,289.52,287.03,288.59,289.65,284.46
269384,357.52,309.59,292.09,289.52,287.03,288.59,289.65,284.46
269522,357.46,309.65,292.09,289.52,287.09,288.65,289.65,284.46
269660,357.4,309.65,292.15,289.52,287.09,288.65,289.59,284.46
269797,357.4,309.65,292.15,289.52,287.09,288.65,289.65,284.4
269934,357.4,309.59,292.02,289.52,287.09,288.65,289.65,284.4
270071,357.4,309.59,292.02,289.52,287.09,288.65,289.59,284.46
270210,357.34,309.65,292.09,289.52,287.09,288.65,289.59,284.46
270347,357.34,309.65,292.15,289.52,287.03,288.65,289.59,284.53
270484,357.34,309.59,292.15,289.59,287.09,288.65,289.59,284.53
270621,357.34,309.59,292.09,289.59,287.09,288.65,289.59,284.4
270758,357.21,309.59,292.09,289.52,287.03,288.65,289.59,284.46
270897,357.21,309.59,292.15,289.52,287.03,288.65,289.59,284.46
271034,357.21,309.59,292.15,289.59,287.09,288.65,289.65,284.46
271171,357.21,309.59,292.15,289.59,287.09,288.65,289.65,284.46
271308,357.15,309.59,292.09,289.52,287.03,288.59,289.59,284.4
271446,357.09,309.65,292.09,289.52,287.03,288.65,289.59,284.4
271584,357.09,309.59,292.15,289.59,287.09,288.65,289.59,284.46
271721,357.09,309.59,292.15,289.59,287.09,288.65,289.59,284.34
271858,357.09,309.59,292.15,289.52,287.03,288.65,289.65,284.34
271995,357.02,309.59,292.15,289.52,287.09,288.59,289.65,284.4
272133,357.02,309.59,292.15,289.52,287.09,288.59,289.59,284.4
272271,356.96,309.59,292.15,289.59,287.09,288.65,289.59,284.4
272408,356.96,309.59,292.15,289.59,287.09,288.65,289.59,284.4
272545,356.96,309.59,292.15,289.59,287.09,288.59,289.52,284.4
272683,356.96,309.59,292.15,289.59,287.09,288.53,289.52,284.4
272820,356.9,309.59,292.15,289.52,287.09,288.53,289.52,284.4
272958,356.9,309.59,292.15,289.52,287.09,288.53,289.52,284.4
273095,356.9,309.59,292.21,289.59,287.03,288.53,289.59,284.4
273232,356.84,309.59,292.21,289.59,287.03,288.53,289.59,284.4
273370,356.84,309.59,292.21,289.59,287.03,288.53,289.52,284.4
273507,356.77,309.59,292.21,289.59,287.09,288.53,289.52,284.4
273645,356.77,309.59,292.21,289.65,287.09,288.53,289.59,284.4
273782,356.71,309.59,292.21,289.65,287.09,288.53,289.52,284.4
273920,356.71,309.59,292.21,289.59,287.09,288.53,289.52,284.4
274057,356.71,309.59,292.21,289.59,287.09,288.59,289.52,284.4
274194,356.71,309.59,292.21,289.59,287.09,288.59,289.52,284.34
274332,356.65,309.59,292.21,289.59,287.09,288.59,289.59,284.34
274469,356.65,309.59,292.21,289.59,287.09,288.59,289.59,284.4
274607,356.59,309.59,292.21,289.59,287.09,288.59,289.52,284.4
274744,356.59,309.59,292.21,289.59,287.09,288.59,289.52,284.4
274881,356.52,309.59,292.21,289.59,287.09,288.59,289.52,284.4
275019,356.46,309.59,292.21,289.59,287.09,288.59,289.52,284.4
275156,356.46,309.59,292.21,289.65,287.09,288.59,289.46,284.4
275294,356.46,309.59,292.21,289.65,287.15,288.59,289.46,284.4
275431,356.46,309.59,292.27,289.59,287.15,288.59,289.46,284.4
275568,356.4,309.59,292.27,289.59,287.09,288.59,289.46,284.4
275706,356.4,309.59,292.27,289.59,287.09,288.53,289.46,284.46
275844,356.34,309.65,292.27,289.59,287.09,288.53,289.52,284.46
275981,356.34,309.59,292.21,289.59,287.09,288.59,289.52,284.4
276118,356.27,309.59,292.21,289.59,287.09,288.59,289.46,284.4
276255,356.27,309.59,292.21,289.65,287.09,288.59,289.46,284.4
276393,356.21,309.59,292.27,289.65,287.15,288.59,289.46,284.4
276531,356.21,309.59,292.27,289.65,287.09,288.53,289.46,284.4
276668,356.21,309.59,292.27,289.65,287.09,288.53,289.46,284.46
276805,356.09,309.59,292.27,289.65,287.09,288.53,289.46,284.46
276942,356.09,309.59,292.27,289.65,287.09,288.53,289.46,284.46
277081,356.02,309.59,292.27,289.71,287.09,288.53,289.46,284.4
277218,356.02,309.59,292.21,289.71,287.09,288.53,289.46,284.4
277355,355.96,309.59,292.21,289.65,287.09,288.53,289.52,284.4
277492,355.96,309.59,292.21,289.65,287.09,288.53,289.52,284.4
277629,355.9,309.59,292.21,289.71,287.15,288.53,289.46,284.46
277768,355.9,309.59,292.21,289.71,287.15,288.53,289.46,284.46
277905,355.77,309.53,292.21,289.71,287.15,288.53,289.46,284.4
278042,355.77,309.53,292.21,289.65,287.15,288.53,289.46,284.46
278179,355.71,309.59,292.27,289.65,287.15,288.53,289.46,284.46
278317,355.65,309.59,292.21,289.65,287.15,288.53,289.46,284.46
278455,355.65,309.59,292.21,289.65,287.15,288.53,289.46,284.46
278592,355.59,309.59,292.27,289.71,287.15,288.53,289.46,284.46
278729,355.59,309.53,292.27,289.71,287.15,288.53,289.46,284.46
278866,355.46,309.53,292.21,289.71,287.09,288.53,289.46,284.46
279004,355.46,309.53,292.21,289.71,287.09,288.53,289.46,284.46
279142,355.4,309.53,292.21,289.71,287.09,288.53,289.46,284.46
279279,355.4,309.53,292.21,289.71,287.09,288.53,289.46,284.46
279416,355.27,309.59,292.21,289.71,287.09,288.53,289.46,284.46
279554,355.27,309.59,292.27,289.71,287.09,288.53,289.4,284.46
279691,355.15,309.59,292.27,289.71,287.09,288.53,289.4,284.46
279829,355.15,309.59,292.21,289.71,287.15,288.53,289.46,284.46
279966,355.09,309.53,292.21,289.71,287.15,288.53,289.46,284.46
280103,355.02,309.53,292.27,289.71,287.15,288.53,289.46,284.46
280241,355.02,309.53,292.27,289.71,287.15,288.46,289.46,284.46
280378,354.9,309.53,292.21,289.71,287.15,288.46,289.46,284.46
280516,354.9,309.53,292.27,289.71,287.15,288.53,289.46,284.46
280653,354.84,309.53,292.27,289.71,287.15,288.53,289.46,284.46
280791,354.84,309.53,292.27,289.71,287.15,288.53,289.4,284.46
280928,354.71,309.53,292.27,289.77,287.15,288.53,289.4,284.46
281065,354.71,309.53,292.27,289.77,287.15,288.53,289.4,284.46
281203,354.65,309.53,292.27,289.71,287.15,288.46,289.4,284.46
281340,354.65,309.53,292.27,289.71,287.09,288.46,289.46,284.46
281478,354.52,309.53,292.27,289.77,287.09,288.53,289.46,284.46
281615,354.4,309.53,292.27,289.77,287.09,288.53,289.4,284.46
281753,354.4,309.53,292.27,289.71,287.09,288.53,289.4,284.46
281890,354.27,309.53,292.27,289.71,287.09,288.53,289.46,284.46
282028,354.27,309.53,292.27,289.77,287.09,288.46,289.46,284.46
282165,354.21,309.53,292.27,289.77,287.15,288.46,289.46,284.46
282302,354.21,309.46,292.34,289.71,287.15,288.46,289.4,284.4
282440,354.15,309.46,292.27,289.71,287.09,288.53,289.4,284.46
282577,354.15,309.46,292.27,289.77,287.15,288.53,289.4,284.46
282715,354.09,309.46,292.34,289.77,287.15,288.53,289.4,284.46
282852,354.09,309.53,292.34,289.71,287.15,288.53,289.4,284.46
282989,354.02,309.53,292.27,289.71,287.15,288.46,289.4,284.46
283127,354.02,309.53,292.27,289.71,287.15,288.46,289.4,284.46
283265,353.9,309.46,292.27,289.71,287.15,288.46,289.4,284.46
283402,353.84,309.46,292.34,289.71,287.15,288.53,289.4,284.4
283539,353.84,309.46,292.34,289.71,287.15,288.53,289.46,284.4
283676,353.71,309.46,292.27,289.71,287.15,288.46,289.46,284.46
283814,353.71,309.4,292.27,289.77,287.15,288.46,289.4,284.46
283952,353.65,309.4,292.27,289.77,287.15,288.53,289.4,284.46
284089,353.65,309.46,292.27,289.77,287.15,288.53,289.4,284.46
284226,353.52,309.4,292.27,289.77,287.15,288.46,289.4,284.46
284363,353.52,309.4,292.27,289.77,287.15,288.46,289.4,284.46
284502,353.4,309.46,292.27,289.77,287.15,288.53,289.4,284.46
284639,353.4,309.46,292.34,289.77,287.15,288.53,289.4,284.46
284776,353.4,309.46,292.34,289.77,287.15,288.46,289.4,284.46
284913,353.34,309.46,292.27,289.77,287.15,288.46,289.4,284.46
285051,353.34,309.4,292.27,289.77,287.15,288.46,289.4,284.46
285189,353.27,309.4,292.27,289.77,287.21,288.46,289.4,284.46
285326,353.27,309.4,292.27,289.77,287.21,288.46,289.34,284.46
285463,353.21,309.4,292.27,289.77,287.15,288.46,289.34,284.46
285600,353.21,309.4,292.34,289.84,287.15,288.46,289.34,284.46
285739,353.15,309.4,292.34,289.84,287.15,288.46,289.34,284.46
285876,353.15,309.4,292.34,289.77,287.15,288.46,289.4,284.46
286013,353.09,309.4,292.34,289.77,287.15,288.46,289.4,284.46
286150,353.09,309.4,292.34,289.77,287.21,288.46,289.4,284.46
286287,352.9,309.4,292.27,289.77,287.21,288.46,289.34,284.46
286426,352.9,309.4,292.27,289.77,287.15,288.46,289.34,284.46
286563,352.9,309.4,292.34,289.77,287.15,288.46,289.34,284.4
286700,352.84,309.4,292.34,289.77,287.15,288.46,289.34,284.4
286837,352.84,309.4,292.27,289.77,287.15,288.46,289.4,284.4
286974,352.77,309.4,292.27,289.84,287.21,288.4,289.4,284.4
287113,352.77,309.4,292.27,289.84,287.21,288.4,289.4,284.4
287250,352.71,309.34,292.27,289.84,287.21,288.4,289.34,284.4
287387,352.71,309.34,292.27,289.84,287.15,288.4,289.34,284.4
287524,352.59,309.34,292.27,289.77,287.15,288.4,289.4,284.4
287662,352.59,309.34,292.27,289.77,287.15,288.4,289.4,284.46
287800,352.52,309.34,292.27,289.77,287.15,288.4,289.34,284.4
287937,352.52,309.34,292.27,289.84,287.21,288.4,289.34,284.4
288074,352.46,309.34,292.27,289.84,287.21,288.4,289.4,284.4
288211,352.4,309.28,292.27,289.77,287.21,288.46,289.4,284.4
288349,352.4,309.28,292.27,289.77,287.21,288.46,289.34,284.46
288487,352.4,309.28,292.21,289.84,287.21,288.46,289.34,284.46
288624,352.4,309.34,292.21,289.84,287.21,288.4,289.34,284.4
288761,352.27,309.34,292.27,289.77,287.21,288.4,289.34,284.4
288899,352.27,309.34,292.27,289.77,287.21,288.4,289.34,284.4
289036,352.27,309.34,292.27,289.77,287.21,288.4,289.34,284.46
289174,352.27,309.34,292.27,289.77,287.21,288.4,289.34,284.46
289311,352.21,309.34,292.27,289.77,287.21,288.4,289.4,284.46
289448,352.21,309.28,292.27,289.77,287.21,288.46,289.4,284.46
289586,352.09,309.28,292.27,289.77,287.21,288.46,289.34,284.46
289723,352.09,309.28,292.27,289.77,287.21,288.4,289.34,284.46
289861,352.09,309.21,292.27,289.77,287.21,288.4,289.34,284.46
289998,352.02,309.21,292.27,289.77,287.21,288.4,289.4,284.4
290136,352.02,309.21,292.27,289.84,287.21,288.4,289.4,284.4
290273,351.96,309.21,292.34,289.84,287.21,288.4,289.34,284.4
290410,351.96,309.21,292.27,289.84,287.21,288.4,289.34,284.4
290548,351.9,309.21,292.27,289.84,287.21,288.4,289.34,284.46
290685,351.9,309.21,292.27,289.84,287.21,288.4,289.34,284.46
290823,351.84,309.21,292.27,289.84,287.21,288.4,289.34,284.46
290960,351.84,309.21,292.34,289.84,287.21,288.46,289.34,284.46
291097,351.84,309.28,292.34,289.84,287.21,288.46,289.34,284.46
291235,351.84,309.28,292.34,289.84,287.21,288.4,289.34,284.46
291373,351.77,309.21,292.34,289.84,287.21,288.4,289.34,284.46
291510,351.77,309.21,292.34,289.84,287.21,288.4,289.34,284.46
291647,351.77,309.21,292.34,289.84,287.21,288.46,289.34,284.46
291784,351.71,309.21,292.34,289.84,287.21,288.46,289.34,284.4
291922,351.71,309.21,292.34,289.84,287.21,288.46,289.34,284.4
292060,351.65,309.21,292.34,289.84,287.21,288.46,289.34,284.4
292197,351.65,309.21,292.34,289.9,287.15,288.46,289.34,284.34
292334,351.65,309.15,292.27,289.9,287.15,288.46,289.34,284.34
292471,351.65,309.15,292.27,289.84,287.21,288.4,289.34,284.4
292610,351.65,309.21,292.34,289.84,287.21,288.46,289.34,284.4
292747,351.65,309.21,292.34,289.9,287.21,288.46,289.34,284.4
292884,351.65,309.21,292.34,289.9,287.21,288.4,289.34,284.4
293021,351.65,309.21,292.34,289.84,287.28,288.4,289.34,284.4
293158,351.59,309.21,292.34,289.84,287.28,288.34,289.34,284.34
293297,351.59,309.21,292.34,289.84,287.28,288.34,289.34,284.34
293434,351.59,309.21,292.34,289.84,287.21,288.4,289.34,284.4
293571,351.52,309.21,292.34,289.84,287.21,288.4,289.27,284.4
293708,351.52,309.21,292.34,289.84,287.21,288.4,289.27,284.4
293846,351.52,309.21,292.34,289.84,287.21,288.4,289.34,284.4
293984,351.52,309.21,292.34,289.84,287.28,288.4,289.34,284.4
294121,351.46,309.21,292.34,289.84,287.28,288.4,289.34,284.34
294258,351.46,309.21,292.34,289.84,287.21,288.4,289.34,284.34
294395,351.46,309.21,292.34,289.84,287.21,288.4,289.34,284.4
