Date,01/02/2020,Material,Brass,6min,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
447344,311.34,301.02,290.9,289.71,287.46,286.96,287.78,283.78
447481,311.28,301.02,290.9,289.71,287.46,286.96,287.78,283.78
447620,311.28,300.96,290.9,289.65,287.46,286.96,287.78,283.71
447757,311.21,300.96,290.9,289.65,287.46,286.96,287.71,283.71
447894,311.21,300.9,290.9,289.65,287.46,286.96,287.71,283.71
448031,311.15,300.9,290.9,289.65,287.4,286.96,287.71,283.71
448168,311.03,300.9,290.9,289.65,287.4,286.96,287.78,283.78
448307,311.03,300.9,290.84,289.65,287.46,286.96,287.78,283.78
448444,310.96,300.9,290.84,289.65,287.46,286.96,287.71,283.71
448581,310.96,300.84,290.84,289.65,287.4,286.9,287.71,283.78
448718,310.9,300.84,290.84,289.65,287.4,286.9,287.71,283.78
448856,310.9,300.84,290.84,289.65,287.4,286.9,287.71,283.71
448994,310.84,300.84,290.77,289.65,287.4,286.9,287.78,283.71
449131,310.84,300.77,290.77,289.65,287.4,286.9,287.78,283.71
449268,310.84,300.77,290.77,289.65,287.4,286.9,287.71,283.71
449405,310.71,300.77,290.77,289.59,287.4,286.9,287.71,283.78
449544,310.71,300.71,290.77,289.59,287.34,286.9,287.71,283.71
449681,310.65,300.71,290.77,289.59,287.34,286.9,287.71,283.71
449818,310.65,300.65,290.77,289.59,287.4,286.9,287.71,283.78
449955,310.53,300.65,290.71,289.59,287.4,286.9,287.71,283.78
450093,310.53,300.65,290.71,289.59,287.4,286.84,287.71,283.71
450231,310.46,300.65,290.77,289.65,287.4,286.9,287.71,283.71
450368,310.46,300.65,290.77,289.65,287.4,286.9,287.71,283.71
450505,310.4,300.65,290.71,289.59,287.4,286.9,287.65,283.71
450642,310.34,300.65,290.71,289.59,287.4,286.9,287.65,283.71
450780,310.34,300.59,290.77,289.59,287.4,286.9,287.65,283.65
450918,310.28,300.59,290.77,289.59,287.4,286.9,287.65,283.65
451055,310.28,300.52,290.71,289.59,287.4,286.9,287.65,283.65
451192,310.21,300.52,290.65,289.59,287.4,286.9,287.65,283.65
451330,310.21,300.52,290.65,289.52,287.4,286.84,287.65,283.65
451467,310.15,300.52,290.65,289.52,287.4,286.84,287.65,283.65
451605,310.09,300.52,290.65,289.59,287.46,286.84,287.65,283.59
451742,310.09,300.52,290.65,289.59,287.46,286.84,287.65,283.53
451879,310.03,300.52,290.65,289.59,287.34,286.84,287.65,283.53
452017,310.03,300.46,290.65,289.52,287.34,286.84,287.59,283.59
452154,309.9,300.46,290.59,289.52,287.34,286.84,287.59,283.59
452291,309.9,300.4,290.59,289.52,287.34,286.84,287.59,283.53
452429,309.9,300.4,290.59,289.52,287.34,286.84,287.59,283.53
452567,309.9,300.4,290.59,289.52,287.34,286.9,287.59,283.53
452704,309.84,300.34,290.52,289.52,287.34,286.9,287.59,283.53
452841,309.71,300.34,290.52,289.59,287.4,286.84,287.59,283.59
452978,309.71,300.34,290.46,289.59,287.4,286.84,287.65,283.59
453116,309.65,300.34,290.4,289.59,287.34,286.84,287.65,283.59
453254,309.65,300.34,290.4,289.59,287.34,286.84,287.59,283.53
453391,309.59,300.27,290.34,289.52,287.34,286.84,287.59,283.53
453528,309.59,300.27,290.34,289.52,287.34,286.84,287.59,283.53
453665,309.46,300.27,290.34,289.52,287.34,286.84,287.59,283.53
453804,309.46,300.27,290.34,289.52,287.34,286.84,287.59,283.59
453941,309.46,300.21,290.27,289.52,287.34,286.84,287.59,283.53
454078,309.34,300.21,290.21,289.52,287.34,286.78,287.59,283.53
454215,309.34,300.15,290.21,289.46,287.34,286.78,287.53,283.59
454352,309.34,300.15,290.27,289.46,287.28,286.78,287.53,283.59
454491,309.34,300.15,290.27,289.52,287.28,286.78,287.53,283.59
454628,309.28,300.15,290.21,289.52,287.34,286.78,287.53,283.59
454765,309.28,300.15,290.21,289.46,287.34,286.78,287.59,283.59
454902,309.21,300.09,290.21,289.46,287.34,286.78,287.53,283.59
455040,309.21,300.09,290.21,289.46,287.34,286.78,287.53,283.53
455178,309.09,300.09,290.21,289.52,287.4,286.78,287.53,283.53
455315,309.03,300.09,290.15,289.52,287.4,286.71,287.53,283.53
455452,309.03,299.96,290.15,289.46,287.28,286.71,287.53,283.59
455589,308.96,299.96,290.15,289.46,287.28,286.71,287.53,283.59
455727,308.96,299.96,290.15,289.46,287.34,286.78,287.46,283.59
455865,308.84,299.9,290.09,289.46,287.34,286.78,287.46,283.59
456002,308.84,299.9,290.09,289.46,287.34,286.71,287.46,283.59
456139,308.78,299.9,290.02,289.46,287.34,286.71,287.46,283.59
456276,308.78,299.9,290.02,289.46,287.34,286.71,287.46,283.59
456414,308.71,299.84,290.02,289.46,287.28,286.71,287.46,283.59
456552,308.65,299.77,290.09,289.4,287.28,286.71,287.46,283.59
456689,308.65,299.77,290.09,289.4,287.28,286.71,287.46,283.59
456826,308.53,299.77,290.09,289.46,287.28,286.71,287.46,283.59
456964,308.53,299.77,290.09,289.46,287.28,286.71,287.4,283.59
457101,308.46,299.71,290.02,289.4,287.28,286.65,287.4,283.59
457239,308.46,299.71,290.02,289.4,287.28,286.65,287.4,283.59
457376,308.4,299.71,290.02,289.4,287.28,286.65,287.4,283.59
457513,308.4,299.65,290.09,289.4,287.28,286.65,287.4,283.59
457651,308.34,299.65,290.09,289.4,287.28,286.65,287.4,283.59
457789,308.21,299.65,290.02,289.4,287.28,286.71,287.4,283.59
457926,308.21,299.65,290.02,289.4,287.21,286.71,287.4,283.59
458063,308.15,299.59,290.02,289.4,287.21,286.65,287.4,283.59
458201,308.15,299.59,289.96,289.4,287.21,286.65,287.4,283.59
458338,308.03,299.52,289.96,289.34,287.21,286.65,287.4,283.59
458475,308.03,299.46,289.9,289.34,287.21,286.65,287.4,283.59
458613,307.96,299.46,289.9,289.34,287.21,286.65,287.4,283.59
458750,307.96,299.4,289.84,289.34,287.21,286.65,287.34,283.59
458888,307.9,299.4,289.84,289.34,287.21,286.65,287.34,283.59
459025,307.84,299.34,289.9,289.34,287.21,286.59,287.34,283.59
459162,307.84,299.34,289.77,289.34,287.21,286.59,287.34,283.59
459300,307.71,299.34,289.77,289.34,287.21,286.59,287.34,283.59
459438,307.71,299.34,289.84,289.27,287.21,286.59,287.34,283.59
459575,307.65,299.34,289.84,289.27,287.21,286.59,287.34,283.53
459712,307.65,299.27,289.77,289.27,287.21,286.59,287.34,283.53
459849,307.53,299.27,289.77,289.27,287.21,286.59,287.34,283.53
459987,307.53,299.21,289.77,289.27,287.15,286.59,287.34,283.53
460125,307.53,299.21,289.77,289.27,287.15,286.59,287.34,283.53
460262,307.4,299.21,289.77,289.27,287.21,286.59,287.28,283.53
460399,307.4,299.21,289.77,289.27,287.15,286.59,287.28,283.59
460536,307.34,299.15,289.77,289.27,287.15,286.59,287.28,283.59
460675,307.34,299.09,289.71,289.27,287.15,286.59,287.28,283.59
460812,307.28,299.09,289.71,289.27,287.15,286.59,287.28,283.59
460949,307.28,299.09,289.71,289.21,287.21,286.59,287.34,283.59
461086,307.21,299.09,289.71,289.21,287.21,286.53,287.34,283.53
461223,307.09,299.02,289.65,289.21,287.15,286.53,287.28,283.53
461362,307.09,299.02,289.71,289.21,287.15,286.53,287.28,283.59
461499,306.96,298.96,289.71,289.21,287.15,286.53,287.21,283.59
461636,306.96,298.9,289.71,289.21,287.15,286.53,287.28,283.53
461773,306.96,298.9,289.71,289.21,287.15,286.53,287.28,283.59
461911,306.96,298.84,289.71,289.21,287.15,286.53,287.28,283.59
462049,306.84,298.84,289.71,289.21,287.09,286.53,287.28,283.53
462186,306.84,298.84,289.65,289.21,287.09,286.53,287.21,283.53
462323,306.71,298.84,289.65,289.15,287.09,286.53,287.21,283.53
462460,306.71,298.84,289.65,289.15,287.09,286.53,287.21,283.53
462598,306.71,298.77,289.65,289.15,287.09,286.53,287.21,283.59
462736,306.59,298.77,289.65,289.15,287.09,286.53,287.21,283.53
462873,306.59,298.71,289.71,289.15,287.09,286.53,287.21,283.53
463010,306.53,298.71,289.71,289.15,287.09,286.53,287.15,283.59
463148,306.53,298.65,289.71,289.15,287.09,286.53,287.15,283.59
463285,306.46,298.65,289.71,289.09,287.03,286.53,287.15,283.59
463422,306.46,298.59,289.71,289.09,287.03,286.53,287.15,283.59
463560,306.34,298.59,289.65,289.09,287.09,286.46,287.15,283.59
463697,306.34,298.59,289.65,289.09,287.09,286.46,287.15,283.59
463835,306.34,298.59,289.65,289.09,287.09,286.4,287.15,283.59
463972,306.21,298.59,289.65,289.09,287.03,286.46,287.21,283.53
464109,306.21,298.52,289.59,289.03,287.03,286.46,287.21,283.53
464247,306.09,298.52,289.52,289.03,287.03,286.46,287.15,283.53
464385,306.09,298.46,289.52,289.03,287.03,286.46,287.15,283.53
464522,306.03,298.4,289.52,289.03,287.03,286.46,287.15,283.53
464659,306.03,298.4,289.52,289.03,287.03,286.46,287.15,283.53
464796,305.96,298.34,289.52,289.03,287.03,286.46,287.15,283.53
464934,305.9,298.34,289.52,289.03,287.03,286.46,287.15,283.53
465072,305.9,298.34,289.52,289.03,287.03,286.46,287.15,283.53
465209,305.84,298.34,289.46,288.96,286.96,286.46,287.15,283.59
465346,305.84,298.27,289.46,288.96,286.96,286.4,287.15,283.59
465483,305.71,298.21,289.46,288.96,286.96,286.4,287.15,283.59
465622,305.71,298.21,289.46,288.96,286.96,286.4,287.15,283.59
465759,305.65,298.21,289.52,289.03,286.96,286.34,287.09,283.53
465896,305.65,298.21,289.52,288.96,286.96,286.34,287.09,283.53
466033,305.59,298.15,289.46,288.96,286.96,286.4,287.09,283.46
466170,305.53,298.15,289.4,288.9,286.96,286.4,287.09,283.46
466309,305.53,298.15,289.4,288.9,286.96,286.4,287.09,283.46
466446,305.46,298.15,289.4,288.96,286.96,286.4,287.03,283.46
466583,305.46,298.15,289.4,288.96,286.96,286.4,287.03,283.46
466720,305.34,298.02,289.4,288.9,286.96,286.4,287.03,283.53
466857,305.34,298.02,289.4,288.9,286.96,286.4,287.03,283.53
466995,305.28,297.96,289.27,288.9,286.96,286.34,287.09,283.53
467133,305.21,297.96,289.27,288.9,286.96,286.34,287.09,283.46
467270,305.21,297.96,289.21,288.9,286.96,286.34,287.09,283.46
467407,305.15,297.96,289.21,288.9,286.96,286.34,287.03,283.46
467545,305.15,297.9,289.21,288.9,286.96,286.28,287.03,283.46
467682,305.02,297.9,289.21,288.9,286.96,286.28,287.03,283.53
467820,305.02,297.9,289.21,288.9,286.96,286.34,287.03,283.53
467957,305.02,297.84,289.21,288.9,286.96,286.34,287.03,283.53
468094,305.02,297.84,289.21,288.84,286.9,286.28,287.03,283.53
468232,304.96,297.84,289.15,288.84,286.9,286.28,287.03,283.53
468369,304.84,297.84,289.15,288.9,286.96,286.28,287.03,283.53
468507,304.84,297.77,289.15,288.9,286.9,286.34,287.03,283.53
468644,304.71,297.71,289.15,288.78,286.9,286.34,286.96,283.53
468782,304.71,297.71,289.15,288.84,286.9,286.28,286.96,283.53
468919,304.65,297.65,289.15,288.84,286.9,286.28,286.96,283.46
469056,304.65,297.65,289.15,288.84,286.9,286.28,286.96,283.46
469194,304.59,297.65,289.09,288.84,286.9,286.28,286.96,283.53
469331,304.59,297.65,289.09,288.78,286.9,286.28,286.96,283.46
469469,304.52,297.59,289.09,288.78,286.9,286.21,286.96,283.46
469606,304.46,297.52,289.09,288.78,286.9,286.21,286.96,283.53
469743,304.46,297.52,289.09,288.78,286.9,286.21,286.96,283.53
469881,304.34,297.46,289.09,288.78,286.84,286.21,286.9,283.4
470019,304.34,297.46,289.09,288.78,286.84,286.21,286.9,283.4
470156,304.21,297.4,289.09,288.71,286.84,286.21,286.9,283.4
470293,304.21,297.4,289.15,288.71,286.84,286.28,286.9,283.4
470430,304.21,297.34,289.15,288.71,286.84,286.28,286.96,283.4
470568,304.21,297.34,289.15,288.71,286.78,286.21,286.96,283.46
470706,304.09,297.34,289.15,288.71,286.78,286.21,286.9,283.46
470843,304.02,297.34,289.21,288.71,286.78,286.21,286.9,283.4
470980,304.02,297.34,289.21,288.71,286.78,286.21,286.9,283.4
471117,303.96,297.27,289.15,288.71,286.84,286.21,286.9,283.4
471256,303.96,297.27,289.15,288.65,286.84,286.21,286.9,283.4
471393,303.96,297.21,289.15,288.65,286.78,286.21,286.9,283.46
471530,303.96,297.21,289.15,288.65,286.78,286.21,286.9,283.34
471667,303.84,297.21,289.15,288.65,286.78,286.21,286.9,283.34
471804,303.77,297.15,289.09,288.65,286.78,286.21,286.9,283.4
471942,303.77,297.15,289.09,288.65,286.78,286.21,286.84,283.4
472080,303.71,297.15,289.09,288.65,286.78,286.21,286.84,283.34
472217,303.71,297.15,289.09,288.65,286.78,286.21,286.9,283.34
472354,303.65,297.09,289.03,288.65,286.78,286.21,286.9,283.4
472492,303.65,297.09,289.03,288.59,286.78,286.15,286.84,283.4
472629,303.59,297.09,289.03,288.59,286.78,286.15,286.84,283.4
472767,303.59,297.02,289.03,288.65,286.78,286.15,286.84,283.34
472904,303.52,297.02,289.03,288.65,286.78,286.15,286.84,283.34
473041,303.46,297.02,289.03,288.59,286.78,286.15,286.84,283.4
473179,303.46,297.02,289.03,288.59,286.78,286.15,286.84,283.4
473316,303.4,296.96,289.03,288.59,286.78,286.15,286.84,283.46
473454,303.4,296.96,289.03,288.59,286.78,286.15,286.78,283.46
473591,303.34,296.96,289.03,288.59,286.78,286.21,286.78,283.34
473729,303.34,296.96,288.96,288.59,286.78,286.15,286.78,283.4
473866,303.27,296.96,288.96,288.59,286.71,286.15,286.78,283.4
474003,303.27,296.9,288.96,288.59,286.71,286.15,286.78,283.4
474141,303.21,296.9,288.96,288.53,286.71,286.15,286.78,283.4
474278,303.15,296.84,288.96,288.53,286.71,286.15,286.78,283.4
474416,303.15,296.84,288.96,288.53,286.71,286.15,286.78,283.4
474553,303.09,296.84,288.96,288.59,286.71,286.15,286.78,283.4
474690,303.09,296.77,288.96,288.59,286.71,286.15,286.78,283.4
474827,303.02,296.77,288.96,288.53,286.71,286.15,286.78,283.4
474966,303.02,296.77,288.96,288.53,286.71,286.15,286.78,283.4
475103,303.02,296.77,288.96,288.53,286.78,286.15,286.78,283.4
475240,302.96,296.71,288.9,288.53,286.78,286.15,286.71,283.4
475377,302.96,296.71,288.9,288.53,286.71,286.15,286.78,283.4
475514,302.84,296.65,288.9,288.53,286.71,286.09,286.78,283.34
475653,302.84,296.65,288.96,288.46,286.71,286.09,286.71,283.34
475790,302.77,296.65,288.96,288.46,286.71,286.15,286.71,283.4
475927,302.77,296.65,288.96,288.53,286.71,286.15,286.71,283.4
476064,302.77,296.65,288.96,288.53,286.71,286.15,286.71,283.4
476201,302.77,296.65,288.96,288.46,286.71,286.15,286.78,283.4
476340,302.65,296.65,288.96,288.46,286.71,286.09,286.78,283.4
476477,302.65,296.59,288.96,288.46,286.71,286.09,286.71,283.4
476614,302.65,296.52,288.96,288.46,286.71,286.09,286.71,283.4
476751,302.59,296.52,288.96,288.46,286.71,286.15,286.78,283.4
476889,302.59,296.46,288.96,288.46,286.65,286.15,286.71,283.4
477027,302.46,296.46,288.96,288.46,286.65,286.09,286.71,283.4
477164,302.46,296.46,288.96,288.46,286.65,286.09,286.71,283.4
477301,302.46,296.46,288.9,288.46,286.65,286.09,286.71,283.4
477438,302.46,296.46,288.9,288.46,286.65,286.09,286.71,283.4
477576,302.46,296.4,288.96,288.46,286.65,286.09,286.71,283.4
477714,302.34,296.4,288.96,288.4,286.65,286.03,286.71,283.4
477851,302.34,296.4,288.9,288.4,286.65,286.03,286.71,283.4
477988,302.27,296.4,288.9,288.4,286.65,286.03,286.71,283.4
478126,302.27,296.34,288.84,288.4,286.65,286.03,286.65,283.4
478263,302.27,296.34,288.84,288.4,286.65,286.03,286.65,283.4
478401,302.27,296.27,288.78,288.4,286.71,286.03,286.71,283.4
478538,302.15,296.21,288.71,288.4,286.71,286.03,286.71,283.4
478675,302.15,296.21,288.71,288.4,286.65,286.03,286.71,283.46
478813,302.15,296.21,288.71,288.4,286.65,286.03,286.71,283.46
478950,302.09,296.21,288.71,288.4,286.65,286.03,286.65,283.34
479088,302.09,296.21,288.65,288.34,286.65,286.03,286.65,283.34
479225,302.02,296.21,288.65,288.34,286.65,286.03,286.71,283.34
479363,302.02,296.15,288.65,288.4,286.59,286.03,286.71,283.34
479500,301.96,296.15,288.65,288.4,286.59,286.03,286.71,283.34
479637,301.96,296.15,288.65,288.34,286.65,286.03,286.65,283.4
479775,301.84,296.15,288.65,288.4,286.65,286.03,286.65,283.4
479912,301.84,296.15,288.65,288.4,286.65,286.03,286.65,283.4
480050,301.84,296.02,288.59,288.34,286.65,285.96,286.65,283.4
480187,301.77,296.02,288.59,288.34,286.65,285.96,286.65,283.4
480324,301.77,296.02,288.59,288.34,286.65,285.96,286.65,283.34
480461,301.71,296.02,288.59,288.34,286.65,286.03,286.71,283.34
480600,301.71,296.02,288.59,288.34,286.65,286.03,286.71,283.4
480737,301.71,295.96,288.59,288.34,286.59,286.03,286.65,283.4
480874,301.71,295.96,288.59,288.34,286.65,286.03,286.65,283.4
481011,301.65,295.9,288.59,288.34,286.65,285.96,286.65,283.4
481148,301.52,295.9,288.59,288.34,286.65,285.96,286.65,283.4
481287,301.52,295.96,288.59,288.34,286.65,285.96,286.65,283.34
481424,301.46,295.96,288.59,288.34,286.59,285.96,286.65,283.34
481561,301.46,295.84,288.59,288.34,286.59,285.96,286.65,283.4
481698,301.4,295.84,288.65,288.28,286.59,285.96,286.65,283.4
481836,301.4,295.84,288.65,288.28,286.59,286.03,286.65,283.34
481974,301.4,295.84,288.65,288.28,286.65,286.03,286.65,283.34
482111,301.4,295.84,288.65,288.28,286.65,286.03,286.65,283.4
482248,301.27,295.84,288.65,288.21,286.65,285.96,286.65,283.4
482385,301.27,295.84,288.59,288.21,286.65,285.96,286.59,283.34
482523,301.27,295.77,288.59,288.21,286.59,285.96,286.59,283.34
482661,301.21,295.71,288.59,288.28,286.65,285.96,286.59,283.34
482798,301.21,295.71,288.59,288.28,286.65,286.03,286.59,283.4
482935,301.15,295.71,288.59,288.21,286.59,286.03,286.59,283.4
483073,301.15,295.71,288.59,288.21,286.59,285.96,286.59,283.34
483210,301.09,295.71,288.53,288.21,286.59,285.96,286.59,283.34
483348,301.02,295.71,288.53,288.21,286.59,285.96,286.59,283.4
483485,301.02,295.65,288.53,288.21,286.65,285.96,286.59,283.34
483622,300.96,295.65,288.53,288.21,286.65,285.96,286.65,283.34
483760,300.96,295.65,288.53,288.21,286.59,285.96,286.65,283.4
483897,300.96,295.59,288.46,288.21,286.59,285.96,286.59,283.4
484035,300.96,295.59,288.46,288.15,286.59,285.9,286.59,283.34
484172,300.9,295.59,288.46,288.15,286.59,285.9,286.59,283.34
484310,300.9,295.59,288.46,288.21,286.59,285.96,286.59,283.4
484447,300.84,295.52,288.46,288.21,286.59,285.96,286.65,283.4
484584,300.77,295.52,288.46,288.15,286.59,285.96,286.65,283.34
484722,300.77,295.52,288.46,288.15,286.59,285.9,286.65,283.4
484859,300.71,295.46,288.53,288.21,286.59,285.9,286.65,283.4
484997,300.71,295.46,288.53,288.21,286.53,285.96,286.59,283.34
485134,300.65,295.46,288.4,288.15,286.53,285.96,286.59,283.34
485271,300.65,295.46,288.4,288.15,286.53,285.96,286.59,283.4
485408,300.59,295.4,288.4,288.15,286.53,285.96,286.59,283.4
485547,300.59,295.4,288.46,288.21,286.53,285.9,286.59,283.34
485684,300.59,295.4,288.46,288.21,286.53,285.9,286.59,283.34
485821,300.52,295.4,288.46,288.09,286.53,285.9,286.59,283.34
485958,300.52,295.4,288.46,288.09,286.53,285.96,286.59,283.4
486095,300.46,295.34,288.46,288.09,286.53,285.96,286.59,283.4
486234,300.46,295.34,288.46,288.09,286.53,285.9,286.59,283.34
486371,300.46,295.34,288.46,288.09,286.53,285.9,286.59,283.34
486508,300.46,295.34,288.4,288.09,286.53,285.96,286.59,283.34
486645,300.34,295.34,288.4,288.09,286.53,285.96,286.59,283.34
486784,300.27,295.27,288.4,288.09,286.53,285.9,286.59,283.34
486921,300.27,295.27,288.4,288.09,286.53,285.9,286.59,283.4
487058,300.27,295.21,288.4,288.09,286.53,285.9,286.59,283.4
487195,300.27,295.21,288.4,288.09,286.53,285.9,286.59,283.4
487332,300.15,295.21,288.34,288.09,286.53,285.9,286.59,283.4
487471,300.15,295.21,288.34,288.09,286.53,285.9,286.53,283.34
487608,300.15,295.21,288.34,288.09,286.53,285.9,286.53,283.34
487745,300.15,295.15,288.28,288.09,286.53,285.9,286.59,283.34
487882,300.09,295.15,288.28,288.03,286.53,285.9,286.59,283.4
488019,300.02,295.15,288.28,288.03,286.53,285.9,286.59,283.4
488157,300.02,295.15,288.28,288.03,286.53,285.9,286.53,283.4
488295,300.02,295.09,288.28,288.03,286.46,285.9,286.53,283.4
488432,300.02,295.09,288.28,288.09,286.46,285.9,286.53,283.34
488569,299.96,295.09,288.28,288.09,286.46,285.9,286.53,283.34
488707,299.96,295.09,288.28,288.03,286.46,285.84,286.59,283.34
488844,299.9,295.09,288.28,288.03,286.53,285.84,286.59,283.34
488982,299.9,295.02,288.28,288.03,286.46,285.9,286.53,283.4
489119,299.84,295.02,288.28,288.03,286.46,285.9,286.59,283.34
489256,299.84,295.02,288.34,288.03,286.46,285.84,286.59,283.34
489394,299.84,295.02,288.34,288.03,286.46,285.84,286.53,283.34
489531,299.77,294.96,288.34,288.09,286.53,285.84,286.53,283.34
489669,299.77,294.96,288.34,288.09,286.53,285.84,286.53,283.34
489806,299.77,294.96,288.34,288.03,286.46,285.84,286.53,283.34
489944,299.77,294.9,288.34,288.03,286.46,285.84,286.59,283.34
490081,299.65,294.9,288.34,288.09,286.46,285.9,286.59,283.34
490218,299.59,294.9,288.34,288.09,286.46,285.84,286.53,283.34
490356,299.59,294.9,288.34,288.09,286.46,285.84,286.53,283.34
490493,299.59,294.84,288.28,288.09,286.46,285.84,286.53,283.34
490631,299.59,294.9,288.28,288.09,286.46,285.84,286.53,283.4
490768,299.52,294.9,288.28,288.03,286.46,285.84,286.53,283.4
490905,299.52,294.84,288.28,288.03,286.46,285.84,286.53,283.34
491043,299.46,294.84,288.28,288.09,286.4,285.84,286.53,283.34
491181,299.46,294.84,288.28,288.09,286.4,285.84,286.53,283.34
491318,299.46,294.84,288.28,288.09,286.46,285.84,286.53,283.34
491455,299.4,294.77,288.28,288.09,286.46,285.84,286.53,283.34
491592,299.4,294.77,288.28,288.09,286.4,285.84,286.53,283.34
491730,299.34,294.77,288.28,288.09,286.4,285.78,286.53,283.34
491868,299.34,294.77,288.28,288.09,286.46,285.78,286.53,283.34
492005,299.27,294.77,288.28,288.09,286.4,285.78,286.53,283.34
492142,299.27,294.71,288.28,288.09,286.4,285.78,286.46,283.34
492279,299.27,294.71,288.28,288.09,286.46,285.78,286.46,283.4
492418,299.21,294.71,288.21,288.09,286.46,285.78,286.53,283.4
492555,299.21,294.71,288.21,288.09,286.4,285.84,286.53,283.34
492692,299.21,294.71,288.21,288.09,286.4,285.84,286.53,283.34
492829,299.21,294.65,288.28,288.09,286.4,285.78,286.53,283.34
492966,299.21,294.65,288.28,288.03,286.4,285.84,286.46,283.34
493105,299.21,294.59,288.21,288.03,286.46,285.84,286.46,283.34
493242,299.09,294.59,288.21,288.03,286.46,285.84,286.46,283.34
493379,299.09,294.59,288.21,288.03,286.4,285.84,286.46,283.34
493516,299.09,294.59,288.21,287.96,286.4,285.78,286.46,283.34
493654,299.02,294.59,288.21,287.96,286.4,285.78,286.53,283.34
493792,299.02,294.59,288.21,287.96,286.4,285.84,286.53,283.4
493929,299.02,294.59,288.21,287.96,286.4,285.84,286.46,283.4
494066,299.02,294.52,288.21,287.96,286.46,285.78,286.46,283.34
494203,298.96,294.52,288.21,287.96,286.46,285.84,286.46,283.34
494341,298.96,294.46,288.15,287.96,286.4,285.84,286.46,283.34
494479,298.9,294.46,288.15,288.03,286.4,285.78,286.53,283.34
494616,298.9,294.46,288.15,288.03,286.4,285.78,286.46,283.34
494753,298.9,294.52,288.09,288.03,286.4,285.78,286.46,283.34
494891,298.84,294.52,288.09,288.03,286.4,285.78,286.46,283.34
495028,298.84,294.46,288.09,288.03,286.4,285.78,286.46,283.34
495166,298.84,294.46,288.09,288.03,286.4,285.78,286.53,283.34
495303,298.84,294.46,288.15,287.96,286.34,285.78,286.53,283.4
495440,298.77,294.46,288.09,287.96,286.34,285.78,286.46,283.4
495578,298.77,294.46,288.09,287.96,286.34,285.84,286.46,283.4
495715,298.71,294.46,288.15,287.96,286.34,285.78,286.46,283.34
495853,298.71,294.46,288.15,288.03,286.34,285.78,286.46,283.34
495990,298.71,294.34,288.09,288.03,286.34,285.78,286.46,283.4
496128,298.65,294.34,288.09,287.96,286.4,285.78,286.46,283.4
496265,298.65,294.34,288.09,287.96,286.4,285.78,286.46,283.34
496402,298.59,294.34,288.09,287.96,286.4,285.78,286.46,283.34
496540,298.59,294.34,288.15,287.96,286.4,285.71,286.46,283.34
496677,298.59,294.34,288.09,287.96,286.34,285.71,286.46,283.34
496815,298.59,294.34,288.09,287.96,286.34,285.78,286.46,283.34
496952,298.52,294.27,288.15,287.96,286.34,285.78,286.46,283.34
497089,298.52,294.27,288.15,287.9,286.34,285.78,286.46,283.34
497227,298.52,294.27,288.09,287.9,286.34,285.78,286.46,283.4
497364,298.46,294.27,288.09,287.9,286.34,285.78,286.46,283.4
497502,298.46,294.27,288.15,287.9,286.34,285.78,286.46,283.34
497639,298.46,294.21,288.09,287.9,286.34,285.78,286.4,283.34
497776,298.46,294.21,288.09,287.9,286.34,285.78,286.4,283.4
497914,298.4,294.21,288.09,287.9,286.34,285.78,286.4,283.34
498052,298.34,294.21,288.09,287.9,286.34,285.78,286.4,283.34
498189,298.34,294.21,288.09,287.9,286.34,285.78,286.46,283.34
498326,298.34,294.21,288.09,287.9,286.4,285.78,286.46,283.34
498463,298.34,294.21,288.09,287.9,286.4,285.71,286.4,283.4
498601,298.34,294.15,288.09,287.9,286.34,285.71,286.4,283.4
498739,298.34,294.15,288.09,287.9,286.34,285.78,286.46,283.34
498876,298.27,294.15,288.09,287.9,286.34,285.78,286.46,283.4
499013,298.27,294.15,288.09,287.9,286.34,285.78,286.46,283.4
499150,298.21,294.15,288.03,287.9,286.34,285.78,286.46,283.34
499289,298.21,294.15,288.03,287.9,286.34,285.78,286.46,283.34
499426,298.21,294.15,288.03,287.9,286.34,285.78,286.46,283.34
499563,298.15,294.09,288.09,287.9,286.34,285.78,286.46,283.34
499700,298.15,294.09,288.09,287.9,286.34,285.78,286.4,283.34
499837,298.15,294.09,288.03,287.9,286.34,285.78,286.4,283.34
499975,298.15,294.09,288.03,287.84,286.34,285.78,286.4,283.4
500113,298.15,294.09,288.03,287.84,286.34,285.78,286.4,283.34
500250,298.15,294.09,288.03,287.84,286.34,285.78,286.4,283.34
500387,298.09,294.02,288.03,287.84,286.34,285.78,286.46,283.34
500525,298.02,294.02,288.03,287.84,286.34,285.71,286.46,283.34
500662,298.02,294.02,288.03,287.84,286.34,285.71,286.46,283.4
500800,297.96,294.02,288.03,287.9,286.34,285.71,286.46,283.4
500937,297.96,294.02,288.03,287.9,286.34,285.71,286.46,283.34
501074,297.96,293.96,288.03,287.9,286.34,285.71,286.46,283.34
501212,297.96,293.96,288.03,287.9,286.34,285.71,286.4,283.34
501349,297.96,293.96,287.96,287.84,286.34,285.71,286.4,283.34
501487,297.9,293.96,287.96,287.84,286.34,285.78,286.46,283.34
501624,297.9,293.96,287.96,287.9,286.34,285.78,286.46,283.34
501762,297.9,293.9,287.96,287.84,286.34,285.71,286.46,283.34
