Date,07/02/2020,Material,Brass,6min heating,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
165299,346.46,300.96,290.71,284.09,283.21,282.96,282.59,283.59
165436,346.52,300.96,290.71,284.09,283.21,282.96,282.59,283.53
165573,346.52,300.96,290.71,284.03,283.28,283.03,282.59,283.59
165710,346.59,300.96,290.71,284.03,283.28,283.03,282.59,283.59
165848,346.59,301.02,290.71,284.03,283.21,282.96,282.71,283.46
165985,346.59,301.02,290.71,284.03,283.21,282.96,282.59,283.46
166122,346.59,301.02,290.77,284.03,283.21,283.03,282.59,283.46
166260,346.59,301.02,290.77,284.03,283.21,283.03,282.65,283.46
166397,346.77,301.09,290.77,284.09,283.21,282.96,282.65,283.53
166535,346.77,301.09,290.84,284.09,283.21,282.96,282.65,283.53
166672,346.77,301.09,290.84,284.09,283.21,283.03,282.65,283.53
166809,346.77,301.09,290.77,284.09,283.21,282.96,282.59,283.46
166946,346.84,301.09,290.77,284.09,283.21,282.96,282.59,283.46
167084,346.84,301.09,290.84,284.03,283.28,282.96,282.59,283.53
167221,346.84,301.09,290.84,284.03,283.28,282.96,282.65,283.53
167358,346.84,301.09,290.84,284.09,283.21,282.96,282.65,283.53
167495,346.84,301.09,290.84,284.09,283.21,282.96,282.65,283.46
167633,346.77,301.09,290.84,284.03,283.21,282.9,282.65,283.46
167771,346.77,301.15,290.84,284.03,283.28,282.9,282.71,283.46
167908,346.84,301.15,290.84,284.09,283.28,282.9,282.71,283.46
168045,346.84,301.15,290.9,284.09,283.21,282.9,282.65,283.53
168182,346.84,301.15,290.9,284.03,283.21,282.9,282.65,283.46
168320,346.84,301.15,290.9,284.03,283.28,282.9,282.71,283.46
168457,346.84,301.21,290.9,284.09,283.28,282.9,282.65,283.53
168594,346.77,301.21,290.9,284.09,283.21,282.9,282.65,283.53
168731,346.77,301.27,290.9,284.09,283.21,282.9,282.65,283.46
168869,346.77,301.27,290.9,284.09,283.21,282.96,282.65,283.46
169007,346.77,301.27,290.96,284.03,283.21,282.96,282.71,283.4
169144,346.77,301.27,290.9,284.09,283.21,283.03,282.71,283.46
169281,346.77,301.27,290.9,284.09,283.21,282.96,282.65,283.46
169418,346.77,301.27,290.9,284.09,283.21,282.96,282.65,283.46
169555,346.77,301.27,290.9,284.09,283.21,282.96,282.59,283.46
169693,346.59,301.27,290.96,284.09,283.21,282.96,282.59,283.46
169830,346.59,301.27,290.96,284.09,283.28,282.9,282.59,283.46
169967,346.59,301.34,290.96,284.09,283.28,282.9,282.59,283.4
170104,346.59,301.34,290.96,284.09,283.21,282.96,282.59,283.46
170243,346.59,301.34,290.96,284.09,283.21,282.96,282.65,283.46
170380,346.59,301.4,291.02,284.09,283.21,282.96,282.65,283.46
170517,346.59,301.4,291.02,284.09,283.21,282.96,282.65,283.46
170654,346.52,301.4,291.02,284.09,283.21,282.96,282.59,283.53
170791,346.52,301.4,291.02,284.09,283.21,282.9,282.59,283.53
170929,346.46,301.46,291.02,284.09,283.21,282.9,282.65,283.46
171066,346.46,301.46,291.02,284.09,283.21,282.9,282.65,283.46
171203,346.34,301.46,291.02,284.09,283.21,282.9,282.59,283.46
171340,346.34,301.46,291.09,284.09,283.28,282.9,282.59,283.46
171479,346.34,301.46,291.09,284.15,283.28,282.96,282.59,283.46
171616,346.21,301.52,291.09,284.15,283.21,282.96,282.59,283.4
171753,346.21,301.52,291.09,284.09,283.21,282.9,282.59,283.4
171890,346.09,301.52,291.09,284.09,283.21,282.9,282.65,283.4
172027,346.09,301.52,291.09,284.09,283.21,282.9,282.65,283.46
172165,346.09,301.52,291.09,284.09,283.21,282.9,282.65,283.46
172302,346.09,301.59,291.09,284.09,283.21,282.9,282.65,283.4
172439,346.02,301.59,291.09,284.09,283.21,282.9,282.59,283.4
172576,346.02,301.59,291.09,284.09,283.21,282.96,282.59,283.46
172713,346.02,301.59,291.09,284.09,283.21,282.9,282.65,283.46
172852,345.96,301.65,291.09,284.15,283.21,282.9,282.65,283.46
172989,345.96,301.65,291.09,284.15,283.21,282.9,282.59,283.4
173126,346.02,301.71,291.09,284.09,283.21,282.9,282.59,283.4
173263,346.02,301.71,291.15,284.15,283.21,282.96,282.59,283.4
173401,345.96,301.71,291.15,284.15,283.21,282.96,282.59,283.4
173538,345.96,301.71,291.15,284.09,283.28,282.9,282.59,283.4
173675,345.96,301.71,291.15,284.09,283.28,282.9,282.59,283.4
173812,345.96,301.77,291.15,284.15,283.28,282.9,282.59,283.4
173949,345.96,301.77,291.15,284.15,283.28,282.9,282.59,283.46
174088,345.96,301.71,291.15,284.15,283.21,282.9,282.59,283.46
174225,345.96,301.77,291.21,284.15,283.21,282.96,282.59,283.4
174362,345.96,301.77,291.21,284.09,283.21,282.96,282.59,283.4
174499,345.96,301.84,291.21,284.09,283.28,282.9,282.59,283.4
174637,345.9,301.84,291.21,284.09,283.28,282.9,282.59,283.4
174774,345.9,301.77,291.21,284.09,283.28,282.9,282.59,283.4
174911,345.96,301.84,291.21,284.15,283.28,282.9,282.65,283.4
175048,345.96,301.84,291.21,284.15,283.28,282.9,282.65,283.4
175185,345.9,301.9,291.21,284.15,283.28,282.96,282.59,283.34
175323,345.9,301.9,291.21,284.15,283.28,282.96,282.65,283.34
175461,345.9,301.9,291.27,284.15,283.28,282.96,282.65,283.4
175598,345.84,301.9,291.27,284.15,283.28,282.96,282.59,283.4
175735,345.84,301.9,291.27,284.15,283.28,282.9,282.59,283.34
175873,345.84,301.9,291.27,284.15,283.28,282.9,282.65,283.34
176010,345.84,301.9,291.27,284.15,283.21,282.9,282.65,283.34
176147,345.77,301.9,291.27,284.15,283.21,282.9,282.59,283.34
176284,345.77,301.9,291.27,284.15,283.34,282.9,282.59,283.34
176421,345.77,301.96,291.34,284.15,283.34,282.9,282.59,283.4
176559,345.77,301.96,291.34,284.15,283.21,282.9,282.59,283.4
176696,345.77,301.96,291.34,284.15,283.21,282.96,282.59,283.34
176834,345.77,302.02,291.34,284.15,283.28,282.96,282.65,283.34
176971,345.71,302.02,291.34,284.21,283.28,282.96,282.65,283.34
177108,345.71,302.02,291.34,284.21,283.28,282.96,282.65,283.4
177246,345.71,302.02,291.34,284.15,283.28,282.9,282.65,283.4
177383,345.71,302.02,291.34,284.15,283.28,282.96,282.59,283.34
177520,345.71,302.02,291.4,284.15,283.28,282.96,282.65,283.34
177657,345.71,302.02,291.4,284.21,283.28,282.9,282.65,283.34
177795,345.71,302.09,291.4,284.21,283.28,282.9,282.65,283.34
177932,345.71,302.09,291.4,284.21,283.28,282.9,282.65,283.34
178070,345.71,302.15,291.34,284.21,283.28,282.9,282.59,283.34
178207,345.65,302.15,291.4,284.15,283.28,282.9,282.59,283.34
178344,345.65,302.15,291.4,284.15,283.28,282.9,282.65,283.34
178482,345.65,302.15,291.46,284.21,283.34,282.96,282.65,283.34
178619,345.59,302.15,291.46,284.21,283.34,282.9,282.65,283.4
178756,345.59,302.15,291.46,284.21,283.28,282.9,282.65,283.34
178893,345.59,302.15,291.46,284.21,283.28,282.96,282.65,283.34
179031,345.59,302.15,291.52,284.21,283.28,282.96,282.59,283.34
179168,345.59,302.15,291.52,284.21,283.28,282.9,282.59,283.34
179305,345.59,302.21,291.52,284.21,283.28,282.9,282.59,283.34
179443,345.59,302.21,291.46,284.21,283.28,282.96,282.59,283.34
179580,345.59,302.21,291.46,284.21,283.28,282.96,282.59,283.4
179718,345.59,302.21,291.46,284.28,283.28,282.96,282.65,283.34
179855,345.59,302.21,291.46,284.28,283.28,282.9,282.65,283.34
179992,345.59,302.27,291.52,284.21,283.28,282.9,282.65,283.34
180129,345.59,302.27,291.52,284.21,283.28,282.9,282.65,283.34
180267,345.59,302.27,291.52,284.21,283.28,282.9,282.59,283.34
180404,345.59,302.27,291.52,284.21,283.28,282.9,282.59,283.34
180541,345.59,302.27,291.52,284.28,283.28,282.9,282.65,283.34
180678,345.52,302.34,291.52,284.28,283.28,282.96,282.65,283.34
180816,345.52,302.34,291.59,284.28,283.28,282.96,282.65,283.34
180954,345.52,302.34,291.59,284.28,283.28,282.96,282.65,283.34
181091,345.52,302.34,291.65,284.28,283.34,282.9,282.65,283.34
181228,345.52,302.34,291.65,284.28,283.34,282.9,282.65,283.34
181365,345.52,302.34,291.59,284.28,283.34,282.9,282.65,283.34
181502,345.52,302.34,291.59,284.28,283.28,282.9,282.65,283.34
181640,345.59,302.4,291.59,284.28,283.28,282.9,282.65,283.4
181777,345.59,302.4,291.65,284.21,283.34,282.9,282.65,283.4
181914,345.52,302.46,291.65,284.21,283.34,282.9,282.65,283.34
182052,345.52,302.46,291.59,284.28,283.34,282.96,282.65,283.34
182190,345.52,302.46,291.59,284.28,283.34,282.96,282.65,283.34
182327,345.52,302.46,291.65,284.28,283.34,282.9,282.65,283.34
182464,345.59,302.46,291.65,284.28,283.34,282.9,282.59,283.34
182601,345.59,302.52,291.65,284.28,283.34,282.96,282.59,283.34
182738,345.59,302.52,291.71,284.28,283.34,282.96,282.65,283.34
182876,345.52,302.52,291.71,284.34,283.34,282.9,282.65,283.34
183013,345.52,302.52,291.71,284.34,283.34,282.96,282.65,283.34
183151,345.52,302.52,291.71,284.28,283.34,282.96,282.65,283.34
183288,345.52,302.52,291.71,284.28,283.34,282.9,282.65,283.4
183426,345.52,302.52,291.71,284.34,283.34,282.9,282.65,283.4
183563,345.52,302.52,291.71,284.28,283.34,282.96,282.65,283.4
183700,345.52,302.52,291.77,284.28,283.34,282.96,282.65,283.4
183837,345.52,302.59,291.77,284.34,283.34,282.9,282.65,283.4
183974,345.52,302.59,291.77,284.34,283.34,282.9,282.65,283.4
184112,345.52,302.59,291.77,284.28,283.34,282.96,282.65,283.4
184249,345.52,302.65,291.77,284.28,283.34,282.96,282.65,283.4
184387,345.52,302.65,291.77,284.28,283.34,282.96,282.65,283.4
184524,345.52,302.71,291.84,284.28,283.34,282.96,282.65,283.46
184662,345.46,302.71,291.77,284.28,283.34,282.96,282.65,283.46
184799,345.46,302.71,291.77,284.28,283.34,282.96,282.65,283.4
184936,345.52,302.71,291.77,284.28,283.34,282.96,282.65,283.4
185073,345.52,302.71,291.77,284.28,283.34,282.96,282.65,283.46
185210,345.46,302.71,291.84,284.34,283.34,282.96,282.65,283.4
185348,345.4,302.71,291.9,284.34,283.34,282.96,282.65,283.4
185485,345.4,302.71,291.9,284.34,283.34,282.96,282.65,283.4
185623,345.46,302.71,291.9,284.4,283.34,282.96,282.65,283.4
185760,345.46,302.77,291.9,284.4,283.34,282.96,282.65,283.4
185897,345.4,302.77,291.84,284.34,283.34,282.96,282.59,283.4
186035,345.4,302.77,291.84,284.34,283.34,282.96,282.59,283.4
186172,345.4,302.77,291.9,284.34,283.34,282.96,282.65,283.46
186309,345.4,302.77,291.9,284.34,283.4,283.03,282.65,283.46
186446,345.4,302.84,291.9,284.4,283.4,283.03,282.65,283.46
186584,345.4,302.84,291.96,284.4,283.4,282.9,282.65,283.46
186721,345.4,302.84,291.96,284.34,283.4,282.9,282.65,283.4
186859,345.4,302.84,291.96,284.34,283.4,282.9,282.65,283.4
186996,345.4,302.9,291.96,284.34,283.34,282.96,282.65,283.46
187133,345.4,302.9,291.96,284.34,283.34,282.96,282.65,283.4
187271,345.4,302.9,291.96,284.34,283.34,282.96,282.65,283.4
187408,345.4,302.9,291.96,284.34,283.34,282.96,282.65,283.46
187545,345.4,302.9,291.96,284.4,283.34,282.9,282.65,283.46
187682,345.4,302.9,291.96,284.34,283.34,282.9,282.65,283.46
187820,345.4,302.9,292.02,284.34,283.34,282.9,282.65,283.46
187957,345.34,302.96,292.02,284.4,283.4,282.9,282.65,283.4
188095,345.34,302.96,292.02,284.4,283.4,282.9,282.65,283.46
188232,345.34,302.96,292.09,284.4,283.4,282.9,282.65,283.46
188369,345.34,302.96,292.09,284.4,283.4,282.9,282.65,283.4
188507,345.34,302.96,292.02,284.4,283.4,282.9,282.65,283.4
188644,345.34,303.02,292.02,284.4,283.4,282.9,282.65,283.46
188781,345.34,303.02,292.02,284.4,283.4,282.96,282.65,283.46
188918,345.34,303.09,292.02,284.4,283.4,282.96,282.65,283.46
189056,345.34,303.09,292.09,284.4,283.4,282.96,282.65,283.46
189193,345.34,303.09,292.09,284.4,283.4,282.96,282.65,283.46
189331,345.34,303.09,292.09,284.4,283.4,282.96,282.71,283.46
189468,345.34,303.09,292.15,284.4,283.4,282.96,282.71,283.46
189605,345.34,303.09,292.15,284.4,283.4,282.96,282.65,283.46
189743,345.34,303.09,292.09,284.46,283.46,283.03,282.65,283.46
189880,345.27,303.09,292.15,284.46,283.46,283.03,282.65,283.53
190017,345.27,303.09,292.15,284.4,283.34,283.03,282.65,283.46
190154,345.34,303.09,292.15,284.4,283.34,283.03,282.65,283.46
190291,345.34,303.15,292.15,284.46,283.4,283.03,282.71,283.46
190429,345.4,303.15,292.21,284.46,283.4,282.96,282.71,283.46
190567,345.4,303.21,292.21,284.4,283.4,282.96,282.71,283.46
190704,345.4,303.21,292.21,284.4,283.4,283.03,282.71,283.46
190841,345.4,303.21,292.21,284.4,283.4,283.03,282.65,283.46
190979,345.46,303.27,292.21,284.4,283.46,283.03,282.65,283.46
191116,345.46,303.27,292.21,284.46,283.46,283.03,282.65,283.46
191253,345.46,303.27,292.21,284.46,283.4,282.96,282.71,283.46
191390,345.52,303.27,292.21,284.46,283.4,282.96,282.71,283.46
191527,345.52,303.34,292.21,284.46,283.4,282.96,282.71,283.53
191665,345.65,303.34,292.21,284.46,283.4,282.96,282.71,283.53
191803,345.65,303.34,292.27,284.46,283.4,282.96,282.71,283.53
191940,345.65,303.4,292.27,284.46,283.4,282.96,282.71,283.46
192077,345.65,303.4,292.27,284.46,283.4,282.96,282.65,283.46
192215,345.77,303.4,292.27,284.46,283.4,282.96,282.65,283.53
192352,346.02,303.4,292.34,284.46,283.4,282.96,282.65,283.53
192489,346.02,303.4,292.34,284.46,283.4,282.96,282.65,283.53
192626,346.15,303.46,292.34,284.46,283.4,282.96,282.65,283.46
192763,346.15,303.46,292.27,284.46,283.46,282.96,282.65,283.46
192901,346.4,303.46,292.27,284.46,283.46,282.96,282.65,283.46
193039,346.4,303.46,292.27,284.46,283.46,282.96,282.71,283.46
193176,346.77,303.46,292.27,284.46,283.46,282.96,282.71,283.53
193313,346.77,303.46,292.34,284.46,283.46,282.96,282.65,283.53
193451,346.9,303.46,292.34,284.46,283.46,282.96,282.65,283.46
193588,346.9,303.52,292.4,284.46,283.46,282.9,282.65,283.46
193725,347.21,303.52,292.34,284.46,283.46,282.9,282.65,283.46
193862,347.46,303.52,292.34,284.46,283.46,282.96,282.65,283.53
193999,347.46,303.52,292.34,284.53,283.46,282.96,282.65,283.53
194138,347.71,303.59,292.34,284.46,283.46,282.96,282.65,283.53
194275,347.71,303.59,292.34,284.46,283.46,282.96,282.71,283.53
194412,347.9,303.59,292.4,284.46,283.46,282.96,282.65,283.53
194549,347.9,303.59,292.4,284.46,283.46,282.96,282.65,283.46
194686,348.15,303.59,292.4,284.46,283.46,282.96,282.65,283.46
194824,348.15,303.59,292.4,284.46,283.46,282.96,282.65,283.59
194961,348.4,303.59,292.46,284.46,283.46,282.96,282.65,283.59
195098,348.4,303.65,292.46,284.46,283.46,282.9,282.65,283.53
195235,348.59,303.65,292.4,284.53,283.46,282.9,282.71,283.53
195374,348.77,303.65,292.46,284.53,283.46,282.96,282.71,283.53
195511,348.77,303.65,292.46,284.53,283.46,282.96,282.65,283.53
195648,349.02,303.65,292.46,284.53,283.46,283.03,282.71,283.53
195785,349.02,303.71,292.46,284.53,283.46,283.03,282.71,283.53
195922,349.21,303.71,292.52,284.53,283.53,282.96,282.71,283.53
196060,349.21,303.71,292.52,284.53,283.53,282.96,282.71,283.53
196197,349.34,303.71,292.52,284.53,283.46,282.96,282.65,283.53
196334,349.34,303.77,292.52,284.53,283.46,282.96,282.65,283.53
196471,349.52,303.77,292.52,284.53,283.46,282.96,282.65,283.53
196610,349.65,303.77,292.52,284.53,283.46,282.96,282.71,283.53
196747,349.65,303.77,292.52,284.53,283.46,282.96,282.71,283.59
196884,349.77,303.77,292.59,284.53,283.46,282.96,282.65,283.59
197021,349.77,303.77,292.59,284.53,283.46,282.9,282.65,283.53
197158,349.96,303.77,292.59,284.53,283.53,282.9,282.71,283.53
197296,349.96,303.77,292.59,284.59,283.53,282.96,282.71,283.53
197433,350.09,303.84,292.59,284.59,283.53,282.96,282.71,283.53
197570,350.09,303.84,292.59,284.53,283.53,282.96,282.71,283.53
197708,350.21,303.84,292.59,284.53,283.46,282.96,282.65,283.59
197846,350.21,303.84,292.59,284.53,283.46,282.96,282.71,283.59
197983,350.27,303.9,292.59,284.53,283.53,282.96,282.71,283.53
198120,350.4,303.9,292.59,284.59,283.53,282.96,282.71,283.53
198257,350.4,303.9,292.59,284.59,283.53,282.96,282.71,283.59
198394,350.46,303.9,292.59,284.59,283.53,282.96,282.65,283.53
198532,350.46,303.9,292.65,284.59,283.53,283.03,282.65,283.53
198669,350.52,303.9,292.65,284.59,283.53,283.03,282.65,283.53
198806,350.52,303.9,292.65,284.59,283.53,282.96,282.71,283.53
198944,350.59,303.96,292.65,284.59,283.53,282.96,282.71,283.53
199081,350.59,303.9,292.65,284.59,283.53,283.03,282.71,283.53
199219,350.65,303.9,292.65,284.59,283.46,283.03,282.71,283.59
199356,350.65,303.96,292.65,284.59,283.46,282.96,282.65,283.53
199493,350.77,303.96,292.65,284.59,283.46,282.96,282.65,283.53
199630,350.77,303.96,292.65,284.59,283.46,282.96,282.65,283.59
199768,350.77,303.96,292.71,284.59,283.46,282.96,282.65,283.59
199905,350.84,304.02,292.71,284.59,283.53,282.96,282.71,283.53
200042,350.84,304.02,292.71,284.59,283.53,282.96,282.71,283.53
200180,350.9,304.02,292.71,284.59,283.53,282.96,282.71,283.59
200317,350.9,304.09,292.71,284.59,283.53,283.03,282.65,283.53
200455,350.96,304.09,292.77,284.59,283.53,282.96,282.65,283.53
200592,350.96,304.09,292.77,284.59,283.53,282.96,282.71,283.53
200729,350.96,304.09,292.77,284.59,283.53,282.96,282.71,283.53
200866,350.96,304.09,292.77,284.59,283.53,282.96,282.65,283.53
201004,351.02,304.09,292.77,284.59,283.59,283.03,282.65,283.53
201141,351.09,304.09,292.77,284.65,283.53,283.03,282.65,283.53
201278,351.09,304.15,292.77,284.65,283.53,282.96,282.65,283.53
201416,351.09,304.15,292.77,284.65,283.46,282.96,282.65,283.53
201553,351.09,304.15,292.77,284.65,283.46,282.96,282.71,283.59
201691,351.15,304.15,292.84,284.59,283.46,282.96,282.71,283.59
201828,351.15,304.21,292.84,284.59,283.46,282.96,282.71,283.53
201965,351.15,304.15,292.84,284.65,283.53,282.96,282.71,283.53
202102,351.15,304.15,292.84,284.65,283.53,282.96,282.65,283.53
202240,351.21,304.21,292.84,284.59,283.53,282.96,282.65,283.53
202377,351.21,304.21,292.9,284.59,283.53,282.96,282.65,283.53
202514,351.21,304.27,292.9,284.59,283.53,282.96,282.71,283.53
202651,351.27,304.27,292.84,284.65,283.53,282.96,282.71,283.53
202788,351.27,304.27,292.84,284.65,283.53,282.96,282.65,283.53
202927,351.27,304.27,292.84,284.65,283.53,282.96,282.65,283.59
203064,351.27,304.27,292.9,284.65,283.53,282.96,282.65,283.59
203201,351.27,304.27,292.9,284.65,283.59,283.03,282.65,283.53
203338,351.27,304.27,292.9,284.65,283.59,283.03,282.71,283.53
203475,351.27,304.27,292.9,284.65,283.53,282.96,282.65,283.59
203613,351.27,304.27,292.9,284.65,283.53,282.96,282.65,283.59
203750,351.34,304.27,292.9,284.65,283.53,282.96,282.65,283.53
203887,351.34,304.34,292.9,284.65,283.53,282.96,282.65,283.53
204024,351.34,304.34,292.96,284.65,283.53,282.96,282.71,283.53
204163,351.34,304.34,292.96,284.65,283.53,282.96,282.71,283.53
204300,351.34,304.34,292.96,284.65,283.53,282.96,282.71,283.53
204437,351.27,304.34,292.96,284.65,283.53,283.03,282.65,283.53
204574,351.27,304.34,292.96,284.65,283.53,283.03,282.65,283.53
204711,351.15,304.4,292.96,284.71,283.59,282.96,282.71,283.59
204849,351.15,304.4,292.96,284.71,283.59,282.96,282.71,283.53
204986,351.02,304.4,293.02,284.65,283.59,282.96,282.65,283.53
205123,351.02,304.4,293.02,284.65,283.53,283.03,282.65,283.59
205260,350.96,304.4,292.96,284.65,283.53,283.03,282.71,283.59
205399,350.9,304.4,293.02,284.65,283.59,282.96,282.71,283.53
205536,350.9,304.4,293.02,284.71,283.59,282.96,282.71,283.53
205673,350.84,304.46,293.02,284.71,283.53,282.96,282.71,283.53
205810,350.84,304.46,293.02,284.65,283.53,282.96,282.71,283.53
205947,350.84,304.46,293.09,284.65,283.59,282.96,282.65,283.53
206085,350.84,304.52,293.09,284.71,283.59,282.96,282.65,283.59
206222,350.9,304.52,293.02,284.71,283.59,282.96,282.71,283.59
206359,350.9,304.52,293.02,284.78,283.53,282.96,282.71,283.53
206497,350.84,304.52,293.02,284.71,283.53,282.96,282.71,283.53
206635,350.84,304.52,293.09,284.71,283.59,283.03,282.71,283.59
206772,350.77,304.59,293.09,284.71,283.59,283.03,282.78,283.59
206909,350.71,304.59,293.09,284.71,283.53,282.96,282.71,283.59
207046,350.71,304.59,293.09,284.71,283.53,282.96,282.71,283.59
207183,350.65,304.59,293.09,284.71,283.53,283.03,282.71,283.59
207321,350.65,304.59,293.09,284.71,283.53,283.03,282.71,283.59
207458,350.65,304.59,293.09,284.71,283.59,283.03,282.71,283.59
207595,350.65,304.65,293.15,284.78,283.59,283.09,282.71,283.59
207732,350.59,304.65,293.15,284.78,283.59,283.09,282.71,283.53
207870,350.59,304.65,293.09,284.71,283.59,282.96,282.71,283.53
208008,350.65,304.59,293.15,284.71,283.59,282.96,282.71,283.53
208145,350.65,304.59,293.15,284.78,283.59,282.96,282.78,283.53
208282,350.65,304.65,293.15,284.78,283.59,282.96,282.78,283.59
208419,350.59,304.65,293.15,284.71,283.59,283.03,282.71,283.59
208557,350.59,304.65,293.21,284.78,283.59,282.96,282.71,283.59
208694,350.59,304.65,293.21,284.78,283.59,282.96,282.71,283.59
208831,350.59,304.65,293.21,284.78,283.59,283.03,282.71,283.59
208968,350.59,304.71,293.21,284.78,283.59,283.03,282.71,283.59
209106,350.59,304.71,293.21,284.71,283.59,283.03,282.71,283.59
209244,350.59,304.71,293.21,284.71,283.59,283.03,282.71,283.59
209381,350.59,304.71,293.21,284.78,283.65,283.03,282.78,283.59
209518,350.59,304.71,293.21,284.78,283.65,283.03,282.78,283.65
209655,350.59,304.71,293.21,284.71,283.65,282.96,282.71,283.59
209793,350.59,304.71,293.21,284.71,283.65,282.96,282.71,283.59
209930,350.59,304.77,293.27,284.84,283.59,282.96,282.71,283.59
210067,350.59,304.77,293.27,284.84,283.59,283.03,282.71,283.59
210204,350.52,304.77,293.27,284.71,283.65,283.03,282.65,283.59
210342,350.52,304.84,293.27,284.71,283.59,283.21,282.65,283.59
210480,350.59,304.84,293.27,284.78,283.59,283.21,282.65,283.59
210617,350.59,304.84,293.27,284.78,283.65,283.09,282.71,283.59
210754,350.59,304.84,293.27,284.78,283.65,283.09,282.71,283.59
210891,350.59,304.84,293.27,284.78,283.65,283.03,282.71,283.59
211028,350.52,304.84,293.27,284.78,283.65,283.03,282.71,283.59
211166,350.52,304.9,293.27,284.84,283.59,283.03,282.71,283.59
211303,350.52,304.84,293.27,284.84,283.59,283.03,282.71,283.59
211441,350.52,304.84,293.27,284.78,283.59,283.03,282.71,283.59
211578,350.52,304.9,293.27,284.78,283.59,283.03,282.78,283.65
211716,350.46,304.9,293.34,284.84,283.65,283.03,282.78,283.65
211853,350.46,304.9,293.4,284.84,283.65,283.15,282.71,283.59
211990,350.4,304.9,293.4,284.84,283.65,283.15,282.71,283.59
212127,350.4,304.9,293.34,284.84,283.59,283.15,282.78,283.59
212264,350.4,304.9,293.34,284.78,283.59,283.15,282.78,283.65
212403,350.4,304.9,293.4,284.78,283.65,283.15,282.78,283.65
212540,350.34,304.96,293.34,284.78,283.65,283.21,282.71,283.59
212677,350.34,304.96,293.34,284.78,283.65,283.21,282.71,283.59
212814,350.34,304.96,293.4,284.84,283.65,283.03,282.71,283.59
212952,350.27,304.96,293.4,284.84,283.59,283.03,282.71,283.59
213089,350.27,304.96,293.4,284.84,283.59,283.03,282.71,283.59
213226,350.27,304.96,293.4,284.84,283.59,283.03,282.71,283.59
213363,350.27,304.96,293.46,284.84,283.71,283.03,282.78,283.59
213501,350.21,304.96,293.46,284.84,283.71,283.03,282.78,283.59
213639,350.21,304.96,293.46,284.84,283.65,283.03,282.71,283.59
213776,350.21,305.02,293.46,284.84,283.65,283.03,282.71,283.59
213913,350.21,305.02,293.46,284.84,283.65,283.03,282.71,283.59
214050,350.21,305.02,293.46,284.84,283.65,283.09,282.71,283.53
214188,350.15,305.02,293.46,284.84,283.71,283.09,282.71,283.59
214325,350.15,305.02,293.46,284.84,283.65,283.09,282.71,283.59
214462,350.09,305.02,293.52,284.84,283.65,283.09,282.71,283.59
214599,350.09,305.02,293.52,284.9,283.71,283.21,282.71,283.59
214737,350.09,305.09,293.46,284.9,283.71,283.03,282.71,283.59
214875,350.09,305.09,293.46,284.9,283.71,283.03,282.71,283.59
215012,350.02,305.09,293.46,284.84,283.71,283.03,282.71,283.59
215149,350.02,305.09,293.46,284.84,283.71,283.03,282.71,283.59
215286,350.02,305.09,293.52,284.9,283.71,283.03,282.78,283.59
215424,350.02,305.15,293.52,284.9,283.65,283.03,282.78,283.59
215561,349.96,305.15,293.52,284.9,283.65,283.03,282.71,283.59
215698,349.9,305.09,293.52,284.9,283.65,283.03,282.71,283.59
215836,349.9,305.09,293.52,284.84,283.71,283.09,282.71,283.59
215973,349.84,305.21,293.59,284.84,283.71,283.03,282.71,283.59
216111,349.84,305.21,293.59,284.9,283.71,283.03,282.71,283.59
216248,349.77,305.21,293.59,284.9,283.71,283.09,282.71,283.59
216385,349.77,305.21,293.59,284.9,283.71,283.09,282.71,283.59
216522,349.71,305.21,293.59,284.9,283.71,283.03,282.71,283.59
216659,349.71,305.21,293.59,284.9,283.71,283.03,282.71,283.53
216797,349.71,305.21,293.59,284.9,283.71,283.09,282.71,283.53
216934,349.71,305.28,293.59,284.96,283.71,283.09,282.71,283.53
217071,349.65,305.21,293.59,284.9,283.71,283.03,282.71,283.59
217209,349.52,305.21,293.65,284.9,283.71,283.03,282.78,283.59
217347,349.52,305.28,293.65,284.9,283.78,283.03,282.78,283.53
217484,349.46,305.28,293.65,284.9,283.78,283.03,282.71,283.53
217621,349.46,305.28,293.65,284.96,283.78,283.03,282.71,283.53
217758,349.4,305.28,293.65,284.96,283.78,283.03,282.78,283.53
217895,349.4,305.34,293.65,284.9,283.71,283.03,282.78,283.53
218033,349.34,305.34,293.65,284.9,283.71,283.09,282.78,283.53
218170,349.34,305.34,293.65,284.96,283.71,283.03,282.71,283.53
218308,349.27,305.34,293.65,284.96,283.78,283.03,282.71,283.53
218445,349.27,305.34,293.65,284.96,283.78,283.03,282.78,283.53
218583,349.27,305.34,293.71,284.96,283.78,283.03,282.78,283.53
218720,349.27,305.34,293.71,284.96,283.78,283.09,282.78,283.53
218857,349.27,305.4,293.71,284.96,283.71,283.09,282.78,283.53
218994,349.21,305.46,293.77,284.96,283.71,283.09,282.78,283.59
219131,349.21,305.46,293.77,284.96,283.71,283.09,282.78,283.59
219269,349.21,305.46,293.77,284.96,283.71,283.09,282.78,283.53
219406,349.21,305.46,293.77,284.96,283.71,283.03,282.78,283.53
219544,349.15,305.4,293.77,284.96,283.71,283.03,282.78,283.53
219681,349.15,305.4,293.77,284.96,283.78,283.09,282.78,283.53
