Date,01/02/2020,Material,Brass
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
12022.0,282.78,282.71,282.46,282.34,282.53,282.96,282.78,281.09
12158.0,282.78,282.71,282.53,282.34,282.53,282.96,282.78,281.21
12296.0,282.78,282.78,282.53,282.34,282.53,282.96,282.84,281.21
12433.0,282.78,282.78,282.53,282.34,282.53,282.96,282.84,281.21
12570.0,282.78,282.78,282.53,282.34,282.53,282.96,282.78,281.28
12707.0,282.78,282.65,282.46,282.34,282.46,283.03,282.78,281.28
12844.0,282.78,282.65,282.46,282.34,282.4,282.96,282.71,281.15
12981.0,282.78,282.71,282.46,282.34,282.4,282.96,282.71,281.15
13118.0,282.78,282.71,282.46,282.4,282.46,282.96,282.78,281.21
13255.0,282.78,282.65,282.46,282.4,282.46,282.96,282.71,281.15
13391.0,282.78,282.71,282.46,282.34,282.46,282.96,282.71,281.15
13529.0,282.78,282.71,282.46,282.34,282.46,282.96,282.71,281.15
13666.0,282.71,282.65,282.46,282.34,282.46,282.9,282.71,281.15
13803.0,282.71,282.65,282.46,282.28,282.46,282.9,282.71,281.15
13940.0,282.78,282.65,282.46,282.28,282.46,282.9,282.71,281.15
14076.0,282.71,282.65,282.46,282.28,282.46,282.9,282.71,281.09
14214.0,282.71,282.65,282.46,282.28,282.4,282.9,282.71,281.09
14351.0,282.71,282.59,282.4,282.28,282.4,282.9,282.65,281.15
14488.0,282.71,282.59,282.4,282.28,282.4,282.9,282.65,281.03
14625.0,282.78,282.65,282.4,282.34,282.4,282.9,282.65,281.03
14763.0,282.78,282.65,282.46,282.34,282.4,282.9,282.65,281.09
14899.0,282.78,282.59,282.46,282.28,282.4,282.9,282.65,281.09
15036.0,282.78,282.59,282.46,282.28,282.4,282.9,282.71,281.09
15173.0,282.78,282.59,282.46,282.28,282.4,282.9,282.71,281.09
15310.0,282.9,282.59,282.4,282.28,282.4,282.9,282.65,281.09
15448.0,282.9,282.59,282.4,282.28,282.4,282.9,282.65,281.09
15584.0,282.9,282.65,282.4,282.28,282.4,282.9,282.65,281.09
15721.0,282.9,282.65,282.4,282.28,282.46,282.9,282.65,281.09
15858.0,282.9,282.65,282.4,282.28,282.4,282.9,282.65,281.09
15995.0,282.96,282.59,282.4,282.28,282.4,282.9,282.65,281.09
