Date,19/02/2020,Material,Aluminum,,,,,
67.292,320.9,310.9,303.27,296.77,291.84,287.96,286.03,280.28
68.666,320.65,310.78,303.15,296.77,291.84,287.96,286.09,280.34
70.039,320.34,310.59,303.15,296.77,291.9,288.03,286.15,280.28
71.412,320.09,310.4,303.02,296.77,291.9,288.09,286.15,280.34
72.785,319.9,310.28,302.96,296.71,291.9,288.09,286.15,280.28
74.158,319.59,310.09,302.9,296.77,291.96,288.15,286.21,280.28
75.532,319.21,309.96,302.84,296.77,291.96,288.21,286.28,280.28
76.905,318.96,309.78,302.77,296.71,292.02,288.28,286.28,280.34
78.278,318.65,309.59,302.65,296.71,292.09,288.21,286.34,280.34
79.652,318.4,309.46,302.59,296.71,292.09,288.28,286.34,280.34
81.025,318.03,309.21,302.46,296.65,292.09,288.28,286.34,280.34
82.398,317.78,309.09,302.4,296.65,292.09,288.4,286.34,280.34
83.772,317.53,308.9,302.34,296.65,292.15,288.4,286.4,280.34
85.145,317.28,308.78,302.21,296.59,292.15,288.4,286.46,280.34
86.518,317.03,308.53,302.15,296.59,292.15,288.4,286.46,280.4
87.892,316.78,308.46,302.09,296.59,292.15,288.4,286.53,280.28
89.265,316.46,308.28,301.9,296.59,292.21,288.46,286.53,280.28
90.64,316.15,308.09,301.9,296.52,292.21,288.46,286.53,280.34
92.013,315.84,307.96,301.77,296.46,292.21,288.53,286.53,280.34
93.387,315.59,307.71,301.65,296.4,292.21,288.53,286.59,280.34
94.76,315.34,307.53,301.52,296.4,292.21,288.53,286.59,280.34
96.134,315.03,307.4,301.4,296.4,292.21,288.59,286.59,280.34
97.508,314.84,307.21,301.27,296.34,292.21,288.59,286.59,280.34
98.882,314.46,307.03,301.21,296.27,292.21,288.65,286.65,280.34
100.255,314.21,306.84,301.09,296.21,292.21,288.65,286.65,280.34
101.629,313.9,306.65,300.96,296.15,292.21,288.65,286.65,280.34
103.002,313.71,306.53,300.9,296.15,292.21,288.65,286.71,280.4
104.376,313.4,306.34,300.77,296.09,292.27,288.71,286.71,280.4
105.75,313.21,306.09,300.71,296.02,292.21,288.71,286.71,280.34
107.123,312.9,306.03,300.52,296.02,292.21,288.71,286.71,280.34
108.497,312.59,305.84,300.46,295.96,292.21,288.71,286.71,280.34
109.871,312.4,305.59,300.34,295.9,292.21,288.71,286.78,280.34
111.245,312.09,305.4,300.21,295.9,292.21,288.78,286.71,280.4
112.619,311.84,305.28,300.15,295.84,292.21,288.78,286.78,280.34
113.992,311.59,305.02,300.02,295.77,292.15,288.78,286.84,280.34
115.366,311.34,304.9,299.9,295.71,292.21,288.78,286.84,280.34
116.739,311.09,304.65,299.84,295.65,292.15,288.78,286.84,280.34
118.113,310.84,304.52,299.65,295.59,292.15,288.78,286.84,280.28
119.487,310.53,304.4,299.59,295.59,292.09,288.84,286.84,280.34
120.861,310.34,304.15,299.46,295.46,292.15,288.84,286.84,280.34
122.234,310.03,303.96,299.34,295.4,292.09,288.84,286.9,280.28
123.608,309.84,303.84,299.21,295.4,292.09,288.78,286.9,280.34
124.982,309.59,303.65,299.09,295.34,292.09,288.84,286.84,280.34
126.356,309.34,303.52,299.02,295.27,292.02,288.84,286.9,280.34
127.729,309.09,303.34,298.9,295.21,291.96,288.84,286.9,280.4
129.103,308.84,303.15,298.84,295.15,292.02,288.84,286.9,280.34
130.476,308.59,303.02,298.71,295.09,291.96,288.84,286.9,280.4
131.851,308.34,302.84,298.65,295.09,291.96,288.84,286.9,280.34
133.225,308.15,302.65,298.52,294.96,291.96,288.84,286.9,280.34
134.598,307.9,302.52,298.46,294.96,291.9,288.84,286.96,280.34
135.972,307.71,302.4,298.34,294.9,291.9,288.84,286.96,280.34
137.345,307.46,302.21,298.27,294.84,291.9,288.9,287.03,280.34
138.72,307.28,302.09,298.15,294.77,291.9,288.84,286.96,280.28
140.093,307.03,301.96,298.02,294.71,291.9,288.9,287.03,280.34
141.467,306.84,301.77,297.9,294.71,291.84,288.84,287.03,280.4
142.841,306.59,301.65,297.84,294.59,291.84,288.9,287.03,280.34
144.214,306.4,301.52,297.77,294.59,291.84,288.9,287.03,280.4
145.589,306.15,301.4,297.65,294.52,291.77,288.9,287.03,280.34
146.962,305.96,301.21,297.59,294.46,291.77,288.9,287.03,280.34
148.336,305.78,301.02,297.46,294.4,291.77,288.9,287.03,280.34
149.71,305.53,300.84,297.34,294.34,291.71,288.9,287.03,280.28
151.083,305.34,300.77,297.21,294.21,291.71,288.9,287.03,280.4
152.458,305.15,300.59,297.15,294.21,291.65,288.9,287.03,280.34
153.831,304.96,300.4,297.02,294.15,291.65,288.84,287.03,280.34
155.205,304.71,300.27,296.9,294.09,291.59,288.9,287.03,280.34
156.578,304.59,300.15,296.84,294.02,291.59,288.84,287.03,280.34
157.952,304.34,300.02,296.71,294.02,291.52,288.84,286.96,280.34
159.325,304.15,299.84,296.59,293.9,291.52,288.78,286.96,280.4
160.7,303.96,299.71,296.59,293.84,291.46,288.78,286.96,280.34
162.073,303.84,299.59,296.46,293.77,291.46,288.78,286.96,280.34
163.447,303.59,299.4,296.34,293.71,291.46,288.78,286.96,280.34
164.821,303.46,299.34,296.27,293.65,291.4,288.84,287.03,280.28
166.194,303.21,299.15,296.15,293.65,291.4,288.78,287.03,280.34
167.569,303.02,299.09,296.09,293.59,291.34,288.78,287.03,280.28
168.942,302.84,298.9,296.02,293.52,291.27,288.78,287.03,280.34
170.316,302.65,298.77,295.9,293.46,291.27,288.78,287.03,280.34
171.689,302.46,298.65,295.84,293.34,291.27,288.78,287.03,280.4
173.063,302.4,298.52,295.71,293.34,291.21,288.78,287.03,280.34
174.438,302.21,298.4,295.65,293.27,291.21,288.71,287.03,280.34
175.811,301.96,298.27,295.59,293.27,291.21,288.78,286.96,280.34
177.185,301.84,298.15,295.52,293.15,291.15,288.71,286.96,280.28
178.558,301.65,298.02,295.46,293.15,291.09,288.71,286.96,280.34
179.932,301.46,297.96,295.4,293.15,291.09,288.78,287.03,280.28
181.306,301.34,297.77,295.27,293.09,291.02,288.71,286.96,280.34
182.68,301.15,297.71,295.21,292.96,291.02,288.71,287.03,280.34
184.053,301.02,297.52,295.21,292.96,291.09,288.71,286.96,280.28
185.427,300.84,297.46,295.09,292.9,291.02,288.71,287.03,280.34
186.8,300.77,297.34,295.02,292.84,290.96,288.65,287.03,280.34
188.175,300.59,297.27,294.96,292.77,290.9,288.65,286.96,280.34
189.549,300.4,297.15,294.84,292.71,290.9,288.65,286.9,280.34
190.922,300.34,297.02,294.77,292.71,290.9,288.65,286.96,280.28
192.296,300.15,296.9,294.71,292.59,290.84,288.65,286.96,280.34
193.669,299.96,296.77,294.59,292.59,290.77,288.65,286.96,280.34
195.044,299.9,296.65,294.52,292.52,290.77,288.59,286.9,280.34
196.417,299.71,296.52,294.46,292.52,290.71,288.59,286.84,280.34
197.791,299.59,296.46,294.34,292.4,290.71,288.59,286.9,280.28
199.165,299.4,296.34,294.27,292.34,290.65,288.59,286.84,280.28
200.538,299.27,296.27,294.27,292.27,290.65,288.53,286.84,280.34
201.913,299.09,296.15,294.09,292.21,290.59,288.53,286.84,280.28
203.286,299.02,296.09,294.02,292.21,290.52,288.53,286.84,280.34
204.66,298.9,295.9,293.96,292.15,290.52,288.53,286.84,280.28
206.033,298.71,295.77,293.9,292.02,290.52,288.46,286.78,280.28
207.407,298.59,295.65,293.77,291.96,290.46,288.46,286.78,280.28
208.782,298.46,295.65,293.71,291.9,290.4,288.46,286.78,280.28
210.155,298.34,295.46,293.65,291.84,290.4,288.46,286.71,280.28
211.529,298.15,295.4,293.52,291.77,290.34,288.34,286.71,280.28
212.903,298.09,295.27,293.46,291.71,290.27,288.4,286.71,280.28
214.276,297.9,295.15,293.34,291.65,290.27,288.34,286.71,280.28
215.651,297.77,295.09,293.34,291.59,290.21,288.34,286.65,280.28
217.024,297.65,295.02,293.15,291.52,290.15,288.28,286.65,280.28
218.398,297.52,294.9,293.09,291.46,290.15,288.28,286.65,280.28
219.771,297.34,294.77,293.02,291.4,290.09,288.28,286.59,280.28
221.145,297.21,294.71,292.9,291.34,290.02,288.21,286.59,280.28
222.519,297.15,294.59,292.84,291.27,289.96,288.21,286.59,280.28
223.893,297.02,294.4,292.71,291.27,289.96,288.15,286.53,280.28
225.266,296.84,294.34,292.65,291.15,289.9,288.21,286.46,280.28
226.64,296.77,294.15,292.59,291.09,289.84,288.15,286.46,280.28
228.013,296.59,294.09,292.52,291.02,289.77,288.15,286.46,280.21
229.388,296.52,293.96,292.4,290.96,289.84,288.09,286.46,280.28
230.761,296.4,293.84,292.34,290.9,289.77,288.03,286.34,280.21
232.135,296.21,293.77,292.27,290.84,289.71,288.03,286.34,280.34
233.508,296.09,293.71,292.21,290.77,289.65,288.03,286.28,280.28
234.882,296.02,293.52,292.09,290.71,289.59,287.96,286.28,280.21
236.256,295.9,293.52,292.02,290.65,289.59,287.96,286.28,280.28
237.63,295.71,293.34,291.96,290.59,289.52,287.96,286.21,280.28
239.004,295.59,293.27,291.9,290.52,289.52,287.96,286.28,280.21
240.377,295.52,293.21,291.84,290.52,289.46,287.84,286.21,280.28
241.751,295.4,293.09,291.77,290.4,289.4,287.9,286.21,280.21
243.125,295.27,292.96,291.71,290.34,289.34,287.84,286.21,280.21
244.499,295.15,292.9,291.65,290.27,289.34,287.84,286.15,280.21
245.872,295.02,292.84,291.52,290.27,289.27,287.78,286.15,280.21
247.246,294.96,292.77,291.52,290.21,289.21,287.78,286.21,280.15
248.619,294.84,292.65,291.46,290.15,289.21,287.71,286.15,280.21
249.992,294.77,292.59,291.34,290.09,289.21,287.71,286.15,280.15
251.367,294.65,292.46,291.34,290.02,289.15,287.71,286.09,280.21
252.74,294.52,292.4,291.27,290.02,289.09,287.71,286.15,280.21
254.114,294.46,292.27,291.21,289.96,289.03,287.65,286.09,280.21
255.487,294.34,292.21,291.15,289.9,289.03,287.65,286.09,280.21
256.861,294.21,292.15,291.09,289.9,289.03,287.59,286.09,280.21
258.235,294.09,292.15,291.02,289.84,288.96,287.59,286.03,280.21
259.608,294.02,292.02,290.96,289.77,288.96,287.59,286.03,280.21
260.982,293.9,291.9,290.96,289.77,288.9,287.53,286.09,280.15
262.355,293.77,291.84,290.9,289.77,288.84,287.53,286.03,280.15
263.729,293.71,291.77,290.84,289.65,288.84,287.46,286.03,280.15
265.103,293.65,291.71,290.77,289.65,288.78,287.46,286.03,280.15
266.477,293.52,291.65,290.77,289.59,288.71,287.46,285.96,280.21
267.85,293.46,291.59,290.65,289.52,288.71,287.46,285.96,280.15
269.224,293.4,291.52,290.65,289.52,288.65,287.4,285.96,280.21
270.598,293.27,291.46,290.52,289.46,288.71,287.4,285.96,280.21
271.972,293.15,291.4,290.52,289.46,288.65,287.4,285.9,280.21
273.346,293.15,291.4,290.46,289.4,288.59,287.34,285.9,280.15
274.719,293.02,291.27,290.4,289.34,288.53,287.34,285.96,280.15
276.093,292.9,291.21,290.34,289.34,288.53,287.28,285.9,280.15
277.466,292.84,291.09,290.27,289.27,288.46,287.28,285.9,280.15
278.841,292.77,291.02,290.27,289.21,288.46,287.34,285.9,280.21
280.214,292.65,290.96,290.15,289.15,288.4,287.21,285.84,280.15
281.587,292.59,290.9,290.09,289.15,288.4,287.21,285.84,280.15
282.961,292.52,290.77,290.02,289.09,288.4,287.15,285.78,280.15
284.334,292.4,290.77,289.96,289.03,288.46,287.21,285.84,280.15
285.709,292.34,290.65,289.84,288.96,288.4,287.15,285.78,280.15
287.082,292.21,290.59,289.84,288.9,288.34,287.09,285.71,280.09
288.456,292.15,290.52,289.77,288.9,288.28,287.09,285.71,280.09
289.829,292.09,290.46,289.71,288.84,288.28,287.09,285.71,280.09
291.203,291.96,290.4,289.65,288.78,288.21,287.03,285.65,280.15
292.577,291.9,290.34,289.71,288.78,288.21,287.03,285.71,280.15
293.95,291.84,290.27,289.65,288.71,288.15,287.03,285.65,280.09
295.324,291.71,290.15,289.59,288.71,288.15,286.96,285.71,280.09
296.697,291.65,290.15,289.52,288.59,288.09,286.96,285.65,280.09
298.071,291.59,290.09,289.52,288.59,288.03,286.9,285.59,280.09
299.445,291.46,290.02,289.46,288.53,288.03,286.9,285.59,280.09
300.819,291.4,289.9,289.34,288.53,288.03,286.9,285.59,280.15
302.192,291.34,289.9,289.34,288.46,287.96,286.9,285.59,280.09
303.566,291.21,289.77,289.27,288.4,287.9,286.84,285.59,280.15
304.939,291.21,289.71,289.21,288.4,287.9,286.84,285.53,280.15
306.314,291.09,289.71,289.15,288.34,287.84,286.78,285.59,280.15
307.687,291.02,289.65,289.09,288.28,287.84,286.78,285.53,280.15
309.061,290.9,289.59,289.03,288.21,287.84,286.71,285.46,280.09
310.434,290.9,289.52,288.96,288.15,287.78,286.71,285.46,280.09
311.808,290.77,289.4,288.9,288.15,287.71,286.71,285.46,280.15
313.181,290.71,289.34,288.9,288.09,287.71,286.65,285.46,280.15
314.556,290.65,289.34,288.84,288.09,287.65,286.65,285.4,280.15
315.929,290.59,289.27,288.71,288.03,287.59,286.65,285.34,280.09
317.303,290.46,289.21,288.71,288.09,287.59,286.59,285.34,280.15
318.676,290.4,289.09,288.65,288.03,287.53,286.59,285.34,280.15
320.05,290.34,289.03,288.59,287.96,287.53,286.53,285.28,280.15
321.424,290.21,289.03,288.53,287.96,287.46,286.53,285.28,280.15
322.798,290.21,288.9,288.46,287.84,287.46,286.46,285.28,280.15
324.171,290.15,288.9,288.4,287.78,287.4,286.4,285.21,280.15
325.544,290.09,288.84,288.34,287.78,287.34,286.4,285.21,280.09
326.918,289.96,288.71,288.34,287.78,287.34,286.4,285.15,280.15
328.292,289.9,288.65,288.28,287.71,287.28,286.34,285.15,280.09
329.666,289.84,288.65,288.21,287.65,287.21,286.28,285.15,280.15
331.039,289.77,288.53,288.15,287.65,287.21,286.28,285.09,280.15
332.412,289.84,288.53,288.15,287.59,287.15,286.28,285.09,280.15
333.786,289.77,288.46,288.15,287.53,287.15,286.28,285.09,280.09
335.16,289.71,288.4,288.03,287.53,287.09,286.28,285.09,280.21
336.534,289.59,288.4,287.96,287.53,287.09,286.21,285.03,280.09
337.907,289.59,288.28,287.9,287.46,287.09,286.15,285.03,280.15
339.28,289.46,288.28,287.9,287.4,287.03,286.15,285.03,280.15
340.654,289.4,288.15,287.9,287.4,287.03,286.15,285.03,280.15
342.028,289.34,288.15,287.84,287.34,286.96,286.15,284.96,280.09
