Date,21/02/2020,Material,Brass,,,,,
50.829,318.84,305.46,297.15,291.46,288.4,286.78,285.71,283.71
52.203,318.65,305.4,297.21,291.46,288.4,286.84,285.78,283.71
53.576,318.46,305.4,297.21,291.52,288.4,286.84,285.71,283.71
54.95,318.21,305.4,297.21,291.52,288.4,286.78,285.71,283.71
56.323,318.03,305.34,297.21,291.52,288.4,286.84,285.71,283.65
57.698,317.84,305.28,297.21,291.52,288.46,286.84,285.78,283.65
59.072,317.59,305.28,297.21,291.59,288.4,286.84,285.78,283.65
60.445,317.34,305.21,297.27,291.59,288.46,286.9,285.78,283.71
61.819,317.15,305.21,297.27,291.65,288.46,286.78,285.78,283.65
63.192,316.96,305.15,297.21,291.59,288.4,286.84,285.78,283.65
64.567,316.65,305.09,297.21,291.65,288.46,286.84,285.71,283.59
65.94,316.4,305.09,297.21,291.71,288.46,286.84,285.71,283.71
67.314,316.09,305.02,297.21,291.65,288.46,286.84,285.78,283.65
68.688,315.9,304.96,297.21,291.65,288.46,286.84,285.71,283.65
70.061,315.65,304.84,297.21,291.65,288.46,286.84,285.78,283.65
71.436,315.34,304.77,297.27,291.71,288.46,286.84,285.78,283.65
72.809,315.15,304.77,297.21,291.71,288.46,286.84,285.78,283.65
74.183,314.84,304.71,297.21,291.71,288.4,286.84,285.78,283.65
75.556,314.59,304.65,297.21,291.77,288.46,286.84,285.78,283.65
76.93,314.4,304.59,297.21,291.71,288.4,286.84,285.78,283.65
78.305,314.09,304.52,297.21,291.71,288.4,286.78,285.78,283.65
79.678,313.9,304.46,297.15,291.77,288.4,286.84,285.84,283.59
81.052,313.71,304.4,297.21,291.77,288.4,286.9,285.78,283.59
82.425,313.46,304.34,297.21,291.84,288.46,286.78,285.84,283.65
83.799,313.28,304.27,297.15,291.77,288.46,286.9,285.84,283.65
85.173,313.03,304.15,297.15,291.84,288.46,286.9,285.84,283.59
86.547,312.84,304.09,297.15,291.77,288.53,286.9,285.84,283.65
87.921,312.65,304.09,297.15,291.84,288.46,286.9,285.84,283.59
89.294,312.46,303.96,297.15,291.84,288.53,286.84,285.84,283.59
90.668,312.34,303.9,297.09,291.9,288.46,286.84,285.84,283.65
92.043,312.09,303.84,297.09,291.9,288.53,286.84,285.84,283.59
93.417,311.9,303.77,297.15,291.9,288.53,286.96,285.84,283.59
94.791,311.71,303.71,297.09,291.9,288.59,286.84,285.9,283.59
96.165,311.65,303.65,297.09,291.9,288.59,286.84,285.84,283.65
97.539,311.4,303.59,297.09,291.9,288.59,286.9,285.84,283.59
98.914,311.28,303.52,297.02,291.96,288.59,286.9,285.84,283.59
100.288,311.15,303.46,297.02,291.9,288.65,286.96,285.9,283.59
101.662,310.96,303.4,297.09,291.96,288.59,286.9,285.84,283.59
103.036,310.78,303.34,297.02,291.96,288.59,286.96,285.84,283.59
104.41,310.59,303.27,297.02,291.96,288.65,286.96,285.84,283.59
105.785,310.46,303.21,296.96,291.96,288.59,286.96,285.84,283.53
107.159,310.28,303.15,296.96,291.96,288.71,286.96,285.84,283.59
108.533,310.15,303.09,296.96,291.96,288.65,287.03,285.9,283.59
109.907,309.9,303.02,296.96,292.02,288.65,286.96,285.9,283.53
111.281,309.78,302.96,296.9,291.96,288.65,286.96,285.9,283.53
112.656,309.59,302.96,296.9,292.02,288.71,286.96,285.9,283.53
114.03,309.4,302.77,296.9,292.02,288.71,287.03,285.9,283.46
115.404,309.28,302.77,296.84,291.96,288.71,287.03,285.9,283.59
116.778,309.15,302.71,296.84,292.02,288.78,287.03,285.96,283.59
118.152,308.96,302.59,296.84,292.02,288.71,287.03,285.96,283.53
119.527,308.9,302.52,296.84,292.02,288.71,287.09,285.96,283.59
120.901,308.65,302.46,296.84,292.02,288.71,287.03,285.9,283.46
122.275,308.53,302.46,296.77,292.02,288.78,287.09,285.96,283.53
123.649,308.4,302.34,296.77,292.02,288.78,287.03,286.03,283.59
125.024,308.28,302.27,296.71,292.02,288.78,287.15,286.03,283.53
126.398,308.09,302.21,296.71,292.02,288.78,287.09,285.96,283.53
127.771,308.03,302.15,296.77,292.02,288.78,287.15,285.96,283.53
129.145,307.84,302.02,296.71,292.02,288.78,287.09,285.96,283.53
130.519,307.71,301.96,296.65,292.02,288.84,287.15,285.96,283.59
131.894,307.59,301.96,296.59,292.02,288.78,287.09,286.03,283.53
133.268,307.4,301.84,296.59,291.96,288.84,287.15,286.03,283.53
134.642,307.28,301.77,296.59,292.02,288.84,287.15,286.03,283.46
136.016,307.15,301.71,296.52,292.09,288.84,287.09,286.03,283.46
137.39,307.09,301.65,296.52,292.02,288.84,287.09,285.96,283.46
138.765,306.96,301.59,296.52,292.02,288.9,287.15,285.96,283.46
140.139,306.78,301.52,296.46,291.96,288.84,287.15,286.03,283.4
141.513,306.65,301.46,296.46,292.02,288.84,287.15,286.03,283.46
142.887,306.53,301.4,296.4,292.02,288.84,287.21,286.03,283.4
144.261,306.4,301.34,296.46,292.02,288.84,287.21,286.03,283.46
145.636,306.28,301.21,296.46,292.02,288.9,287.21,286.03,283.4
147.01,306.09,301.21,296.34,292.02,288.9,287.15,286.09,283.4
148.384,305.96,301.09,296.34,291.96,288.9,287.21,286.09,283.4
149.758,305.84,301.02,296.27,291.96,288.9,287.21,286.09,283.4
151.132,305.71,300.96,296.27,291.96,288.9,287.21,286.09,283.46
152.507,305.53,300.9,296.27,292.02,288.96,287.21,286.09,283.4
153.881,305.4,300.84,296.21,291.96,288.9,287.21,286.09,283.4
155.255,305.21,300.77,296.21,291.96,288.96,287.21,286.09,283.4
156.629,305.02,300.65,296.15,291.96,288.96,287.21,286.09,283.4
158.002,304.96,300.65,296.09,291.9,288.9,287.28,286.09,283.4
159.377,304.84,300.52,296.09,291.9,288.9,287.21,286.09,283.4
160.751,304.65,300.46,296.09,291.96,288.9,287.28,286.09,283.4
162.125,304.46,300.4,295.96,291.96,288.9,287.21,286.09,283.4
163.499,304.34,300.27,295.96,291.9,288.9,287.21,286.09,283.34
164.874,304.21,300.15,295.9,291.9,288.9,287.21,286.09,283.34
166.248,304.02,300.15,295.84,291.84,288.9,287.21,286.09,283.34
167.622,303.9,300.02,295.84,291.84,288.9,287.21,286.09,283.4
168.996,303.77,299.96,295.77,291.84,288.9,287.21,286.09,283.34
170.37,303.59,299.84,295.71,291.84,288.9,287.15,286.09,283.34
171.745,303.4,299.77,295.65,291.77,288.9,287.21,286.09,283.4
173.119,303.27,299.71,295.65,291.77,288.9,287.21,286.09,283.34
174.493,303.15,299.59,295.59,291.77,288.9,287.21,286.15,283.34
175.866,302.96,299.52,295.59,291.71,288.9,287.21,286.09,283.34
177.24,302.84,299.46,295.52,291.71,288.84,287.15,286.15,283.34
178.615,302.71,299.4,295.46,291.77,288.9,287.21,286.09,283.34
179.989,302.52,299.34,295.4,291.71,288.84,287.21,286.15,283.34
181.363,302.4,299.27,295.34,291.71,288.84,287.21,286.09,283.34
182.737,302.27,299.09,295.34,291.71,288.84,287.21,286.15,283.34
184.111,302.21,299.09,295.27,291.65,288.84,287.15,286.09,283.28
185.486,302.02,298.96,295.21,291.65,288.9,287.21,286.09,283.28
186.86,301.9,298.84,295.21,291.65,288.84,287.21,286.15,283.34
188.233,301.84,298.77,295.15,291.65,288.84,287.21,286.15,283.34
189.607,301.71,298.77,295.15,291.59,288.84,287.21,286.15,283.34
190.981,301.59,298.65,295.09,291.59,288.84,287.21,286.15,283.34
192.356,301.46,298.59,295.09,291.59,288.84,287.21,286.15,283.34
193.73,301.34,298.52,294.96,291.52,288.84,287.21,286.15,283.28
195.104,301.27,298.46,294.96,291.52,288.9,287.21,286.15,283.28
196.478,301.21,298.34,294.96,291.52,288.84,287.21,286.15,283.34
197.852,301.09,298.27,294.9,291.46,288.84,287.21,286.15,283.34
199.227,300.96,298.27,294.84,291.46,288.84,287.21,286.15,283.34
200.601,300.84,298.15,294.84,291.46,288.84,287.28,286.15,283.34
201.975,300.77,298.02,294.77,291.46,288.84,287.28,286.15,283.28
203.348,300.65,297.96,294.77,291.46,288.84,287.28,286.15,283.34
204.722,300.59,297.9,294.71,291.4,288.84,287.21,286.15,283.28
206.097,300.46,297.84,294.65,291.4,288.84,287.21,286.15,283.34
207.471,300.27,297.77,294.65,291.4,288.78,287.21,286.15,283.28
208.845,300.15,297.65,294.52,291.4,288.78,287.21,286.15,283.34
210.219,300.02,297.59,294.52,291.34,288.84,287.21,286.15,283.34
211.594,299.96,297.52,294.46,291.27,288.78,287.21,286.15,283.34
212.968,299.84,297.46,294.46,291.27,288.78,287.21,286.15,283.28
214.342,299.71,297.34,294.4,291.27,288.78,287.21,286.15,283.34
215.716,299.59,297.34,294.34,291.21,288.78,287.21,286.15,283.34
217.09,299.52,297.21,294.34,291.21,288.78,287.21,286.15,283.34
218.464,299.4,297.09,294.27,291.21,288.78,287.21,286.15,283.34
219.838,299.27,297.09,294.21,291.21,288.78,287.21,286.15,283.34
221.212,299.15,296.96,294.21,291.15,288.78,287.21,286.09,283.34
222.586,299.09,296.96,294.15,291.15,288.78,287.21,286.09,283.34
223.96,298.96,296.84,294.09,291.09,288.71,287.21,286.15,283.34
225.335,298.9,296.77,294.15,291.09,288.71,287.15,286.15,283.34
226.708,298.77,296.71,294.02,291.09,288.71,287.15,286.15,283.34
228.082,298.71,296.65,293.96,291.02,288.71,287.21,286.15,283.34
229.456,298.65,296.59,293.96,291.02,288.71,287.21,286.15,283.34
230.83,298.52,296.46,293.9,290.96,288.71,287.21,286.15,283.34
232.205,298.4,296.46,293.84,291.02,288.71,287.15,286.09,283.34
233.579,298.34,296.34,293.77,290.96,288.65,287.15,286.09,283.28
234.953,298.27,296.27,293.77,290.96,288.71,287.15,286.15,283.34
236.327,298.15,296.21,293.71,290.9,288.71,287.15,286.15,283.34
237.701,298.09,296.15,293.71,290.96,288.65,287.21,286.09,283.28
239.075,298.02,296.09,293.65,290.84,288.65,287.15,286.09,283.28
240.449,297.9,296.02,293.65,290.9,288.65,287.21,286.15,283.34
241.823,297.84,296.02,293.59,290.84,288.65,287.21,286.15,283.34
243.197,297.77,295.9,293.59,290.84,288.65,287.15,286.15,283.34
244.571,297.65,295.84,293.52,290.84,288.59,287.15,286.15,283.28
245.946,297.59,295.77,293.46,290.77,288.65,287.15,286.09,283.28
247.32,297.52,295.71,293.46,290.84,288.65,287.15,286.15,283.28
248.694,297.4,295.65,293.4,290.77,288.65,287.15,286.15,283.28
250.068,297.34,295.65,293.4,290.77,288.65,287.21,286.09,283.28
251.442,297.27,295.59,293.34,290.71,288.65,287.21,286.09,283.28
252.817,297.21,295.46,293.27,290.77,288.59,287.21,286.15,283.28
254.191,297.09,295.46,293.21,290.65,288.59,287.21,286.09,283.28
255.564,297.02,295.4,293.27,290.65,288.59,287.15,286.09,283.28
256.938,296.9,295.34,293.21,290.65,288.59,287.21,286.03,283.28
258.312,296.84,295.27,293.09,290.65,288.53,287.15,286.15,283.28
259.687,296.77,295.15,293.09,290.59,288.53,287.15,286.15,283.28
261.061,296.71,295.15,293.09,290.59,288.59,287.15,286.15,283.28
262.435,296.59,295.09,293.02,290.59,288.53,287.15,286.15,283.28
263.809,296.52,294.96,292.96,290.52,288.53,287.15,286.09,283.28
265.184,296.4,295.02,292.9,290.46,288.53,287.15,286.09,283.28
266.558,296.34,294.9,292.9,290.52,288.46,287.15,286.09,283.28
267.932,296.21,294.84,292.84,290.46,288.46,287.15,286.09,283.28
269.306,296.15,294.84,292.77,290.46,288.46,287.15,286.09,283.28
270.68,296.09,294.77,292.77,290.4,288.46,287.09,286.09,283.28
272.055,295.96,294.65,292.71,290.4,288.46,287.15,286.09,283.34
273.429,295.9,294.59,292.71,290.34,288.46,287.09,286.09,283.34
274.803,295.77,294.52,292.65,290.34,288.4,287.09,286.09,283.21
276.177,295.71,294.4,292.59,290.34,288.4,287.09,286.15,283.28
277.551,295.65,294.4,292.52,290.27,288.46,287.09,286.09,283.28
278.926,295.52,294.34,292.46,290.27,288.4,287.03,286.15,283.28
280.3,295.46,294.21,292.46,290.27,288.46,287.09,286.09,283.34
281.673,295.34,294.21,292.34,290.21,288.46,287.03,286.09,283.28
283.047,295.21,294.09,292.27,290.21,288.4,287.03,286.09,283.28
284.421,295.15,294.02,292.27,290.21,288.4,287.03,286.09,283.21
285.796,295.09,294.02,292.21,290.15,288.4,286.96,286.09,283.28
287.17,294.96,293.9,292.21,290.15,288.4,286.96,286.09,283.28
288.544,294.9,293.84,292.15,290.09,288.34,287.03,286.09,283.28
289.918,294.77,293.71,292.15,290.09,288.34,286.96,286.09,283.28
291.292,294.71,293.71,292.02,290.02,288.34,286.96,286.09,283.28
292.667,294.65,293.65,292.02,290.02,288.4,286.96,286.09,283.28
294.041,294.59,293.59,291.96,290.02,288.28,286.96,286.09,283.28
295.415,294.46,293.52,291.96,289.96,288.28,286.96,286.09,283.28
296.789,294.4,293.46,291.96,289.96,288.28,286.96,286.03,283.28
298.163,294.34,293.4,291.84,289.9,288.28,286.96,286.09,283.28
299.538,294.21,293.34,291.77,289.9,288.28,286.96,286.03,283.28
300.912,294.09,293.21,291.71,289.84,288.21,286.9,286.03,283.34
302.286,294.09,293.21,291.71,289.84,288.21,286.96,286.09,283.28
303.66,294.02,293.15,291.71,289.84,288.21,286.9,286.03,283.28
305.035,293.96,293.09,291.65,289.77,288.15,286.9,286.03,283.28
306.409,293.84,293.02,291.59,289.77,288.21,286.96,286.03,283.28
307.783,293.77,292.96,291.59,289.71,288.21,286.9,286.03,283.28
309.157,293.71,292.9,291.59,289.65,288.21,286.9,286.09,283.34
310.53,293.65,292.9,291.46,289.65,288.21,286.9,286.09,283.34
311.905,293.65,292.77,291.46,289.71,288.15,286.9,286.03,283.28
313.279,293.59,292.77,291.4,289.65,288.15,286.96,286.03,283.34
314.653,293.52,292.71,291.4,289.59,288.15,286.9,286.03,283.28
316.027,293.46,292.65,291.34,289.59,288.15,286.9,286.03,283.28
317.401,293.4,292.59,291.34,289.59,288.15,286.9,286.03,283.28
318.776,293.34,292.52,291.34,289.59,288.09,286.9,286.03,283.28
320.15,293.27,292.52,291.21,289.52,288.09,286.9,286.03,283.34
321.524,293.21,292.46,291.21,289.52,288.09,286.84,286.03,283.28
322.898,293.15,292.4,291.21,289.46,288.03,286.84,286.03,283.28
324.272,293.09,292.4,291.09,289.46,288.09,286.84,285.96,283.28
325.647,293.09,292.34,291.09,289.46,288.03,286.9,286.03,283.28
327.021,292.96,292.27,291.09,289.46,288.03,286.84,286.03,283.34
328.395,292.96,292.27,291.02,289.4,288.03,286.78,286.03,283.28
329.769,292.9,292.15,291.02,289.4,287.96,286.84,285.96,283.28
331.143,292.84,292.09,290.96,289.4,288.03,286.84,286.03,283.28
332.518,292.77,292.02,290.96,289.34,287.96,286.84,286.03,283.28
333.892,292.65,292.02,290.9,289.34,287.96,286.84,286.03,283.28
335.266,292.65,291.96,290.84,289.34,288.03,286.78,286.03,283.21
336.64,292.52,291.9,290.84,289.27,287.96,286.84,286.03,283.28
338.014,292.52,291.84,290.77,289.27,287.96,286.84,286.03,283.28
339.389,292.4,291.84,290.77,289.27,287.96,286.78,286.09,283.28
340.763,292.4,291.77,290.71,289.21,287.9,286.84,285.96,283.28
342.137,292.34,291.71,290.71,289.21,287.9,286.78,285.96,283.28
343.511,292.27,291.65,290.65,289.21,287.9,286.71,286.03,283.28
344.886,292.21,291.65,290.65,289.15,287.84,286.71,286.03,283.28
346.26,292.21,291.59,290.59,289.15,287.84,286.71,285.96,283.28
347.634,292.09,291.52,290.52,289.09,287.78,286.71,286.03,283.21
349.008,292.09,291.46,290.52,289.09,287.84,286.71,286.03,283.21
350.382,292.02,291.46,290.46,289.09,287.84,286.71,285.96,283.21
351.757,291.9,291.4,290.46,289.03,287.78,286.65,285.96,283.28
353.131,291.9,291.34,290.4,289.03,287.78,286.71,285.96,283.21
354.504,291.84,291.34,290.34,288.96,287.71,286.65,285.96,283.21
355.878,291.71,291.27,290.27,289.03,287.71,286.71,285.96,283.21
357.252,291.71,291.21,290.27,288.96,287.71,286.65,285.9,283.21
358.627,291.65,291.21,290.21,288.9,287.71,286.65,285.9,283.21
360.001,291.59,291.15,290.21,288.9,287.65,286.65,285.9,283.21
361.375,291.52,291.02,290.15,288.9,287.65,286.59,285.9,283.21
362.749,291.46,291.09,290.09,288.84,287.65,286.59,285.9,283.21
364.123,291.4,291.02,290.09,288.84,287.65,286.53,285.84,283.28
365.498,291.34,290.96,290.09,288.78,287.65,286.59,285.9,283.28
366.872,291.34,290.9,290.02,288.78,287.59,286.59,285.9,283.28
368.246,291.27,290.84,289.96,288.78,287.65,286.59,285.84,283.21
369.62,291.21,290.77,289.9,288.71,287.53,286.53,285.9,283.28
370.994,291.15,290.71,289.9,288.71,287.53,286.59,285.9,283.21
372.369,291.09,290.71,289.84,288.71,287.53,286.59,285.84,283.28
373.743,291.09,290.65,289.77,288.65,287.59,286.53,285.84,283.21
375.117,290.96,290.59,289.77,288.65,287.46,286.53,285.9,283.28
376.491,290.9,290.59,289.77,288.59,287.53,286.53,285.84,283.21
377.866,290.84,290.52,289.71,288.59,287.46,286.46,285.9,283.28
379.24,290.77,290.46,289.65,288.53,287.46,286.46,285.84,283.21
380.613,290.71,290.4,289.71,288.53,287.46,286.46,285.84,283.21
381.987,290.71,290.34,289.65,288.53,287.4,286.46,285.78,283.21
383.361,290.65,290.27,289.71,288.53,287.4,286.46,285.84,283.21
384.736,290.59,290.21,289.65,288.46,287.34,286.4,285.84,283.21
386.11,290.52,290.21,289.65,288.4,287.34,286.4,285.84,283.21
387.484,290.46,290.15,289.59,288.4,287.34,286.4,285.78,283.21
388.858,290.46,290.15,289.59,288.4,287.34,286.4,285.84,283.21
390.232,290.4,290.09,289.52,288.34,287.34,286.4,285.78,283.15
391.607,290.34,290.02,289.52,288.28,287.34,286.34,285.78,283.21
392.981,290.27,290.02,289.46,288.28,287.28,286.4,285.78,283.21
394.355,290.21,289.96,289.46,288.28,287.28,286.4,285.71,283.15
395.729,290.21,289.9,289.4,288.28,287.28,286.34,285.78,283.15
397.103,290.09,289.9,289.34,288.21,287.28,286.4,285.71,283.15
398.478,290.15,289.84,289.34,288.21,287.21,286.34,285.78,283.21
399.852,290.09,289.77,289.34,288.21,287.21,286.34,285.78,283.21
401.225,290.02,289.71,289.27,288.15,287.21,286.28,285.78,283.21
402.599,289.96,289.71,289.27,288.15,287.21,286.34,285.78,283.21
403.973,289.9,289.65,289.21,288.09,287.15,286.28,285.71,283.15
405.348,289.84,289.59,289.15,288.09,287.15,286.28,285.71,283.15
406.722,289.84,289.59,289.15,288.03,287.09,286.21,285.71,283.21
408.096,289.77,289.59,289.03,288.03,287.09,286.28,285.71,283.15
409.469,289.84,289.46,289.09,288.03,287.09,286.21,285.71,283.21
410.843,289.84,289.46,289.03,288.03,287.09,286.21,285.71,283.21
412.218,289.77,289.46,289.03,288.03,287.09,286.21,285.71,283.21
413.592,289.77,289.4,288.96,288.03,287.09,286.21,285.71,283.21
414.966,289.71,289.34,288.96,288.09,287.03,286.28,285.65,283.21
416.34,289.71,289.27,288.9,288.03,287.03,286.21,285.65,283.15
417.714,289.65,289.27,288.9,288.03,287.03,286.21,285.65,283.28
419.088,289.65,289.27,288.9,287.96,287.03,286.21,285.65,283.21
420.462,289.59,289.21,288.9,287.96,286.96,286.21,285.65,283.21
421.836,289.52,289.15,288.78,287.9,286.96,286.21,285.65,283.15
423.21,289.52,289.15,288.78,287.96,286.96,286.15,285.65,283.21
424.584,289.46,289.15,288.78,287.9,286.96,286.15,285.59,283.21
425.958,289.4,289.09,288.71,287.9,286.96,286.15,285.65,283.21
427.332,289.4,289.03,288.71,287.9,286.9,286.15,285.65,283.21
428.706,289.4,289.03,288.71,287.84,286.9,286.15,285.59,283.15
430.08,289.4,289.03,288.65,287.84,286.9,286.15,285.65,283.21
431.454,289.27,288.9,288.59,287.84,286.9,286.15,285.65,283.21
432.828,289.27,288.9,288.59,287.78,286.84,286.15,285.59,283.21
434.202,289.21,288.9,288.59,287.78,286.84,286.15,285.59,283.15
435.576,289.21,288.9,288.53,287.78,286.84,286.09,285.59,283.21
436.95,289.21,288.84,288.53,287.71,286.78,286.03,285.59,283.15
438.325,289.09,288.78,288.53,287.71,286.84,286.09,285.59,283.21
439.699,289.09,288.78,288.46,287.71,286.78,286.09,285.59,283.15
441.072,289.03,288.71,288.4,287.71,286.78,286.03,285.59,283.21
442.446,289.03,288.65,288.4,287.71,286.78,286.03,285.59,283.21
443.82,288.96,288.65,288.4,287.65,286.78,286.03,285.53,283.15
445.195,288.96,288.59,288.34,287.59,286.71,286.03,285.53,283.21
446.569,288.9,288.59,288.34,287.59,286.71,286.03,285.59,283.21
447.943,288.9,288.53,288.28,287.59,286.65,286.03,285.46,283.15
449.316,288.84,288.53,288.28,287.59,286.71,286.03,285.53,283.21
450.69,288.84,288.53,288.28,287.59,286.65,285.96,285.53,283.21
452.065,288.78,288.53,288.21,287.53,286.65,285.96,285.53,283.21
453.439,288.71,288.46,288.15,287.46,286.65,285.96,285.46,283.21
454.813,288.71,288.4,288.21,287.46,286.59,285.9,285.46,283.21
456.187,288.71,288.34,288.15,287.53,286.59,285.96,285.46,283.21
457.561,288.65,288.34,288.15,287.4,286.65,285.96,285.46,283.21
458.936,288.59,288.34,288.09,287.4,286.59,285.96,285.46,283.21
460.309,288.65,288.34,288.03,287.4,286.59,285.96,285.46,283.28
461.683,288.59,288.21,288.03,287.4,286.59,285.9,285.46,283.28
463.057,288.59,288.21,288.03,287.34,286.59,285.9,285.46,283.28
464.431,288.46,288.21,287.96,287.4,286.53,285.9,285.46,283.28
465.806,288.46,288.21,287.96,287.34,286.53,285.9,285.46,283.21
467.18,288.46,288.15,287.9,287.28,286.53,285.84,285.46,283.28
468.554,288.4,288.09,287.9,287.34,286.46,285.84,285.46,283.21
469.928,288.4,288.09,287.84,287.28,286.46,285.9,285.46,283.28
471.302,288.34,288.09,287.9,287.21,286.46,285.84,285.46,283.28
472.676,288.34,288.03,287.78,287.28,286.46,285.9,285.4,283.21
474.05,288.28,288.09,287.78,287.21,286.4,285.84,285.4,283.21
475.424,288.28,288.09,287.78,287.21,286.4,285.84,285.4,283.21
476.798,288.21,288.03,287.78,287.21,286.4,285.84,285.4,283.21
478.172,288.21,288.03,287.78,287.21,286.4,285.84,285.4,283.28
479.546,288.21,288.03,287.71,287.21,286.34,285.84,285.4,283.28
480.92,288.09,287.96,287.65,287.15,286.34,285.78,285.4,283.21
482.294,288.09,287.96,287.65,287.15,286.34,285.78,285.34,283.21
483.668,288.03,287.9,287.65,287.09,286.34,285.78,285.4,283.28
485.042,287.96,287.84,287.59,287.03,286.28,285.78,285.28,283.21
