Date,07/02/2020,Material,Brass,,,,,
552.196,296.34,292.96,291.27,285.78,284.59,284.4,283.71,282.28
553.57,296.21,292.84,291.21,285.78,284.59,284.34,283.71,282.21
554.944,296.02,292.77,291.15,285.71,284.59,284.4,283.71,282.21
556.317,295.96,292.65,291.09,285.78,284.59,284.34,283.78,282.21
557.691,295.84,292.52,290.96,285.71,284.59,284.34,283.78,282.28
559.064,295.71,292.46,290.9,285.65,284.53,284.34,283.71,282.21
560.439,295.59,292.4,290.9,285.65,284.59,284.4,283.71,282.21
561.812,295.46,292.27,290.84,285.65,284.53,284.34,283.71,282.21
563.186,295.4,292.27,290.77,285.65,284.53,284.34,283.78,282.21
564.559,295.21,292.15,290.71,285.59,284.53,284.34,283.71,282.21
565.933,295.15,292.09,290.65,285.59,284.53,284.34,283.71,282.21
567.307,295.02,292.02,290.59,285.59,284.53,284.34,283.78,282.15
568.681,294.96,291.96,290.59,285.59,284.53,284.34,283.78,282.15
570.054,294.84,291.9,290.52,285.53,284.53,284.4,283.71,282.21
571.428,294.71,291.84,290.46,285.53,284.46,284.34,283.78,282.15
572.801,294.65,291.77,290.4,285.59,284.46,284.34,283.78,282.21
574.176,294.59,291.71,290.34,285.53,284.53,284.4,283.78,282.21
575.55,294.52,291.65,290.34,285.46,284.53,284.4,283.78,282.21
576.923,294.4,291.59,290.27,285.46,284.46,284.4,283.78,282.21
578.297,294.27,291.52,290.21,285.46,284.46,284.34,283.78,282.21
579.67,294.21,291.4,290.15,285.46,284.46,284.4,283.78,282.21
581.045,294.09,291.34,290.15,285.46,284.46,284.4,283.78,282.21
582.418,294.02,291.34,290.09,285.4,284.46,284.4,283.84,282.21
583.792,293.96,291.34,290.02,285.46,284.53,284.4,283.84,282.21
585.165,293.84,291.21,289.96,285.46,284.46,284.34,283.78,282.21
586.539,293.77,291.15,289.96,285.4,284.46,284.4,283.84,282.21
587.912,293.71,291.09,289.9,285.4,284.46,284.4,283.84,282.21
589.287,293.59,291.02,289.9,285.4,284.46,284.4,283.84,282.15
590.66,293.52,290.96,289.77,285.34,284.46,284.4,283.84,282.28
592.034,293.4,290.9,289.77,285.34,284.4,284.4,283.78,282.21
593.408,293.27,290.9,289.77,285.4,284.46,284.4,283.78,282.21
594.781,293.21,290.77,289.71,285.34,284.46,284.4,283.84,282.21
596.156,293.09,290.77,289.65,285.34,284.4,284.4,283.84,282.28
597.529,293.02,290.71,289.65,285.34,284.46,284.4,283.84,282.28
598.903,292.96,290.65,289.71,285.34,284.4,284.46,283.84,282.28
600.276,292.9,290.59,289.71,285.34,284.4,284.4,283.84,282.34
601.65,292.84,290.52,289.59,285.34,284.4,284.4,283.84,282.28
603.025,292.77,290.46,289.59,285.28,284.4,284.4,283.84,282.28
604.398,292.65,290.4,289.52,285.34,284.4,284.4,283.84,282.28
605.772,292.59,290.34,289.52,285.28,284.4,284.4,283.84,282.34
607.145,292.46,290.34,289.46,285.28,284.46,284.46,283.84,282.21
608.519,292.4,290.27,289.46,285.21,284.46,284.4,283.84,282.21
609.893,292.34,290.15,289.34,285.28,284.34,284.4,283.84,282.28
611.267,292.21,290.15,289.34,285.28,284.34,284.4,283.84,282.28
612.64,292.09,290.09,289.27,285.21,284.4,284.4,283.84,282.34
614.014,292.02,290.02,289.27,285.21,284.4,284.4,283.78,282.28
615.387,291.9,289.96,289.21,285.21,284.34,284.4,283.78,282.34
616.762,291.84,289.9,289.15,285.21,284.34,284.4,283.78,282.34
618.135,291.77,289.84,289.09,285.15,284.34,284.34,283.78,282.28
619.509,291.65,289.77,289.09,285.21,284.34,284.34,283.84,282.34
620.882,291.59,289.71,289.03,285.15,284.34,284.34,283.84,282.34
622.256,291.52,289.59,288.96,285.15,284.34,284.4,283.84,282.34
623.63,291.46,289.59,288.9,285.15,284.4,284.34,283.84,282.34
625.004,291.4,289.52,288.84,285.09,284.34,284.34,283.84,282.34
626.377,291.27,289.46,288.84,285.09,284.34,284.4,283.84,282.4
627.751,291.21,289.4,288.84,285.09,284.34,284.34,283.84,282.34
629.125,291.09,289.27,288.78,285.09,284.28,284.34,283.78,282.28
630.499,291.02,289.27,288.65,285.03,284.28,284.34,283.78,282.28
631.873,290.96,289.21,288.65,285.03,284.28,284.34,283.78,282.28
633.246,290.84,289.09,288.65,285.03,284.21,284.28,283.78,282.28
634.619,290.77,289.09,288.59,284.96,284.21,284.28,283.78,282.28
635.993,290.65,288.96,288.53,284.9,284.21,284.28,283.78,282.21
637.367,290.59,288.9,288.4,284.9,284.21,284.28,283.78,282.28
638.741,290.46,288.9,288.4,284.9,284.21,284.28,283.71,282.28
640.114,290.4,288.78,288.34,284.84,284.15,284.21,283.71,282.21
641.488,290.4,288.71,288.34,284.9,284.15,284.28,283.71,282.28
642.861,290.27,288.71,288.28,284.78,284.15,284.21,283.71,282.28
644.236,290.21,288.65,288.15,284.78,284.09,284.21,283.65,282.21
645.609,290.15,288.59,288.15,284.71,284.03,284.21,283.65,282.21
646.982,290.09,288.53,288.09,284.71,284.09,284.15,283.65,282.21
648.356,290.02,288.46,288.03,284.65,284.09,284.15,283.65,282.21
649.729,289.96,288.4,288.03,284.71,284.03,284.15,283.65,282.21
651.104,289.84,288.34,287.96,284.65,284.03,284.15,283.65,282.15
652.477,289.77,288.28,287.9,284.59,284.03,284.15,283.65,282.21
653.85,289.77,288.21,287.84,284.59,284.03,284.09,283.65,282.15
655.224,289.71,288.15,287.78,284.59,283.96,284.09,283.59,282.15
656.597,289.65,288.15,287.78,284.53,283.96,284.09,283.59,282.15
657.97,289.65,288.09,287.71,284.59,283.96,284.15,283.59,282.15
659.345,289.59,288.03,287.71,284.53,283.9,284.09,283.59,282.09
660.718,289.46,288.09,287.65,284.46,283.9,284.09,283.59,282.15
662.092,289.46,288.03,287.59,284.46,283.96,284.09,283.59,282.03
663.465,289.4,287.96,287.59,284.46,283.9,284.09,283.59,282.09
664.839,289.34,287.9,287.53,284.46,283.9,284.03,283.59,282.09
666.213,289.27,287.84,287.46,284.4,283.9,284.03,283.53,282.09
667.587,289.21,287.78,287.46,284.4,283.84,284.03,283.53,282.15
668.96,289.15,287.78,287.4,284.4,283.78,283.96,283.53,282.09
670.333,289.09,287.71,287.34,284.34,283.84,283.96,283.53,282.09
671.707,289.03,287.59,287.34,284.34,283.78,283.96,283.46,282.09
673.081,288.96,287.59,287.28,284.28,283.78,284.03,283.53,282.03
674.455,288.84,287.53,287.21,284.28,283.78,283.96,283.46,282.03
675.828,288.84,287.46,287.15,284.28,283.78,284.03,283.53,282.03
677.202,288.78,287.46,287.09,284.21,283.71,283.9,283.46,282.03
678.575,288.71,287.4,287.09,284.21,283.71,283.9,283.46,282.03
679.949,288.65,287.34,287.03,284.21,283.71,283.9,283.4,282.03
681.323,288.59,287.28,287.03,284.21,283.65,283.9,283.46,282.03
682.696,288.53,287.21,286.96,284.09,283.71,283.9,283.4,281.96
684.07,288.46,287.21,286.96,284.09,283.59,283.9,283.4,281.96
685.443,288.46,287.15,286.9,284.09,283.59,283.84,283.4,281.96
686.818,288.4,287.15,286.84,284.03,283.59,283.84,283.4,282.03
688.191,288.34,287.15,286.78,284.09,283.65,283.84,283.4,281.96
689.564,288.28,287.03,286.71,284.03,283.59,283.84,283.4,281.96
690.938,288.21,287.03,286.71,283.96,283.59,283.78,283.4,281.96
692.311,288.21,287.03,286.71,284.03,283.59,283.84,283.4,281.9
693.686,288.15,286.9,286.65,283.96,283.59,283.78,283.34,281.9
695.059,288.09,286.9,286.59,283.96,283.59,283.84,283.34,281.84
696.433,288.03,286.84,286.59,284.03,283.53,283.78,283.4,281.9
697.806,288.03,286.84,286.53,283.96,283.53,283.78,283.4,281.9
699.18,287.96,286.78,286.53,283.96,283.53,283.78,283.4,281.9
700.554,287.9,286.71,286.53,283.96,283.53,283.78,283.34,281.9
701.928,287.84,286.71,286.46,283.9,283.53,283.78,283.34,281.9
703.301,287.84,286.65,286.4,283.9,283.46,283.78,283.4,281.9
704.675,287.84,286.65,286.4,283.9,283.46,283.78,283.4,281.9
706.048,287.71,286.59,286.4,283.84,283.53,283.78,283.34,281.9
707.421,287.71,286.59,286.4,283.84,283.53,283.78,283.34,281.96
708.796,287.59,286.53,286.34,283.84,283.46,283.78,283.34,281.9
710.169,287.65,286.46,286.34,283.84,283.46,283.71,283.34,281.9
711.543,287.53,286.46,286.28,283.78,283.46,283.71,283.28,281.9
712.916,287.46,286.4,286.21,283.78,283.46,283.78,283.34,281.84
714.29,287.46,286.4,286.21,283.78,283.46,283.78,283.34,281.9
715.664,287.4,286.4,286.15,283.78,283.4,283.71,283.34,281.9
717.038,287.34,286.34,286.09,283.78,283.4,283.71,283.34,281.9
718.411,287.34,286.28,286.09,283.71,283.4,283.78,283.28,281.9
719.785,287.28,286.21,286.09,283.65,283.4,283.71,283.34,281.9
721.158,287.21,286.21,286.09,283.65,283.34,283.65,283.34,281.9
722.533,287.15,286.15,286.03,283.71,283.4,283.65,283.28,281.9
723.906,287.15,286.15,285.96,283.65,283.34,283.65,283.28,281.9
725.279,287.09,286.15,285.96,283.65,283.28,283.65,283.21,281.9
726.653,287.03,286.09,285.96,283.65,283.34,283.65,283.28,281.84
728.026,287.03,286.03,285.9,283.65,283.34,283.59,283.21,281.9
729.401,287.03,286.03,285.9,283.59,283.28,283.65,283.28,281.9
730.774,286.96,285.96,285.84,283.65,283.34,283.65,283.28,281.9
732.148,286.9,285.96,285.84,283.59,283.28,283.59,283.28,281.9
733.521,286.84,285.9,285.84,283.59,283.28,283.65,283.21,281.84
734.895,286.84,285.96,285.78,283.59,283.28,283.59,283.21,281.84
736.269,286.78,285.9,285.78,283.59,283.28,283.59,283.21,281.84
737.642,286.78,285.84,285.71,283.53,283.28,283.59,283.21,281.9
739.016,286.71,285.84,285.71,283.53,283.28,283.59,283.21,281.9
740.389,286.71,285.78,285.71,283.53,283.28,283.53,283.21,281.96
741.763,286.65,285.71,285.65,283.53,283.21,283.53,283.21,281.9
743.137,286.65,285.71,285.59,283.53,283.21,283.59,283.15,281.9
744.511,286.59,285.71,285.59,283.53,283.21,283.53,283.21,281.96
745.884,286.53,285.65,285.59,283.46,283.28,283.53,283.21,281.96
747.257,286.53,285.65,285.53,283.46,283.21,283.53,283.15,281.9
748.631,286.46,285.59,285.53,283.53,283.21,283.53,283.21,281.96
750.005,286.46,285.59,285.53,283.46,283.21,283.53,283.15,281.96
751.379,286.4,285.59,285.53,283.53,283.21,283.53,283.21,281.9
752.752,286.4,285.59,285.46,283.46,283.21,283.53,283.21,281.9
754.125,286.4,285.53,285.4,283.46,283.21,283.53,283.21,281.96
755.499,286.34,285.53,285.4,283.4,283.21,283.53,283.21,281.96
756.872,286.34,285.53,285.4,283.4,283.15,283.46,283.15,281.96
758.247,286.34,285.46,285.4,283.4,283.21,283.53,283.15,282.03
759.62,286.28,285.46,285.4,283.4,283.21,283.53,283.15,281.96
760.993,286.21,285.46,285.4,283.4,283.15,283.53,283.15,281.96
762.367,286.21,285.4,285.34,283.34,283.15,283.53,283.15,281.9
763.74,286.21,285.4,285.4,283.4,283.15,283.53,283.15,281.9
765.114,286.15,285.4,285.34,283.4,283.21,283.53,283.15,282.03
766.488,286.15,285.4,285.28,283.4,283.09,283.46,283.15,282.03
767.861,286.15,285.28,285.34,283.4,283.15,283.46,283.15,281.96
769.234,286.09,285.34,285.28,283.4,283.15,283.46,283.15,281.9
770.607,286.09,285.28,285.28,283.34,283.15,283.53,283.15,281.96
771.981,286.03,285.28,285.21,283.34,283.09,283.46,283.09,281.96
773.354,286.09,285.28,285.21,283.4,283.09,283.46,283.09,281.96
774.727,286.03,285.21,285.21,283.34,283.15,283.46,283.15,281.9
776.1,285.96,285.28,285.21,283.34,283.09,283.46,283.09,281.96
777.473,285.96,285.21,285.15,283.34,283.09,283.46,283.09,281.9
778.845,285.9,285.15,285.15,283.34,283.15,283.46,283.03,281.96
780.219,285.9,285.15,285.15,283.34,283.09,283.46,283.09,281.96
