Date,01/02/2020,Material,Brass,,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
208.848,375.65,306.28,290.15,288.09,286.15,288.15,289.21,284.4
210.222,375.46,306.46,290.21,288.03,286.15,288.28,289.27,284.4
211.598,375.27,306.59,290.27,288.09,286.21,288.21,289.34,284.4
212.972,375.02,306.78,290.4,288.09,286.21,288.28,289.27,284.34
214.347,374.65,306.84,290.46,288.15,286.21,288.28,289.4,284.28
215.721,374.34,307.09,290.52,288.21,286.34,288.34,289.4,284.28
217.096,373.96,307.28,290.65,288.28,286.34,288.34,289.46,284.28
218.471,373.46,307.4,290.71,288.28,286.34,288.34,289.46,284.28
219.846,373.09,307.59,290.77,288.4,286.4,288.4,289.46,284.34
221.22,372.65,307.71,290.84,288.4,286.4,288.4,289.52,284.34
222.594,372.15,307.84,290.9,288.46,286.46,288.46,289.52,284.28
223.969,371.71,308.03,290.96,288.53,286.46,288.46,289.52,284.28
225.343,371.34,308.21,291.02,288.59,286.46,288.46,289.52,284.21
226.717,370.9,308.34,291.15,288.59,286.53,288.46,289.59,284.28
228.091,370.46,308.46,291.21,288.65,286.59,288.53,289.59,284.34
229.465,370.02,308.65,291.27,288.78,286.59,288.53,289.59,284.28
230.84,369.46,308.71,291.34,288.78,286.59,288.59,289.65,284.34
232.214,368.9,308.84,291.4,288.78,286.65,288.59,289.65,284.34
233.588,368.46,308.96,291.52,288.9,286.71,288.59,289.71,284.4
234.962,367.9,309.09,291.52,288.9,286.71,288.65,289.71,284.4
236.336,367.21,309.15,291.59,288.96,286.71,288.65,289.71,284.46
237.711,366.71,309.28,291.65,288.96,286.78,288.65,289.71,284.46
239.085,366.09,309.34,291.71,289.03,286.78,288.65,289.77,284.4
240.459,365.52,309.4,291.77,289.09,286.84,288.65,289.77,284.4
241.833,364.9,309.53,291.84,289.15,286.84,288.71,289.84,284.4
243.207,364.34,309.59,291.9,289.21,286.9,288.78,289.84,284.4
244.582,363.77,309.65,291.84,289.27,286.9,288.71,289.84,284.46
245.956,363.02,309.65,291.84,289.34,286.96,288.78,289.84,284.46
247.33,362.09,309.65,291.96,289.27,286.96,288.71,289.84,284.46
248.704,361.46,309.71,291.96,289.34,286.96,288.71,289.77,284.46
250.08,360.52,309.59,291.9,289.4,286.96,288.78,289.84,284.46
251.454,359.9,309.65,291.96,289.4,286.96,288.71,289.71,284.46
252.828,359.02,309.65,292.02,289.46,286.96,288.71,289.71,284.46
254.202,358.4,309.65,292.02,289.4,287.09,288.65,289.71,284.46
255.576,357.96,309.65,292.09,289.46,287.03,288.71,289.71,284.46
256.951,357.59,309.65,292.09,289.52,287.03,288.65,289.65,284.46
258.325,357.34,309.65,292.15,289.52,287.03,288.65,289.59,284.53
259.699,357.09,309.59,292.15,289.59,287.09,288.65,289.59,284.34
261.073,356.9,309.59,292.21,289.59,287.03,288.53,289.59,284.4
262.447,356.65,309.59,292.21,289.59,287.09,288.59,289.59,284.4
263.822,356.34,309.65,292.27,289.59,287.09,288.53,289.52,284.46
