Date,01/02/2020,Material,Brass,,,,,
120.927,302.77,296.52,289.59,288.71,286.28,285.28,284.84,284.46
122.301,302.59,296.4,289.59,288.65,286.34,285.28,284.84,284.46
123.675,302.34,296.27,289.59,288.71,286.34,285.34,284.84,284.46
125.049,302.09,296.27,289.52,288.65,286.4,285.34,284.84,284.46
126.423,301.84,296.15,289.52,288.65,286.34,285.34,284.84,284.46
127.798,301.65,296.02,289.59,288.65,286.34,285.34,284.84,284.46
129.172,301.46,295.96,289.52,288.65,286.34,285.34,284.9,284.4
130.546,301.21,295.84,289.46,288.65,286.4,285.28,284.84,284.46
131.92,301.02,295.77,289.46,288.65,286.34,285.34,284.84,284.46
133.295,300.84,295.71,289.46,288.59,286.34,285.28,284.84,284.4
134.669,300.52,295.65,289.4,288.65,286.34,285.34,284.9,284.4
136.043,300.4,295.52,289.34,288.59,286.34,285.34,284.9,284.4
137.417,300.15,295.46,289.4,288.59,286.4,285.28,284.84,284.46
138.791,300.02,295.4,289.4,288.59,286.4,285.34,284.84,284.4
140.166,299.84,295.34,289.34,288.59,286.4,285.28,284.9,284.46
141.54,299.71,295.27,289.34,288.59,286.34,285.34,284.84,284.46
142.914,299.52,295.15,289.34,288.59,286.4,285.34,284.9,284.4
144.288,299.34,295.09,289.34,288.59,286.4,285.4,284.84,284.46
145.662,299.15,294.96,289.34,288.59,286.4,285.34,284.9,284.4
147.037,299.02,294.9,289.21,288.53,286.4,285.34,284.84,284.4
148.411,298.77,294.77,289.15,288.53,286.46,285.34,284.84,284.4
149.785,298.65,294.65,289.15,288.53,286.4,285.34,284.84,284.46
151.159,298.4,294.59,289.15,288.53,286.4,285.34,284.9,284.46
152.532,298.15,294.46,289.15,288.46,286.4,285.34,284.84,284.4
153.907,298.02,294.34,289.09,288.46,286.4,285.34,284.9,284.4
155.281,297.77,294.21,289.09,288.4,286.4,285.34,284.9,284.4
156.655,297.59,294.15,289.03,288.4,286.34,285.34,284.9,284.4
158.029,297.4,294.02,288.96,288.34,286.4,285.34,284.9,284.4
159.403,297.21,293.9,288.96,288.34,286.34,285.34,284.9,284.4
160.778,296.96,293.77,288.84,288.28,286.34,285.34,284.9,284.4
162.152,296.71,293.59,288.84,288.28,286.34,285.34,284.9,284.4
163.526,296.46,293.52,288.84,288.28,286.28,285.34,284.9,284.4
164.9,296.27,293.4,288.78,288.21,286.28,285.34,284.9,284.34
166.274,295.96,293.27,288.71,288.15,286.28,285.28,284.9,284.34
167.649,295.71,293.09,288.59,288.15,286.28,285.28,284.84,284.4
169.023,295.46,292.9,288.59,288.09,286.28,285.34,284.84,284.4
170.397,295.21,292.77,288.53,288.09,286.21,285.28,284.9,284.4
171.771,295.02,292.65,288.46,288.03,286.21,285.28,284.9,284.34
173.146,294.9,292.52,288.46,288.03,286.21,285.34,284.9,284.4
174.52,294.71,292.4,288.4,288.03,286.21,285.28,284.9,284.4
175.894,294.52,292.34,288.4,288.03,286.15,285.28,284.9,284.4
177.268,294.4,292.27,288.34,288.03,286.15,285.34,284.9,284.4
178.642,294.27,292.21,288.34,287.96,286.15,285.28,284.84,284.4
180.016,294.15,292.09,288.28,288.03,286.15,285.28,284.84,284.34
181.39,293.96,292.09,288.28,288.03,286.15,285.28,284.9,284.4
182.764,293.9,291.96,288.21,288.03,286.15,285.34,284.9,284.4
184.138,293.77,291.9,288.28,287.96,286.15,285.34,284.84,284.4
185.512,293.65,291.84,288.21,287.96,286.15,285.34,284.9,284.4
186.887,293.52,291.77,288.21,287.96,286.21,285.28,284.9,284.34
188.261,293.46,291.71,288.15,287.96,286.15,285.28,284.9,284.34
189.635,293.27,291.65,288.15,287.84,286.21,285.34,284.9,284.4
191.009,293.09,291.52,288.09,287.9,286.15,285.28,284.9,284.4
192.382,293.02,291.4,288.03,287.84,286.15,285.28,284.9,284.34
193.757,292.9,291.34,288.03,287.78,286.09,285.34,284.9,284.4
195.131,292.71,291.21,288.03,287.78,286.15,285.28,284.9,284.34
196.505,292.59,291.15,287.96,287.78,286.09,285.28,284.9,284.34
197.879,292.4,291.02,287.9,287.71,286.09,285.28,284.9,284.34
199.253,292.27,290.96,287.84,287.71,286.03,285.28,284.9,284.34
200.628,292.15,290.9,287.84,287.65,286.03,285.28,284.84,284.4
202.002,292.09,290.77,287.84,287.65,286.09,285.21,284.9,284.4
203.376,291.96,290.71,287.78,287.65,286.03,285.34,284.9,284.34
204.75,291.9,290.71,287.78,287.59,286.09,285.28,284.9,284.34
206.124,291.71,290.59,287.71,287.65,286.09,285.28,284.9,284.34
207.499,291.65,290.52,287.71,287.53,286.03,285.34,284.9,284.34
208.873,291.59,290.46,287.65,287.53,286.09,285.34,284.9,284.34
210.247,291.46,290.46,287.65,287.59,286.03,285.28,284.9,284.4
211.621,291.46,290.4,287.65,287.53,286.03,285.28,284.9,284.34
212.996,291.34,290.27,287.59,287.46,286.09,285.28,284.9,284.34
214.37,291.27,290.21,287.59,287.46,285.96,285.34,284.9,284.34
215.744,291.21,290.21,287.59,287.46,286.03,285.28,284.84,284.34
217.118,291.09,290.21,287.59,287.46,286.03,285.28,284.9,284.34
218.492,291.02,290.09,287.53,287.4,286.03,285.28,284.9,284.4
219.867,290.96,290.02,287.53,287.4,286.03,285.28,284.9,284.34
221.241,290.84,290.02,287.46,287.4,286.09,285.28,284.9,284.34
222.615,290.77,289.96,287.46,287.4,286.09,285.34,284.9,284.4
223.989,290.65,289.84,287.46,287.4,286.03,285.28,284.9,284.34
225.363,290.59,289.84,287.46,287.34,285.96,285.28,284.96,284.34
226.738,290.46,289.71,287.4,287.34,285.96,285.34,284.9,284.34
228.112,290.4,289.71,287.4,287.28,286.03,285.28,284.9,284.34
229.486,290.34,289.65,287.4,287.28,285.96,285.28,284.9,284.34
230.86,290.27,289.59,287.34,287.28,285.96,285.28,284.96,284.34
232.234,290.15,289.52,287.34,287.28,285.96,285.34,284.9,284.34
233.609,290.15,289.46,287.28,287.21,285.9,285.34,284.9,284.34
234.982,290.02,289.4,287.28,287.21,285.96,285.28,284.96,284.34
236.356,289.96,289.34,287.28,287.21,285.96,285.28,284.96,284.4
237.73,289.84,289.34,287.28,287.21,285.96,285.34,284.9,284.34
239.104,289.77,289.21,287.21,287.15,285.9,285.28,284.9,284.4
240.479,289.84,289.15,287.15,287.09,285.9,285.28,284.9,284.34
241.853,289.71,289.09,287.21,287.09,285.9,285.28,284.9,284.34
243.227,289.59,288.96,287.15,287.03,285.9,285.28,284.9,284.34
244.601,289.52,288.96,287.09,287.09,285.84,285.21,284.9,284.34
245.975,289.46,288.84,287.09,286.96,285.84,285.28,284.9,284.34
247.35,289.4,288.84,287.03,286.96,285.78,285.28,284.9,284.34
248.724,289.4,288.78,286.96,286.96,285.84,285.28,284.84,284.4
250.098,289.27,288.71,286.96,286.9,285.78,285.21,284.9,284.34
251.471,289.15,288.65,286.96,286.9,285.84,285.28,284.9,284.34
252.845,289.15,288.59,286.96,286.9,285.78,285.21,284.84,284.34
254.22,289.09,288.53,286.9,286.9,285.71,285.21,284.9,284.34
255.594,289.03,288.46,286.84,286.84,285.78,285.28,284.9,284.34
256.968,288.9,288.4,286.9,286.78,285.78,285.28,284.84,284.28
258.342,288.78,288.34,286.78,286.78,285.71,285.21,284.84,284.28
259.717,288.71,288.28,286.71,286.71,285.71,285.21,284.84,284.34
261.091,288.65,288.21,286.71,286.71,285.65,285.21,284.84,284.34
262.464,288.53,288.09,286.65,286.65,285.65,285.15,284.84,284.34
263.838,288.46,288.03,286.65,286.65,285.65,285.21,284.84,284.28
265.212,288.34,288.09,286.59,286.59,285.65,285.15,284.84,284.28
266.587,288.28,288.03,286.59,286.53,285.59,285.15,284.84,284.34
267.961,288.21,287.9,286.59,286.53,285.59,285.15,284.84,284.28
269.334,288.15,287.9,286.46,286.46,285.59,285.15,284.84,284.28
270.708,288.03,287.84,286.53,286.4,285.53,285.15,284.84,284.34
272.082,287.96,287.78,286.46,286.4,285.59,285.09,284.84,284.28
273.457,287.9,287.71,286.4,286.4,285.53,285.09,284.84,284.34
274.831,287.84,287.65,286.4,286.4,285.53,285.09,284.78,284.34
276.205,287.78,287.59,286.34,286.4,285.53,285.09,284.78,284.28
277.579,287.65,287.53,286.34,286.34,285.46,285.09,284.78,284.28
278.953,287.65,287.46,286.34,286.28,285.46,285.09,284.84,284.34
280.328,287.59,287.4,286.21,286.28,285.4,285.03,284.78,284.34
281.702,287.53,287.4,286.28,286.21,285.4,285.09,284.84,284.34
283.075,287.4,287.28,286.15,286.15,285.4,285.09,284.84,284.34
284.449,287.34,287.21,286.15,286.15,285.4,285.09,284.78,284.34
285.823,287.28,287.15,286.09,286.09,285.34,285.03,284.71,284.28
287.198,287.28,287.09,286.15,286.15,285.34,285.03,284.78,284.34
288.572,287.21,287.09,286.09,286.09,285.34,285.03,284.78,284.34
289.946,287.15,287.03,286.03,286.09,285.34,285.03,284.78,284.34
291.319,287.09,287.03,286.03,286.03,285.4,285.09,284.71,284.34
292.693,287.09,286.9,286.03,286.03,285.34,285.03,284.78,284.28
294.068,287.03,286.9,285.96,286.03,285.28,285.03,284.71,284.34
295.442,286.96,286.84,285.96,285.96,285.28,285.03,284.71,284.34
296.816,286.96,286.84,285.96,285.96,285.28,285.09,284.71,284.34
298.19,286.9,286.78,285.9,285.96,285.28,285.03,284.78,284.34
299.564,286.9,286.71,285.9,285.9,285.28,285.03,284.71,284.34
300.939,286.84,286.71,285.9,285.96,285.28,285.03,284.71,284.34
302.312,286.84,286.71,285.9,285.9,285.28,284.96,284.71,284.34
303.686,286.78,286.71,285.84,285.9,285.28,285.03,284.78,284.34
305.06,286.78,286.71,285.84,285.84,285.21,285.03,284.78,284.34
306.434,286.71,286.65,285.84,285.9,285.21,284.96,284.78,284.34
307.809,286.65,286.59,285.84,285.9,285.21,284.96,284.71,284.34
309.183,286.59,286.59,285.84,285.84,285.21,284.96,284.71,284.34
310.557,286.59,286.46,285.78,285.84,285.28,285.03,284.78,284.34
311.931,286.59,286.46,285.78,285.78,285.21,285.03,284.78,284.34
313.306,286.53,286.46,285.78,285.78,285.21,284.96,284.71,284.34
314.679,286.46,286.4,285.71,285.78,285.15,284.96,284.71,284.28
316.053,286.46,286.34,285.71,285.78,285.15,285.03,284.71,284.34
317.427,286.34,286.21,285.65,285.65,285.09,284.9,284.65,284.21
