Date,07/02/2020,Material,Brass,,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
179.608,320.34,294.34,284.4,282.09,280.9,280.9,280.53,280.21
180.979,320.28,294.4,284.4,282.09,280.96,280.84,280.53,280.28
182.351,320.21,294.46,284.53,282.09,280.96,280.84,280.53,280.28
183.723,320.09,294.59,284.46,282.09,280.9,280.9,280.53,280.21
185.095,320.03,294.59,284.59,282.09,280.96,280.84,280.46,280.21
186.467,319.9,294.71,284.59,282.15,280.96,280.84,280.53,280.21
187.839,319.78,294.71,284.59,282.09,280.96,280.9,280.53,280.28
189.211,319.59,294.84,284.65,282.15,280.96,280.9,280.46,280.21
190.583,319.4,294.84,284.65,282.15,280.96,280.84,280.46,280.21
191.955,319.15,294.9,284.71,282.15,281.03,280.84,280.46,280.21
193.326,319.03,294.96,284.71,282.21,281.03,280.84,280.46,280.21
194.699,318.78,295.09,284.78,282.21,281.03,280.84,280.46,280.21
196.071,318.53,295.02,284.84,282.21,281.03,280.84,280.53,280.21
197.442,318.28,295.15,284.78,282.28,280.96,280.9,280.53,280.21
198.814,318.15,295.21,284.84,282.21,280.96,280.84,280.46,280.21
200.186,317.9,295.21,284.84,282.28,281.03,280.9,280.46,280.15
201.557,317.78,295.34,284.96,282.28,281.09,280.84,280.46,280.21
202.929,317.53,295.34,284.96,282.34,281.03,280.9,280.53,280.15
204.302,317.4,295.34,285.03,282.28,281.03,280.9,280.53,280.21
205.674,317.21,295.4,285.03,282.34,281.03,280.9,280.46,280.21
207.046,317.09,295.4,284.96,282.34,281.03,280.9,280.46,280.21
208.417,316.9,295.4,285.03,282.34,281.09,280.9,280.53,280.21
209.789,316.65,295.4,285.03,282.34,281.03,280.9,280.46,280.21
211.161,316.34,295.4,285.09,282.4,281.03,280.84,280.53,280.28
212.534,316.03,295.4,285.09,282.46,281.09,280.96,280.53,280.15
213.905,315.78,295.34,285.15,282.46,281.09,280.96,280.46,280.21
215.277,315.46,295.34,285.09,282.4,281.15,280.96,280.53,280.21
216.649,315.09,295.27,285.09,282.46,281.09,280.9,280.53,280.21
218.021,314.78,295.27,285.21,282.46,281.09,280.9,280.53,280.21
219.392,314.34,295.21,285.15,282.46,281.15,280.96,280.53,280.21
220.764,314.03,295.27,285.21,282.53,281.15,280.96,280.53,280.28
222.137,313.65,295.15,285.21,282.53,281.15,280.96,280.53,280.21
223.508,313.34,295.15,285.21,282.53,281.15,280.96,280.53,280.28
224.88,313.03,295.15,285.21,282.59,281.21,280.96,280.46,280.28
226.252,312.71,295.09,285.28,282.59,281.21,280.96,280.53,280.28
227.623,312.4,295.02,285.28,282.65,281.21,280.96,280.59,280.21
228.995,312.09,294.96,285.34,282.59,281.21,280.96,280.53,280.28
230.368,311.65,294.9,285.34,282.65,281.21,281.03,280.53,280.21
231.74,311.34,294.84,285.34,282.65,281.21,280.96,280.53,280.28
233.111,310.9,294.84,285.34,282.65,281.28,281.03,280.53,280.21
234.483,310.53,294.84,285.28,282.71,281.28,280.96,280.53,280.21
235.855,310.15,294.71,285.34,282.65,281.28,281.03,280.59,280.28
237.227,309.78,294.71,285.34,282.65,281.28,280.96,280.53,280.21
238.599,309.46,294.59,285.28,282.65,281.34,281.03,280.53,280.21
239.971,309.03,294.59,285.28,282.71,281.28,280.96,280.59,280.21
241.343,308.65,294.46,285.34,282.71,281.28,281.03,280.59,280.21
242.715,308.34,294.46,285.34,282.71,281.28,280.96,280.59,280.28
244.087,308.03,294.34,285.34,282.71,281.34,281.03,280.53,280.28
245.459,307.78,294.34,285.4,282.78,281.28,281.03,280.59,280.21
246.83,307.59,294.27,285.4,282.78,281.34,281.03,280.59,280.28
248.203,307.34,294.27,285.4,282.78,281.34,281.03,280.59,280.21
249.575,307.21,294.21,285.46,282.78,281.4,281.03,280.59,280.21
250.946,307.09,294.15,285.53,282.78,281.34,281.09,280.59,280.21
252.318,306.9,294.09,285.53,282.9,281.34,281.03,280.59,280.21
253.69,306.78,294.02,285.46,282.84,281.34,281.09,280.59,280.21
255.062,306.59,294.02,285.46,282.84,281.4,281.09,280.59,280.21
256.434,306.46,293.9,285.4,282.9,281.4,281.09,280.59,280.15
257.806,306.21,293.84,285.46,282.9,281.4,281.09,280.59,280.28
259.178,306.03,293.77,285.4,282.9,281.4,281.15,280.59,280.21
260.55,305.78,293.65,285.4,282.84,281.46,281.15,280.59,280.21
261.922,305.53,293.59,285.4,282.9,281.4,281.09,280.59,280.21
263.293,305.28,293.59,285.46,282.9,281.46,281.09,280.65,280.28
264.665,305.02,293.46,285.4,282.9,281.46,281.15,280.59,280.21
266.038,304.84,293.4,285.46,282.96,281.4,281.15,280.59,280.21
267.41,304.52,293.4,285.46,282.9,281.4,281.15,280.65,280.21
268.781,304.34,293.34,285.53,282.9,281.46,281.09,280.65,280.21
270.153,304.09,293.27,285.46,282.9,281.46,281.09,280.65,280.21
271.525,303.84,293.21,285.4,282.96,281.46,281.15,280.71,280.15
272.897,303.46,293.15,285.4,282.96,281.46,281.09,280.65,280.21
274.268,303.21,293.09,285.4,282.96,281.46,281.15,280.65,280.21
275.641,302.9,292.96,285.46,282.96,281.46,281.15,280.65,280.21
277.013,302.59,292.84,285.4,282.96,281.46,281.15,280.65,280.21
278.384,302.27,292.77,285.4,282.96,281.53,281.09,280.65,280.21
279.756,302.02,292.71,285.34,282.96,281.46,281.15,280.71,280.15
281.128,301.77,292.59,285.28,282.96,281.46,281.15,280.65,280.15
282.5,301.4,292.46,285.34,282.96,281.46,281.09,280.65,280.21
283.872,301.21,292.34,285.34,282.96,281.46,281.15,280.65,280.15
285.244,300.84,292.27,285.28,282.9,281.46,281.15,280.65,280.21
286.616,300.59,292.21,285.28,282.96,281.46,281.15,280.65,280.15
287.988,300.34,292.09,285.28,282.9,281.53,281.15,280.65,280.15
289.359,300.09,292.02,285.15,282.9,281.46,281.09,280.65,280.15
290.731,299.84,291.9,285.15,282.9,281.4,281.15,280.65,280.15
292.103,299.59,291.84,285.15,282.9,281.4,281.15,280.59,280.15
293.475,299.34,291.71,285.15,282.9,281.4,281.09,280.59,280.15
294.847,299.09,291.65,285.09,282.9,281.46,281.09,280.59,280.15
296.219,298.9,291.46,285.15,282.84,281.46,281.09,280.65,280.15
297.59,298.65,291.4,285.09,282.9,281.4,281.15,280.65,280.15
298.962,298.34,291.34,285.03,282.84,281.4,281.09,280.65,280.15
300.334,298.15,291.21,285.03,282.84,281.34,281.09,280.59,280.09
301.706,297.9,291.15,285.03,282.84,281.34,281.09,280.59,280.09
303.078,297.71,291.02,284.9,282.78,281.34,281.09,280.59,280.09
304.45,297.52,290.9,284.9,282.78,281.34,281.09,280.59,280.15
305.822,297.27,290.84,284.96,282.71,281.34,281.09,280.59,280.09
307.193,297.15,290.9,284.9,282.78,281.34,281.03,280.59,280.09
308.565,296.96,290.77,284.9,282.78,281.34,281.09,280.65,280.15
309.937,296.84,290.65,284.9,282.78,281.34,281.09,280.59,280.15
311.31,296.65,290.59,284.84,282.78,281.4,281.09,280.59,280.09
312.681,296.46,290.52,284.9,282.78,281.4,281.09,280.53,280.09
314.053,296.34,290.46,284.78,282.78,281.4,281.09,280.53,280.09
315.425,296.15,290.46,284.78,282.71,281.34,281.09,280.59,280.09
316.797,296.02,290.4,284.78,282.71,281.34,281.09,280.59,280.09
318.168,295.84,290.34,284.78,282.78,281.4,281.03,280.59,280.15
319.541,295.71,290.27,284.78,282.71,281.34,281.09,280.59,280.09
320.913,295.52,290.21,284.78,282.78,281.34,281.03,280.59,280.09
322.285,295.34,290.09,284.71,282.71,281.34,281.09,280.59,280.09
323.656,295.27,290.02,284.78,282.71,281.34,281.09,280.59,280.09
325.028,295.15,289.96,284.71,282.78,281.34,281.09,280.59,280.09
