time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,4.14E-05
0,332.15,313.84,302.59,294.52,289.21,285.9,284.53,,
1.37,324.2415574,308.7694645,298.8974016,292.0231987,287.5609499,285.0754522,284.2842172,,
2.75,323.1318006,308.551101,298.7252274,291.9152471,287.4998916,285.0633045,284.3061728,,
4.12,321.6054973,308.6423859,298.7624043,291.9519956,287.5357424,285.1031161,284.3199709,,
5.49,319.7190513,308.8010597,298.8578095,292.0295786,287.6009198,285.1599829,284.3102833,,
6.87,317.7053621,308.9390946,298.9716619,292.11947,287.6754989,285.2209628,284.2797939,,
8.24,315.7455654,309.0152397,299.0906151,292.2120374,287.7521602,285.2799899,284.2364589,,
9.61,313.8953408,309.0155834,299.2112406,292.3057121,287.8295932,285.3354584,284.1865071,,
10.99,312.1681598,308.9377526,299.3315282,292.4006481,287.9077675,285.3869878,284.1339374,,
12.36,310.592525,308.7887819,299.4468657,292.4953398,287.9852802,285.4337437,284.0822656,,
13.73,309.1488639,308.5776845,299.5552875,292.5903891,288.0625131,285.4763727,284.0327245,,
15.11,307.8174239,308.3126823,299.6548793,292.6863418,288.1398682,285.5155746,283.9858735,,
16.48,306.6058378,308.0076658,299.7420373,292.7815592,288.2160874,285.5512784,283.9428286,,
17.85,305.492716,307.6699231,299.8159151,292.8763923,288.2916177,285.5842803,283.9033956,,
19.23,304.460419,307.3045749,299.8758327,292.9710996,288.3669071,285.6152675,283.8673175,,
20.6,303.51445,306.9235856,299.9203562,293.0638259,288.440786,285.6442176,283.835012,,
21.97,302.6386892,306.529893,299.949833,293.1547524,288.5137377,285.6717349,283.8060463,,
23.34,301.8258052,306.1280108,299.964459,293.2433674,288.585704,285.6981403,283.7802363,,
24.72,301.0640379,305.7186286,299.9646364,293.3297922,288.6571429,285.72389,283.7572317,,
26.09,300.358758,305.3106458,299.9510036,293.4123131,288.7269624,285.74884,283.737171,,
27.46,299.6993062,304.9034613,299.9243764,293.4911556,288.7956248,285.7733679,283.719689,,
28.84,299.0769734,304.4960003,299.8852686,293.5664925,288.8635545,285.7978033,283.7045053,,
30.21,298.4969347,304.0956389,299.835131,293.6369303,288.9296994,285.8219157,283.6916711,,
31.59,297.9472967,303.6976847,299.7741349,293.7032517,288.9949532,285.8461545,283.6808396,,
32.96,297.4330229,303.3087779,299.7040485,293.7643088,289.0582969,285.8702416,283.6720212,,
34.33,296.9473611,302.9266652,299.6253197,293.820467,289.1201345,285.8944053,283.6649948,,
35.7,296.4879532,302.5518226,299.5387656,293.8716423,289.1803922,285.9186807,283.6596351,,
37.08,296.0496006,302.181933,299.4444538,293.9181129,289.2394201,285.9432666,283.6558032,,
38.45,295.6367595,301.8225792,299.3444841,293.959204,289.2962936,285.9678141,283.6534458,,
39.83,295.2416843,301.4686457,299.2380882,293.9955482,289.3517775,285.9926778,283.6524259,,
41.2,294.8685683,301.1253175,299.1274439,294.0266804,289.4050079,286.0174845,283.6526633,,
42.57,294.5131013,300.789997,299.0123844,294.0529679,289.4563398,286.0423932,283.6540575,,
43.95,294.171622,300.4602739,298.8925673,294.0746563,289.5060792,286.0675597,283.6565471,,
45.32,293.8479444,300.1408394,298.7702269,294.0915542,289.553464,286.0925873,283.6600167,,
46.69,293.5385102,299.8291602,298.6449616,294.1039709,289.5988278,286.1176224,283.6644063,,
48.06,293.2423848,299.525099,298.5171862,294.1120514,289.642143,286.1426261,283.6696451,,
49.44,292.9566878,299.2263642,298.3863236,294.1159617,289.6836824,286.1677394,283.6757126,,
50.81,292.684774,298.9371183,298.2546172,294.1158036,289.7228294,286.1925556,283.682456,,
52.19,292.4219463,298.6529613,298.1204624,294.1117381,289.7601471,286.2173936,283.6899115,,
53.56,292.171352,298.3778296,297.9860899,294.1039877,289.7950924,286.24185,283.6979117,,
54.93,291.9304423,298.1094545,297.8507906,294.0926992,289.8279463,286.2660628,283.7064519,,
56.3,291.6986589,297.8476502,297.7147982,294.0780344,289.8587171,286.2899899,283.715478,,
57.68,291.4738877,297.5903897,297.5773269,294.060011,289.8876196,286.3137613,283.7250084,,
59.05,291.2589063,297.3412156,297.4405614,294.039048,289.914252,286.3369929,283.7348546,,
60.43,291.0501274,297.0963049,297.3026803,294.0149956,289.9390247,286.3599852,283.7451118,,
61.8,290.8501644,296.8590263,297.1658383,293.988353,289.9616031,286.3823685,283.7555848,,
63.17,290.6570957,296.6274068,297.0291765,293.9591019,289.982202,286.4042766,283.7663026,,
64.55,290.4692286,296.3996433,296.8918268,293.9271431,290.0009806,286.4258316,283.777303,,
65.92,290.2889532,296.1788673,296.7558931,293.8930769,290.0176999,286.4466906,283.7883859,,
67.29,290.1145765,295.9632445,296.6204802,293.8568122,290.0325378,286.4669835,283.7995912,,
