time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,4.01E-05
0,355.96,335.71,321.4,310.59,302.77,296.09,293.15,,
1.37,347.9623877,330.1001847,317.1616167,307.5241051,300.1504699,294.9395529,293.1583967,,
2.75,346.6077935,329.7646526,316.9010744,307.3361127,299.9870874,294.8993054,293.2013959,,
4.12,344.581897,329.8010968,316.9185463,307.346975,299.9982488,294.9702203,293.2157421,,
5.49,341.9955619,329.9191291,317.0127115,307.4107315,300.0612986,295.0781961,293.1611565,,
6.87,339.1868284,330.0140486,317.1300184,307.4899447,300.1421089,295.1942105,293.0438576,,
8.24,336.422342,330.0347638,317.2525099,307.5732793,300.2286283,295.3037599,292.8864756,,
9.61,333.7907184,329.9605653,317.3752171,307.6588361,300.3179094,295.4020342,292.7069366,,
10.99,331.3177033,329.7853208,317.4954503,307.7467399,300.4092608,295.4873307,292.5170063,,
12.36,329.0489433,329.5172454,317.6081091,307.8355804,300.5005892,295.5580048,292.3279294,,
13.73,326.9599566,329.1662572,317.7107343,307.9258391,300.5919476,295.6153755,292.1434507,,
15.11,325.0247629,328.7418191,317.8008027,308.0179247,300.6834532,295.660938,291.965222,,
16.48,323.2565669,328.2629635,317.8743435,308.1101064,300.7732911,295.6954865,291.7973509,,
17.85,321.625915,327.7387055,317.9300249,308.2025288,300.8617072,295.7208856,291.6391616,,
19.23,320.1082677,327.1753313,317.966652,308.2952387,300.9489791,295.7386666,291.489724,,
20.6,318.7128382,326.5900425,317.9829151,308.386192,301.033563,295.7498854,291.3510038,,
21.97,317.4168355,325.9864225,317.9789124,308.4753255,301.1158832,295.7558577,291.2215035,,
23.35,316.2016908,325.3662076,317.9545946,308.5625134,301.1963504,295.7575945,291.0998984,,
24.72,315.0760827,324.7435511,317.9108598,308.6457606,301.2736744,295.7559454,290.9874318,,
26.09,314.0230746,324.1181664,317.8484007,308.7250246,301.3483542,295.7516758,290.8826652,,
27.47,313.0288008,323.4888668,317.7675426,308.8002066,301.4208323,295.7453565,290.7843957,,
28.84,312.1015645,322.8674796,317.6705514,308.8696595,301.4899992,295.7376017,290.6935499,,
30.21,311.2285687,322.2515717,317.5580559,308.9334688,301.5563401,295.7288026,290.6089227,,
31.59,310.3992269,321.6384052,317.4302562,308.9916354,301.620263,295.7192408,290.5295211,,
32.96,309.6213207,321.0381739,317.2901822,309.0429957,301.6808,295.7093431,290.4560865,,
34.33,308.8849178,320.447398,317.1381029,309.0877502,301.738386,295.6992711,290.3876455,,
35.71,308.1817091,319.8626192,316.9738936,309.1259777,301.7933715,295.6891317,290.3233996,,
37.08,307.5188757,319.2928517,316.8009914,309.1570145,301.8449249,295.6792107,290.2639553,,
38.45,306.8885024,318.734189,316.6192374,309.1811119,301.8934236,295.6695367,290.2085323,,
39.83,306.2838971,318.1829124,316.4281516,309.1983698,301.9391592,295.6601148,290.1564906,,
41.2,305.7116314,317.6471372,316.2313776,309.2085834,301.9814441,295.6511281,290.1083274,,
42.58,305.161351,317.1190794,316.0268623,309.2119865,302.0208751,295.6424706,290.0630989,,
43.95,304.6392363,316.6063581,315.8183204,309.2086465,302.0568657,295.6342745,290.0212388,,
45.32,304.139587,316.1050147,315.6049795,309.1987557,302.0897032,295.6264673,289.9822028,,
46.7,303.6575071,315.6113781,315.385871,309.1823377,302.1195886,295.6189757,289.9455428,,
48.07,303.1986285,315.132432,315.1647541,309.1598144,302.1460905,295.6118775,289.9116099,,
49.44,302.7581516,314.664362,314.9405868,309.1312869,302.1694444,295.6050787,289.8799612,,
50.81,302.3349478,314.206951,314.7138549,309.0969626,302.1896634,295.5985351,289.8504388,,
52.19,301.9250674,313.7567421,314.4833246,309.056745,302.2068797,295.5921517,289.8227002,,
53.56,301.5334914,313.3200155,314.2527433,309.0114381,302.220868,295.5859684,289.7970065,,
54.94,301.1536111,312.8901416,314.0191184,308.9606064,302.2318618,295.5798393,289.7728482,,
56.31,300.7901159,312.4730944,313.7861721,308.9052113,302.2397361,295.5737971,289.7504496,,
57.68,300.4394518,312.0654663,313.5525194,308.8451253,302.2446197,295.5677406,289.7295113,,
59.05,300.100924,311.6670009,313.3184356,308.7805688,302.2465549,295.5616136,289.709921,,
60.43,299.7715415,311.2746318,313.0824603,308.7112416,302.2455699,295.5553145,289.6914426,,
61.8,299.4554755,310.8937917,312.8482405,308.6383629,302.2417284,295.5488802,289.6742422,,
63.18,299.1475459,310.5186683,312.6125644,308.5610804,302.2350272,295.5421633,289.6579711,,
64.55,298.851693,310.1544527,312.3790329,308.4807183,302.2256185,295.5352104,289.6427734,,
65.92,298.5651643,309.7981573,312.1461031,308.3969274,302.2135204,295.5279252,289.6284409,,
67.3,298.2855121,309.4470316,311.9122329,308.3092521,302.1986747,295.5202042,289.614795,,
68.67,298.0163635,309.1059353,311.6809471,308.2191487,302.181357,295.5121155,289.6019547,,
70.04,297.7552638,308.7720749,311.4506685,308.1261718,302.1615307,295.5035636,289.5897443,,
71.42,297.5000191,308.4428745,311.2198367,308.029785,302.1390868,295.4944421,289.5780101,,
72.79,297.2539777,308.1228947,310.9918942,307.9315512,302.114414,295.4848472,289.5668547,,
74.16,297.0149346,307.8095221,310.7652499,307.8309401,302.0874222,295.4746817,289.5561279,,
75.54,296.7809095,307.5003427,310.5383412,307.7273451,302.0579536,295.4638342,289.5456951,,
76.91,296.5550021,307.199646,310.3145246,307.6224139,302.0264995,295.4524339,289.5356504,,
78.28,296.3352189,306.9049844,310.0922102,307.5155432,301.9929183,295.4403791,289.5258631,,
79.66,296.1197617,306.6140929,309.8698448,307.4060662,301.957006,295.4275514,289.5162132,,
81.03,295.9115078,306.3310143,309.6506971,307.2956976,301.9193465,295.4141162,289.5067922,,
82.4,295.7086449,306.0534533,309.4331896,307.1837717,301.8797495,295.3999648,289.4974845,,
83.78,295.5095306,305.7792816,309.2157872,307.0695717,301.8379674,295.3849698,289.4881801,,
85.15,295.3168436,305.5123167,309.0016698,306.9548634,301.7946672,295.3693346,289.4789739,,
86.52,295.1289272,305.2504027,308.7892804,306.8389294,301.7496133,295.3529416,289.4697606,,
87.9,294.9442747,304.9915368,308.5771083,306.7210113,301.7025175,295.3356526,289.4604373,,
89.27,294.7653858,304.73933,308.3682449,306.6029134,301.6541211,295.3177101,289.4511061,,
90.64,294.5907393,304.491754,308.1611595,306.4838757,301.6041462,295.2989853,289.4416691,,
92.02,294.4189467,304.2469207,307.9543698,306.3631059,301.5522677,295.2793283,289.4320272,,
93.39,294.2523464,304.0082519,307.7508801,306.2424364,301.4992927,295.2590208,289.4222934,,
94.77,294.0883611,303.7721403,307.547724,306.120184,301.4445026,295.2377646,289.4123006,,
96.14,293.9292304,303.5418901,307.3478478,305.9981945,301.3887445,295.2158675,289.4021708,,
97.51,293.7736228,303.3156618,307.1497729,305.8756541,301.331678,295.1931793,289.3918113,,
98.89,293.6203159,303.0917377,306.952071,305.7517292,301.2729231,295.1695279,289.3811243,,
100.26,293.4714132,302.873257,306.7576036,305.6282787,301.2133805,295.1452596,289.370247,,
101.64,293.3246267,302.656927,306.5635263,305.5035609,301.1522298,295.1200243,289.3590041,,
103.01,293.181976,302.4457839,306.3726448,305.3794396,301.090404,295.0941931,289.3475439,,
104.38,293.0422836,302.2381517,306.1835382,305.2550656,301.0275095,295.0675923,289.3357726,,
105.76,292.9044631,302.0324605,305.9948362,305.1295793,300.9631203,295.0400264,289.3235888,,
107.13,292.770418,301.8316022,305.8092633,305.0048472,300.8982129,295.0119026,289.3111584,,
108.5,292.6390498,301.6339881,305.6254342,304.8800058,300.832366,294.9830326,289.2983848,,
109.88,292.5093423,301.4381275,305.442014,304.7541858,300.7651299,294.9532066,289.2851626,,
111.25,292.3830929,301.2467785,305.2616481,304.6292511,300.6975188,294.9228667,289.2716761,,
112.63,292.2583788,301.057069,305.0816896,304.5034165,300.6285846,294.8915804,289.2577221,,
114,292.1369319,300.8716731,304.9047325,304.3785419,300.5593638,294.8598119,289.2434976,,
115.37,292.0177676,300.6891328,304.7294519,304.2537492,300.4893959,294.8273482,289.2288985,,
116.75,291.8999712,300.5080761,304.5545715,304.1281608,300.4181977,294.7939566,289.2138107,,
118.12,291.7851832,300.3310587,304.3826101,304.0036272,300.346835,294.7601328,289.1984501,,
119.5,291.6716632,300.1554299,304.2110415,303.8783593,300.2742998,294.7253956,289.1825906,,
120.87,291.5609949,299.983671,304.0423359,303.7541995,300.2016754,294.690261,289.1664609,,
122.24,291.4522897,299.8144383,303.8752278,303.6302647,300.1284695,294.6544923,289.1499471,,
123.62,291.3447183,299.6464639,303.7084982,303.5056767,300.0541719,294.6178347,289.1329245,,
124.99,291.2397854,299.4821242,303.5445467,303.3822636,299.9798886,294.5808325,289.1156407,,
126.36,291.1366523,299.3201371,303.3821426,303.2591428,299.9051115,294.5432356,289.097975,,
127.74,291.0345353,299.1592913,303.2201002,303.1354388,299.829317,294.5047767,289.0797961,,
129.11,290.9348657,299.001865,303.060751,303.0129629,299.7536303,294.4660266,289.06137,,
130.49,290.8361414,298.8455083,302.9017513,302.889945,299.6769726,294.4264334,289.0424303,,
131.86,290.7397481,298.6924376,302.7453885,302.7681843,299.6004797,294.3865845,289.0232549,,
133.23,290.6449213,298.5414642,302.5904877,302.6468033,299.5236218,294.3462087,289.0037114,,
134.61,290.550944,298.391462,302.4359173,302.5249348,299.4458574,294.3050192,288.9836572,,
135.98,290.459138,298.2445597,302.2839003,302.4043584,299.3683363,294.2636266,288.9633873,,
137.35,290.368778,298.0996192,302.1332945,302.2842021,299.2905179,294.221748,288.9427621,,
138.73,290.2791827,297.955561,301.982999,302.1636052,299.2118524,294.1790859,288.9216323,,
140.1,290.1916145,297.8144316,301.8351751,302.0443265,299.1335005,294.1362722,288.9003092,,
141.48,290.1047596,297.6741301,301.687648,301.924635,299.0543384,294.0926955,288.878487,,
142.85,290.0198432,297.5366508,301.5425392,301.8062748,298.9755326,294.0490008,288.8564876,,
144.22,289.9361987,297.4009327,301.3987582,301.6883856,298.8965289,294.004887,288.8341597,,
145.6,289.8531979,297.2659672,301.2552537,301.5701204,298.8167666,293.9600409,288.8113429,,
146.97,289.7720133,297.1336748,301.1140893,301.4532007,298.7374191,293.9151255,288.788374,,
148.34,289.6920098,297.0030364,300.9742042,301.3367746,298.6579258,293.8698301,288.765095,,
149.72,289.6125877,296.8730826,300.8345755,301.2200043,298.5777213,293.823833,288.741339,,
151.09,289.5348706,296.7456639,300.697211,301.1045879,298.4979837,293.7778133,288.7174568,,
152.47,289.4576972,296.6188879,300.5600897,300.9888461,298.4175645,293.731112,288.6931065,,
153.84,289.3821602,296.4945608,300.4251833,300.8744611,298.3376439,293.6844182,288.6686474,,
155.21,289.3076716,296.3717283,300.2914787,300.760597,298.2576536,293.637407,288.643911,,
156.59,289.2336749,296.2494804,300.1579979,300.6464324,298.177023,293.5897438,288.6187205,,
157.96,289.1612193,296.1295603,300.0266605,300.5336256,298.0969339,293.5421314,288.5934477,,
159.34,289.0892241,296.0101891,299.8955343,300.4205331,298.0162302,293.4938866,288.5677305,,
160.71,289.0187109,295.8930698,299.7665051,300.3087969,297.9360939,293.4457201,288.5419487,,
162.08,288.9491332,295.7773058,299.6386044,300.1975983,297.8559524,293.3972946,288.5159234,,
163.46,288.8799727,295.6620413,299.5108966,300.0861337,297.7752323,293.3482653,288.4894691,,
164.83,288.8122119,295.5489215,299.3852186,299.9760207,297.6951148,293.2993536,288.462976,,
166.21,288.7448418,295.4362706,299.2597218,299.8656535,297.6144412,293.2498565,288.4360642,,
167.58,288.6788201,295.3256972,299.1362114,299.7566331,297.5343912,293.2005022,288.4091305,,
168.95,288.6136374,295.2163575,299.0137607,299.648159,297.4543904,293.150943,288.3819875,,
170.33,288.5488091,295.1074441,298.8914741,299.5394464,297.373865,293.1008256,288.3544416,,
171.7,288.4852577,295.0005134,298.7711109,299.4320716,297.2939917,293.0508862,288.3268986,,
173.07,288.4224938,294.8947504,298.6517685,299.3252454,297.2141958,293.0007725,288.2991664,,
174.45,288.3600516,294.789375,298.532574,299.2181944,297.1339046,292.9501264,288.271047,,
175.82,288.2988203,294.6858938,298.4152426,299.1124702,297.0542904,292.8996917,288.2429546,,
177.19,288.2383294,294.5835194,298.2988945,299.0072951,296.9747791,292.8491112,288.2146925,,
178.57,288.1781305,294.481497,298.182679,298.9019072,296.8947995,292.7980235,288.186059,,
179.94,288.1190816,294.3812863,298.0682685,298.7978335,296.8155186,292.747178,288.1574755,,
181.32,288.0603065,294.2814057,297.9539809,298.6935542,296.7357864,292.6958414,288.128531,,
182.69,288.0026432,294.1832846,297.8414609,298.59058,296.6567655,292.6447664,288.0996511,,
184.06,287.9456503,294.086178,297.7298656,298.4881524,296.5778847,292.5935898,288.0706329,,
185.44,287.8889059,293.9893709,297.6183791,298.385529,296.4985764,292.5419455,288.041269,,
186.81,287.8332198,293.8942495,297.5086062,298.2841959,296.4199965,292.4905901,288.0119911,,
188.19,287.7777667,293.7994086,297.3989334,298.1826727,296.3410041,292.4387818,287.9823776,,
189.56,287.7233385,293.7062067,297.2909392,298.0824296,296.2627499,292.3872794,287.9528635,,
190.93,287.6695193,293.6139374,297.1838153,297.9827276,296.1846668,292.3357154,287.9232403,,
192.31,287.6159116,293.5219222,297.0767788,297.8828435,296.1061922,292.2837201,287.8932964,,
193.68,287.5632814,293.4314797,296.9713706,297.7842232,296.0284689,292.2320546,287.8634711,,
195.05,287.5112273,293.3419252,296.866802,297.6861396,295.9509326,292.1803492,287.8335534,,
196.43,287.4593651,293.2526005,296.7623089,297.5878809,295.8730245,292.1282333,287.8033292,,
197.8,287.4084364,293.1647862,296.6593959,297.4908694,295.7958784,292.0764689,287.7732419,,
199.18,287.3576875,293.0771866,296.5565509,297.393687,295.7183729,292.0243071,287.7428573,,
200.55,287.3078442,292.9910579,296.4552549,297.2977404,295.6416355,291.9725103,287.7126211,,
201.92,287.2585275,292.9057494,296.3547504,297.2023215,295.5651083,291.9207071,287.6823181,,
203.3,287.2093739,292.8206344,296.2543033,297.1067376,295.4882389,291.8685254,287.6517316,,
204.67,287.1610867,292.7369342,296.1553602,297.012372,295.4121455,291.8167275,287.6213095,,
206.04,287.1132992,292.6540169,296.0571816,296.918528,295.336274,291.7649413,287.5908351,,
207.42,287.0656595,292.5712739,295.9590504,296.8245244,295.2600767,291.7127946,287.5600901,,
208.79,287.0188495,292.4898926,295.8623802,296.7317212,295.1846614,291.6610488,287.5295247,,
210.17,286.9721778,292.4086736,295.7657511,296.6387616,295.1089305,291.6089542,287.498697,,
211.54,286.9263128,292.3287828,295.6705552,296.5469906,295.0339848,291.5572709,287.4680582,,
212.91,286.8809068,292.249618,295.5760814,296.4557303,294.9592779,291.5056266,287.4373894,,
214.29,286.8356258,292.1705986,295.4816399,296.3643181,294.8842698,291.4536499,287.4064705,,
215.66,286.7911187,292.0928593,295.3885915,296.2740764,294.8100507,291.402099,287.3757538,,
217.03,286.7470485,292.0158148,295.2962413,296.1843386,294.7360787,291.3506018,287.3450192,,
218.41,286.7030912,291.9389003,295.2039152,296.094453,294.6618193,291.2987879,287.3140462,,
219.78,286.6598769,291.8632205,295.1129435,296.0057198,294.5883512,291.2474128,287.2832875,,
221.16,286.6167681,291.787661,295.0219908,295.9168412,294.5146042,291.1957308,287.2522979,,
222.53,286.5743829,291.7133074,294.9323677,295.8291029,294.4416494,291.1444954,287.22153,,
223.9,286.5324009,291.6396007,294.8434056,295.7418568,294.3689536,291.0933359,287.1907631,,
225.28,286.4905139,291.5660007,294.7544551,295.6544688,294.2959912,291.041884,287.159776,,
226.65,286.4493227,291.4935654,294.6667983,295.5682031,294.2238215,290.9908892,287.1290212,,
228.03,286.4082199,291.4212284,294.5791485,295.4817979,294.1513929,290.9396111,287.0980531,,
229.4,286.3677954,291.3500298,294.4927693,295.3965028,294.0797568,290.8887965,287.0673238,,
230.77,286.3277442,291.2794346,294.4070164,295.3116877,294.008389,290.8380772,287.0366121,,
232.15,286.2877723,291.2089261,294.3212642,295.2267362,293.9367733,290.7870875,287.0056969,,
233.52,286.2484536,291.1395181,294.2367489,295.1428769,293.865949,290.73657,286.9750296,,
234.9,286.2092086,291.0701895,294.1522303,295.0588833,293.7948836,290.6857905,286.9441652,,
236.27,286.1706008,291.0019373,294.0689269,294.97597,293.7246085,290.6354882,286.913554,,
237.64,286.1323394,290.9342494,293.986218,294.8935243,293.6546089,290.5852979,286.8829751,,
239.02,286.0941439,290.8666307,293.9035001,294.8109469,293.5843782,290.5348574,286.8522083,,
240.39,286.0565628,290.8000538,293.821966,294.7294323,293.5149353,290.4849009,286.8217022,,
241.76,286.0193134,290.7340197,293.7410083,294.6483778,293.4457713,290.4350652,286.7912363,,
243.14,285.9821225,290.6680452,293.6600364,294.5671944,293.3763854,290.3849906,286.7605913,,
244.51,285.9455247,290.6030797,293.5802182,294.4870561,293.3077842,290.3354056,286.7302136,,
245.88,285.9092446,290.5386365,293.5009591,294.4073706,293.2394647,290.2859495,286.6998836,,
247.26,285.8730165,290.4742442,293.4216811,294.3275586,293.1709321,290.2362653,286.6693825,,
248.63,285.837361,290.4108298,293.3435277,294.2487745,293.1031804,290.1870753,286.6391549,,
250.01,285.8017534,290.3474609,293.2653525,294.1698655,293.0352211,290.137664,286.6087615,,
251.38,285.7667054,290.2850497,293.1882831,294.0919729,292.9680398,290.0887496,286.5786451,,
252.75,285.7319539,290.2231292,293.1117457,294.0145208,292.9011436,290.0399759,286.5485872,,
254.13,285.6972445,290.1612467,293.0351824,293.9369463,292.8340478,289.9909906,286.5183712,,
255.5,285.6630762,290.1002932,292.9596976,293.860371,292.7677253,289.9425055,286.4884369,,
256.88,285.6289463,290.0393731,292.8841843,293.7836748,292.7012082,289.8938149,286.4583492,,
258.25,285.5953458,289.9793635,292.8097319,293.7079667,292.6354609,289.8456264,286.4285461,,
259.62,285.5620224,289.9198157,292.7357864,293.6326871,292.5700008,289.7975885,286.3988111,,
261,285.5287325,289.8602946,292.6618089,293.5572886,292.5043532,289.7493538,286.3689296,,
262.37,285.4959549,289.8016576,292.5888667,293.4828616,292.43947,289.7016233,286.3393364,,
263.75,285.4632076,289.7430431,292.5158902,293.4083173,292.3744041,289.6537018,286.3096012,,
265.12,285.4309616,289.6852957,292.4439324,293.3347335,292.3100985,289.6062853,286.2801564,,
266.49,285.3989756,289.6279837,292.3724582,293.2615662,292.2460809,289.5590276,286.2507879,,
267.87,285.3670154,289.5706887,292.3009467,293.1882835,292.1818871,289.5115869,286.2212836,,
269.24,285.335541,289.5142361,292.2304299,293.1159452,292.1184474,289.4646522,286.1920726,,
270.61,285.3043169,289.4582043,292.1603834,293.0440164,292.0552958,289.4178805,286.1629422,,
271.99,285.2731146,289.4021841,292.0902968,292.9719742,291.9919741,289.3709334,286.1336819,,
273.36,285.2423833,289.3469829,292.0211817,292.9008603,291.9294002,289.3244926,286.1047172,,
274.74,285.2116713,289.29179,291.9520247,292.8296344,291.8666602,289.2778812,286.0756265,,
276.11,285.1814209,289.237401,291.8838241,292.7593263,291.8046634,289.2317761,286.0468325,,
277.48,285.1514057,289.1834099,291.816073,292.6894163,291.7429538,289.1858398,286.0181255,,
278.86,285.1214063,289.1294226,291.7482778,292.619396,291.6810839,289.13974,285.9892978,,
280.23,285.0918548,289.0762174,291.681417,292.550278,291.6199501,289.0941457,285.9607685,,
281.6,285.0625302,289.0233973,291.6149939,292.4815512,291.5591028,289.0487232,285.9323293,,
282.98,285.0332182,288.9705769,291.5485246,292.4127161,291.4981005,289.0031437,285.9037747,,
284.35,285.004341,288.9185176,291.4829685,292.3447679,291.4378271,288.9580686,285.8755194,,
285.73,284.9754745,288.8664555,291.4173649,292.2767126,291.3774023,288.9128408,285.847152,,
287.1,284.9470344,288.8151409,291.3526608,292.2095342,291.3177012,288.8681164,285.8190844,,
288.47,284.9188082,288.7641916,291.2883757,292.1427359,291.2582848,288.8235678,285.7911117,,
289.85,284.89059,288.7132357,291.2240413,292.0758322,291.1987217,288.7788725,285.7630316,,
291.22,284.8627861,288.6630081,291.1605865,292.0097906,291.139875,288.7346787,285.7352517,,
292.6,284.8349883,288.6127717,291.0970813,291.9436446,291.0808849,288.690342,285.7073674,,
293.97,284.8075971,288.563251,291.0344427,291.8783509,291.0226058,288.6465054,285.6797834,,
295.34,284.7804081,288.5140771,290.9722055,291.8134266,290.9646087,288.6028475,285.6522982,,
296.72,284.7532228,288.4648913,290.9099166,291.7483997,290.9064729,288.5590522,285.6247127,,
298.09,284.726433,288.416403,290.8484752,291.6842105,290.8490401,288.5157546,285.5974275,,
299.46,284.6998387,288.3682512,290.7874254,291.6203844,290.7918877,288.4726371,285.5702429,,
300.84,284.6732459,288.3200847,290.7263225,291.5564574,290.7346007,288.4293872,285.5429622,,
302.21,284.6470378,288.2725983,290.6660489,291.4933539,290.6780088,288.3866323,285.5159813,,
303.58,284.6210191,288.2254384,290.6061572,291.4306073,290.6216953,288.3440584,285.4891026,,
304.96,284.5949997,288.1782613,290.5462114,291.3677614,290.5652514,288.3013572,285.4621317,,
306.33,284.5693549,288.1317475,290.487077,291.3057249,290.5094944,288.2591477,285.4354599,,
307.71,284.5437082,288.0852147,290.4278879,291.2435903,290.4536097,288.216814,285.4086982,,
309.08,284.5184295,288.0393345,290.3694986,291.1822559,290.3984065,288.1749698,285.3822349,,
310.45,284.4933302,287.9937654,290.3114762,291.1212683,290.343478,288.1333079,285.3558762,,
311.83,284.4682274,287.9481751,290.253398,291.060184,290.2884256,288.0915262,285.3294311,,
313.2,284.4434829,287.9032216,290.1961029,290.9998864,290.2340463,288.0502305,285.3032834,,
314.57,284.4189124,287.8585705,290.1391659,290.9399296,290.1799395,288.0091173,285.2772412,,
315.95,284.3943368,287.8138964,290.0821724,290.8798777,290.1257124,287.9678887,285.2511161,,
317.32,284.3701103,287.7698438,290.0259457,290.8205992,290.07215,287.9271422,285.2252868,,
318.7,284.3458777,287.7257669,289.969662,290.7612265,290.0184697,287.8862829,285.1993767,,
320.07,284.3219883,287.6823018,289.9141345,290.7026184,289.9654485,287.8459032,285.1737614,,
321.44,284.2982644,287.6391253,289.8589512,290.6443414,289.9126957,287.805706,285.1482531,,
322.82,284.2745329,287.5959228,289.8037105,290.5859718,289.8598282,287.7654001,285.1226669,,
