time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,4.27E-05
0,322.21,308.28,300.34,292.34,288.84,286.15,284.46,,
1.37,316.6586184,305.143116,297.1747565,290.959119,287.7763431,285.4824222,284.4660837,,
2.75,315.7783362,304.998419,296.9867103,290.9175249,287.7193445,285.4559141,284.4991397,,
4.12,314.5356672,305.0627496,296.9904089,290.9910316,287.7307913,285.4834142,284.5312678,,
5.49,313.0091885,305.1616159,297.0478736,291.0953374,287.7614425,285.5275703,284.5457125,,
6.87,311.3914721,305.2339207,297.1242106,291.2054834,287.7995827,285.5758558,284.5437154,,
8.24,309.8256504,305.2523469,297.2075118,291.3126386,287.8417692,285.6227746,284.5308723,,
9.61,308.3531424,305.208528,297.2938364,291.4160388,287.8874628,285.6668786,284.5120218,,
10.99,306.9823586,305.1021916,297.3806786,291.5164368,287.9365444,285.7078892,284.4902982,,
12.36,305.7342558,304.9408576,297.4638792,291.6128058,287.9878021,285.7452312,284.4680981,,
13.73,304.5921846,304.7321615,297.5413953,291.7063185,288.0410697,285.7795126,284.4465065,,
15.11,303.5397934,304.4828128,297.6113883,291.7979459,288.0962675,285.8113715,284.4260878,,
16.48,302.5826373,304.2046139,297.6710056,291.8865281,288.1521626,285.8407913,284.4075166,,
17.85,301.7035095,303.9031016,297.7194814,291.9727629,288.2087831,285.8684342,284.3908147,,
19.23,300.8882916,303.5820629,297.7562269,292.0571597,288.2662399,285.8948662,284.3759356,,
20.6,300.1412168,303.2513176,297.7803295,292.1383143,288.3234448,285.9200333,284.3630774,,
21.97,299.449493,302.9128031,297.7920765,292.2166121,288.3806012,285.9444073,284.3520665,,
23.35,298.8027814,302.5674149,297.7916725,292.2923278,288.4379438,285.9683879,284.3427605,,
24.72,298.2053361,302.2229037,297.7795792,292.3640968,288.4944844,285.9918134,284.3352019,,
26.09,297.6478503,301.8789439,297.7564316,292.4322276,288.5505003,286.0150069,284.3292211,,
27.47,297.1227485,301.5347566,297.7226335,292.4969493,288.6062658,286.0382523,284.3246951,,
28.84,296.6342059,301.1966639,297.6794151,292.5571316,288.6608537,286.0613017,284.321596,,
30.21,296.1752881,300.8631815,297.6273254,292.6131048,288.7145592,286.084389,284.3197969,,
31.59,295.7402871,300.5327086,297.5666531,292.6651165,288.7676579,286.1077294,284.3192135,,
32.96,295.3331502,300.2106118,297.4990204,292.7123377,288.8192798,286.1310141,284.319774,,
34.33,294.9485517,299.894889,297.424727,292.755123,288.8697194,286.1544268,284.3213948,,
35.71,294.5820568,299.5835942,297.3438414,292.7937314,288.9192427,286.1781432,284.3240276,,
37.08,294.2373154,299.2814226,297.2581752,292.8276284,288.96705,286.201813,284.327567,,
38.45,293.9101197,298.9861939,297.1677566,292.8571614,289.01343,286.2255927,284.3319653,,
39.83,293.5969282,298.6958656,297.0724316,292.8825725,289.0586373,286.2496352,284.3372033,,
41.2,293.3010771,298.4146292,296.9740939,292.9035863,289.1019559,286.2735651,284.3431475,,
42.57,293.0191597,298.1402995,296.8725354,292.9205102,289.1436663,286.297525,284.3497785,,
43.95,292.7482811,297.8708612,296.7674146,292.9335445,289.1840094,286.3216549,284.3570994,,
45.32,292.491475,297.6101071,296.6606498,292.9426306,289.2223624,286.3455681,284.3649536,,
46.69,292.2459261,297.3559301,296.5518469,292.9480139,289.2589931,286.3694006,284.3733437,,
48.07,292.0092207,297.1064019,296.4405193,292.9498369,289.2941258,286.3932854,284.3822895,,
49.44,291.7841136,296.8649851,296.3285782,292.9482188,289.3272341,286.4168359,284.3916161,,
50.81,291.5682374,296.6296884,296.215491,292.9433321,289.3585681,286.4401859,284.4013432,,
52.19,291.359546,296.3986955,296.1006658,292.935254,289.3883318,286.4634634,284.4115034,,
53.56,291.1605426,296.1751872,295.9859878,292.9242485,289.4160941,286.4862923,284.4219084,,
54.93,290.9692068,295.9573014,295.8708261,292.9104124,289.4420826,286.5088048,284.432591,,
56.31,290.78378,295.7433414,295.754516,292.8937573,289.4664773,286.5311252,284.4435937,,
57.68,290.6065404,295.5362426,295.638905,292.8746639,289.4889387,286.5528953,284.4547197,,
59.05,290.4357423,295.3342731,295.5232959,292.8531563,289.5096676,286.5742457,284.4660122,,
60.43,290.269856,295.135854,295.4069765,292.8291839,289.5288176,286.5952962,284.4775205,,
61.8,290.1109599,294.9437044,295.2917497,292.8032218,289.546135,286.6157127,284.4890445,,
63.17,289.9575293,294.7562172,295.176876,292.7752269,289.5617911,286.6356226,284.5006351,,
64.55,289.8082201,294.5719253,295.0616151,292.7450922,289.5759111,286.6551404,284.5123465,,
65.92,289.6649336,294.3933555,294.9477209,292.7133686,289.5883209,286.6739601,284.5239794,,
67.29,289.5263254,294.219017,294.83443,292.6799533,289.5991609,286.6922044,284.5355905,,
68.67,289.3912043,294.0475471,294.7209884,292.6446896,289.6085268,286.7099808,284.5472369,,
70.04,289.2613141,293.8812997,294.6090981,292.6081887,289.6163177,286.7270147,284.5587241,,
71.41,289.1354603,293.7188916,294.4979856,292.5702962,289.6226423,286.7434218,284.5701123,,
72.79,289.0125786,293.5590559,294.3868935,292.5308121,289.6275673,286.7593016,284.5814601,,
74.16,288.8942734,293.4039909,294.2774711,292.4903958,289.6310581,286.7744123,284.5925811,,
75.53,288.7794752,293.2524115,294.168944,292.4488484,289.6331923,286.7888614,284.6035373,,
76.91,288.6672272,293.1031387,294.0605596,292.4059337,289.6340082,286.8027386,284.6143872,,
78.28,288.5590091,292.9582297,293.9539137,292.3623486,289.6335311,286.815836,284.6249553,,
79.65,288.4538578,292.8164889,293.8482387,292.3178568,289.6318087,286.8282513,284.6353037,,
81.03,288.3509075,292.6768172,293.7427918,292.2721916,289.628852,286.8400635,284.6454896,,
82.4,288.2515271,292.5411437,293.6391159,292.2260792,289.6247404,286.8510987,284.6553503,,
83.77,288.1548439,292.4083544,293.5364549,292.179252,289.619493,286.8614437,284.664947,,
85.15,288.0600708,292.2774226,293.43408,292.1314185,289.6130952,286.8711658,284.6743339,,
86.52,287.968477,292.1501611,293.3334817,292.0833265,289.605675,286.880125,284.6833635,,
87.89,287.8792681,292.0255295,293.2339191,292.0346833,289.5972247,286.8883959,284.6920941,,
89.27,287.7917249,291.9025674,293.13468,291.9851769,289.5877056,286.8960341,284.7005765,,
90.64,287.7070272,291.782981,293.0372037,291.9355712,289.5772894,286.9029322,284.7086789,,
92.02,287.6238534,291.6649505,292.9400668,291.8851862,289.5658571,286.9091955,284.7165119,,
93.39,287.5433289,291.5501158,292.8446755,291.8347935,289.5536068,286.9147381,284.7239549,,
94.76,287.4647676,291.4375454,292.7503191,291.7840682,289.5404902,286.9196137,284.7310598,,
96.14,287.3875448,291.3263764,292.6563162,291.7326737,289.5264332,286.9238568,284.7378694,,
