time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6
0,327.15,307.15,297.9,287.15,284.96,284.28,283.46
1.37,326.3922049,296.9728099,287.9233145,283.7789422,283.1495446,282.8050486,282.600128
2.75,322.5000293,298.377384,288.189718,284.022877,283.1659287,282.8102988,282.6348634
4.12,318.0060062,299.7224774,288.6205979,284.2929097,283.1974743,282.8226543,282.6836613
5.5,313.7673678,300.5800465,289.1352811,284.5574532,283.2466209,282.839944,282.7386203
6.87,310.1401179,300.9489215,289.6802895,284.8184481,283.3114316,282.8629279,282.7931271
8.24,307.0945841,300.9472441,290.2115407,285.0841221,283.3897914,282.8922167,282.8450229
9.62,304.5340808,300.6861982,290.696826,285.3582698,283.480652,282.9279931,282.8939941
10.99,302.404997,300.2613644,291.109052,285.6346168,283.5815808,282.9693481,282.9395532
12.36,300.6077729,299.7378529,291.4446247,285.910521,283.6922812,283.016074,282.9826231
13.74,299.0676385,299.1570426,291.7061516,286.1826499,283.8126049,283.0681656,283.0241352
15.11,297.7557191,298.5580758,291.8955741,286.4421783,283.9394867,283.1245242,283.0641001
16.48,296.6201071,297.9567968,292.0229616,286.687216,284.0722115,283.185198,283.103365
17.86,295.6227821,297.3616161,292.0972202,286.9165861,284.2100856,283.250357,283.1426747
19.23,294.7534053,296.7889736,292.1256214,287.1252452,284.3493638,283.3187069,283.1818394
20.61,293.9793981,296.2350805,292.1163043,287.3154185,284.4903838,283.3908473,283.2217322
21.98,293.2961978,295.7103155,292.0761713,287.4842497,284.6295644,283.4652925,283.2619957
23.35,292.6851731,295.2114985,292.0110986,287.6336154,284.7665843,283.5420799,283.3030638
24.73,292.1321777,294.7352804,291.9253568,287.7651947,284.9012685,283.6212914,283.3453269
26.1,291.6366719,294.2879889,291.8243868,287.8781174,285.0307316,283.7012694,283.3881942
27.48,291.1842656,293.8621557,291.7102574,287.9752214,285.1561231,283.7826723,283.4322612
28.85,290.7755997,293.4628198,291.5875373,288.0563444,285.2750751,283.8638338,283.4768164
30.22,290.4022934,293.0855803,291.4578362,288.1234993,285.3881283,283.944885,283.5220691
31.6,290.0577718,292.7266467,291.3221313,288.1782664,285.4957904,284.0259881,283.5682226
32.97,289.7434457,292.3899585,291.1840198,288.2210379,285.5963669,284.1055813,283.6144556
