time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6
0,322.03,304.52,295.96,290.77,288.09,286.65,285.59
1.37,314.2462664,301.0221125,293.8190835,289.6725372,287.4979419,286.2117249,285.6152153
2.75,312.0217484,301.3945057,293.9881691,289.7888789,287.5491997,286.2473338,285.6523265
4.12,309.2706776,301.7521727,294.2341668,289.9434356,287.6211217,286.2988471,285.6499789
5.5,306.6195978,301.8836345,294.4934623,290.101988,287.6993115,286.3482558,285.6250428
6.87,304.3157895,301.7821754,294.7427562,290.2607144,287.7815037,286.3918553,285.5932613
8.24,302.353248,301.5006911,294.9656137,290.4207868,287.8672789,286.4304001,285.5621355
9.62,300.6789005,301.0931291,295.149671,290.5821034,287.9563387,286.4655203,285.5346826
10.99,299.2658415,300.612891,295.285357,290.7398184,288.0465949,286.4981968,285.5123766
12.36,298.0552205,300.0919926,295.3729421,290.8920202,288.1379925,286.5299393,285.4951269
13.74,297.0023546,299.5503612,295.415086,291.0366836,288.2305168,286.5619146,285.4825993
15.11,296.092383,299.0117594,295.4157646,291.1691341,288.3220924,286.5943049,285.4745803
16.48,295.2934793,298.4824275,295.3808461,291.2885598,288.4126125,286.6277349,285.4705463
17.86,294.58209,297.9649261,295.3152499,291.3944711,288.5019228,286.6626554,285.4701095
19.23,293.953572,297.4703976,295.2251247,291.4847499,288.5879564,286.6985941,285.4729084
20.61,293.3866546,296.9935297,295.1138717,291.5606442,288.6712519,286.7359849,285.4786434
21.98,292.8798748,296.5419711,294.9871813,291.6213771,288.7499821,286.7741056,285.4869193
23.35,292.4210565,296.1121815,294.847786,291.6681527,288.8242522,286.8129816,285.4974768
24.73,292.0008395,295.7007836,294.6975002,291.7019554,288.8941491,286.8526217,285.5101378
26.1,291.6199313,295.3129777,294.5409696,291.7231971,288.9583648,286.8921511,285.524452
27.47,291.2706723,294.9447852,294.379174,291.7331216,289.0172313,286.9315538,285.5402485
28.85,290.9470457,294.5927177,294.2125783,291.7326554,289.0710147,286.9708182,285.557409
30.22,290.6505311,294.26084,294.0449864,291.7227604,289.1189091,287.009096,285.5754458
31.6,290.3740342,293.9432653,293.8750981,291.7042208,289.1616526,287.0466871,285.5943913
32.97,290.1192119,293.6435925,293.7062987,291.6781766,289.1987176,287.0828159,285.6137537
34.34,289.8819677,293.3585047,293.5381022,291.6453338,289.2305669,287.1175569,285.6334637
35.72,289.6589902,293.0851607,293.3698925,291.6061399,289.2575434,287.1509721,285.6534759
37.09,289.4519765,292.8266613,293.2045871,291.5618592,289.2794465,287.1824298,285.6733223
38.47,289.2565479,292.5784174,293.0401553,291.5124886,289.2968055,287.2122673,285.6931279
39.84,289.074355,292.3432726,292.8792765,291.4593242,289.3095871,287.2399556,285.7124571
41.21,288.9028991,292.1186861,292.7209773,291.402548,289.318157,287.2656447,285.7313217
42.59,288.7401152,291.9024757,292.5643028,291.342186,289.3227599,287.289447,285.7497343
43.96,288.5875398,291.6971664,292.4116482,291.2795429,289.3235548,287.310983,285.7673236
45.33,288.4432292,291.5005948,292.2619537,291.2145769,289.3208103,287.3304151,285.7841349
46.71,288.305559,291.3108932,292.1142143,291.1471386,289.3146862,287.3478587,285.800204
48.08,288.1759344,291.1303239,291.9706002,291.0785173,289.3054818,287.3630704,285.8152327
49.45,288.052803,290.9570328,291.8300376,291.0085089,289.2933663,287.3762043,285.8292871
50.83,287.9348543,290.7894115,291.6915251,290.9368387,289.2784153,287.3873634,285.8424157
52.2,287.8233639,290.6294982,291.557047,290.8647687,289.2610316,287.3964235,285.854395
53.58,287.7163069,290.4745912,291.4246059,290.7914478,289.2411402,287.4035615,285.8653755
54.95,287.614877,290.3265972,291.2960783,290.718116,289.2191976,287.4087235,285.8751822
56.32,287.517956,290.1840585,291.1704442,290.6444013,289.1952262,287.4120223,285.88389
57.7,287.4245863,290.0456986,291.0467627,290.5699027,289.1691807,287.4135193,285.8915484
59.07,287.3358486,289.9132485,290.926767,290.4958245,289.1415807,287.4132533,285.8980504
60.45,287.2501957,289.7845162,290.8086423,290.4211965,289.1121586,287.4112832,285.9035001
61.82,287.1686397,289.6611284,290.6940363,290.3471981,289.0814669,287.4077013,285.9078321
63.19,287.0903373,289.5419133,290.5820177,290.2733739,289.049416,287.4025635,285.9111073
64.57,287.0145572,289.4258358,290.4717303,290.1992638,289.0158695,287.3958807,285.9133592
65.94,286.9422183,289.314382,290.3647056,290.1260085,288.9814182,287.3878146,285.9145788
67.31,286.872596,289.2065139,290.260069,290.0531284,288.9459211,287.3783864,285.9148123
68.69,286.8050575,289.1013098,290.1570165,289.9801475,288.9092006,287.3675768,285.914079
70.06,286.7404394,289.0001323,290.056976,289.9081683,288.8718754,287.3556055,285.9124192
71.44,286.6776653,288.9013508,289.9584223,289.8361793,288.8334824,287.3423603,285.9098402
72.81,286.6175222,288.8062537,289.8627203,289.7652575,288.794654,287.3280939,285.9064111
74.18,286.5594337,288.7139801,289.7690866,289.6949085,288.7551856,287.3127737,285.9021491
75.56,286.5028911,288.6237596,289.6767993,289.6246498,288.7148493,287.2963345,285.8970472
76.93,286.4486148,288.53678,289.587137,289.5555211,288.6742922,287.2790708,285.8912127
78.31,286.3957187,288.4516576,289.4987327,289.4865311,288.6329813,287.2607859,285.8845942
79.68,286.3448829,288.3695195,289.4128118,289.4186946,288.5915702,287.2417976,285.8773207
81.05,286.295637,288.2896399,289.3286729,289.3515214,288.5498122,287.2220276,285.8693797
82.42,286.2479056,288.2119242,289.2462635,289.2850214,288.5077551,287.2015251,285.8608036
83.8,286.2012849,288.1357382,289.1649498,289.2187244,288.4651339,287.1801804,285.8515551
85.17,286.1563837,288.0621007,289.0858608,289.1535974,288.4226085,287.158349,285.8417998
86.55,286.112483,287.9898553,289.0077936,289.0886937,288.3795981,287.1357567,285.8314264
87.92,286.0701597,287.9199724,288.9318332,289.0249569,288.3367628,287.1127735,285.8206153
89.29,286.0290357,287.8518495,288.8573638,288.9619158,288.2938259,287.0892785,285.8093226
90.67,285.988771,287.7849395,288.7838146,288.8991182,288.2505056,287.0651339,285.7974892
92.04,285.9498995,287.7201465,288.7122098,288.8374736,288.2074598,287.0407272,285.7853143
93.42,285.9118067,287.656462,288.6414633,288.7760806,288.1640888,287.0157383,285.7726474
94.79,285.8750005,287.5947501,288.5725614,288.7158268,288.1210475,286.9905638,285.7596981
96.17,285.8389013,287.5340531,288.5044604,288.6558294,288.0777326,286.9648694,285.7463025
97.54,285.8039928,287.4751973,288.4381109,288.5969544,288.0347949,286.9390587,285.7326791
98.91,285.7699729,287.4176872,288.37298,288.5387606,287.9919419,286.9129765,285.7187553
100.29,285.7365673,287.361069,288.3085717,288.480826,287.9488818,286.8864582,285.7044487
101.66,285.7042266,287.3061172,288.2457869,288.4239854,287.9062576,286.8599152,285.6899882
103.04,285.6724465,287.2519853,288.1836772,288.3674036,287.8634647,286.8329864,285.6751836
104.41,285.6416574,287.1994158,288.1231126,288.311895,287.8211395,286.8060865,285.6602694
105.78,285.6115977,287.1479725,288.0636099,288.2570415,287.7789866,286.7790443,285.645158
107.16,285.5820284,287.0972538,288.004718,288.2024438,287.7367143,286.7516834,285.6297554
108.53,285.5533523,287.0479583,287.9472633,288.1488869,287.6949485,286.7244214,285.6143022
109.91,285.5251257,286.9993313,287.8903804,288.0955826,287.6530916,286.6968807,285.5985897
111.28,285.4977344,286.9520443,287.8348686,288.0432969,287.6117617,286.6694792,285.5828613
112.66,285.4707559,286.9053748,287.7798929,287.9912599,287.570366,286.6418354,285.566903
114.03,285.4445599,286.859969,287.7262263,287.9402191,287.529514,286.6143667,285.5509603
115.4,285.4189287,286.8154563,287.6734447,287.8897885,287.4889138,286.5868892,285.5349318
116.78,285.3936617,286.7714936,287.6211503,287.8395999,287.4482801,286.5592176,285.5187126
118.15,285.3691069,286.7286914,287.5700799,287.790374,287.4082094,286.5317672,285.5025505
119.53,285.3448878,286.6863992,287.5194674,287.7413851,287.3681238,286.5041512,285.4862212
120.9,285.3213389,286.6452054,287.4700266,287.6933366,287.3286105,286.4767827,285.4699729
122.28,285.2980999,286.6044851,287.4210164,287.6455203,287.2890986,286.4492743,285.453579
123.65,285.2754925,286.5648059,287.3731288,287.5986222,287.2501661,286.4220362,285.4372872
125.02,285.2533319,286.5258487,287.3259881,287.5522873,287.2115303,286.3948794,285.4209885
126.4,285.2314471,286.4873163,287.2792412,287.5061767,287.1729169,286.3676169,285.4045728
127.77,285.2101419,286.4497472,287.2335489,287.460952,287.1348894,286.3406531,285.3882867
129.15,285.1890923,286.4125739,287.1882281,287.4159465,287.0968962,286.3136035,285.3719006
130.52,285.1685911,286.3763168,287.1439201,287.3718057,287.059491,286.2868684,285.3556597
131.89,285.1484725,286.3406867,287.100279,287.3281952,287.0224001,286.2602593,285.3394524
133.27,285.1285825,286.3054134,287.056979,287.284796,286.9853587,286.2335905,285.3231675
134.64,285.1091986,286.2709921,287.0146336,287.2422307,286.9489055,286.2072554,285.3070475
136.02,285.0900274,286.2369044,286.9726108,287.1998715,286.9125103,286.180876,285.2908633
137.39,285.0713367,286.2036293,286.9315067,287.1583261,286.876702,286.1548405,285.274855
138.76,285.0529767,286.1709036,286.8910018,287.1172795,286.8412169,286.1289627,285.2589105
140.14,285.0348081,286.1384802,286.8507945,287.0764315,286.8058005,286.1030606,285.2429191
141.51,285.0170851,286.1068158,286.8114556,287.0363679,286.7709667,286.0775142,285.2271173
142.89,284.9995406,286.0754352,286.7723992,286.9964979,286.7362075,286.0519551,285.2112788
144.26,284.9824207,286.0447807,286.73418,286.9573934,286.702027,286.0267578,285.1956373
145.64,284.9654676,286.0143927,286.6962292,286.9184777,286.6679262,286.001558,285.1799684
147.01,284.9489195,285.9847002,286.6590861,286.8803089,286.6343992,285.9767244,285.1645025
148.38,284.9326453,285.9554701,286.6224637,286.8425977,286.6011975,285.9520768,285.1491293
149.76,284.9165221,285.9264833,286.5860903,286.8050682,286.5680817,285.9274402,285.1337406
151.13,284.9007771,285.8981497,286.5504835,286.7682587,286.5355312,285.9031742,285.1185622
152.51,284.8851738,285.8700455,286.5151139,286.7316264,286.50307,285.8789269,285.1033754
153.88,284.8699322,285.8425683,286.480485,286.6956966,286.4711677,285.8550516,285.0884025
155.25,284.8549322,285.8155037,286.4463301,286.660197,286.4395868,285.8313739,285.0735354
156.63,284.8400614,285.7886496,286.4123962,286.6248679,286.4080991,285.8077248,285.0586689
158,284.8255296,285.7623865,286.3791669,286.5902161,286.3771598,285.7844483,285.0440202
159.38,284.8111192,285.7363225,286.3461488,286.5557305,286.3463158,285.7612059,285.0293773
160.75,284.797034,285.7108271,286.3138126,286.5219058,286.3160126,285.7383356,285.0149539
162.12,284.7831638,285.6857024,286.2819097,286.4884856,286.286024,285.7156689,285.0006449
163.5,284.7694047,285.6607612,286.2502045,286.4552254,286.2561329,285.6930435,284.9863484
164.87,284.7559516,285.6363576,286.2191491,286.4226023,286.2267708,285.6707878,284.9722727
166.25,284.7426035,285.6121282,286.188283,286.3901352,286.1975072,285.6485772,284.9582133
167.62,284.7295496,285.5884172,286.1580467,286.3582898,286.1687643,285.6267341,284.9443749
169,284.7165949,285.5648717,286.1279918,286.3265966,286.1401206,285.6049396,284.9305562
170.37,284.7039232,285.5418264,286.0985475,286.2955101,286.1119892,285.5835096,284.9169582
171.75,284.6913455,285.5189385,286.0692773,286.264572,286.0839574,285.5621312,284.9033828
173.12,284.6790403,285.4965335,286.0405993,286.234226,286.0564294,285.541114,284.8900273
174.49,284.6669121,285.4744385,286.0122938,286.2042422,286.0291987,285.5203021,284.8767932
175.87,284.6548707,285.4524899,285.9841523,286.1744012,286.0020677,285.4995454,284.8635856
177.24,284.6430872,285.4310001,285.9565769,286.1451312,285.9754273,285.4791442,284.850596
178.62,284.6313862,285.4096499,285.9291593,286.1160004,285.9488864,285.4588002,284.8376349
179.99,284.619934,285.3887434,285.9022913,286.0874269,285.9228273,285.4388074,284.8248902
181.36,284.608642,285.3681197,285.8757674,286.059194,285.8970544,285.4190171,284.8122675
182.74,284.5974266,285.3476264,285.8493926,286.0310954,285.8713803,285.3992862,284.7996759
184.11,284.5864473,285.3275555,285.8235439,286.003534,285.8461747,285.3798998,284.7872978
185.49,284.5755408,285.3076094,285.7978389,285.9761036,285.8210672,285.3605739,284.7749521
186.86,284.5648626,285.2880724,285.772645,285.9491975,285.7964194,285.3415877,284.7628176
188.23,284.5543302,285.2687945,285.7477701,285.922612,285.7720459,285.3227993,284.750804
189.61,284.5438658,285.2496335,285.7230313,285.8961526,285.7477693,285.3040727,284.7388246
190.98,284.5336184,285.2308629,285.6987824,285.8701989,285.723939,285.2856781,284.7270527
192.36,284.5234359,285.2122043,285.6746649,285.8443682,285.7002047,285.2673459,284.7153158
193.73,284.5134635,285.1939242,285.6510239,285.8190311,285.6769078,285.2493405,284.7037835
195.1,284.5036245,285.1758825,285.6276791,285.7939956,285.6538731,285.231527,284.6923699
196.48,284.4938462,285.1579463,285.6044591,285.7690787,285.6309327,285.2137764,284.6809924
197.85,284.4842682,285.1403717,285.5816962,285.7446378,285.6084167,285.1963445,284.6698153
199.23,284.4747483,285.1228985,285.559054,285.7203126,285.5859938,285.1789755,284.6586747
200.6,284.4654225,285.1057763,285.5368565,285.696452,285.5639865,285.1619197,284.6477314
201.97,284.4562192,285.0888741,285.5149348,285.6728753,285.5422291,285.1450492,284.6369037
203.35,284.4470706,285.0720677,285.493128,285.6494101,285.520563,285.1282416,284.626113
204.72,284.4381072,285.0555972,285.4717483,285.626393,285.4992996,285.1117388,284.6155149
206.1,284.4291964,285.0392188,285.4504798,285.6034847,285.4781262,285.0952986,284.6049541
207.47,284.4204652,285.0231668,285.4296271,285.5810138,285.4573472,285.0791577,284.5945828
208.84,284.4118471,285.0073186,285.4090315,285.5588101,285.4368057,285.0631948,284.5843232
210.22,284.4032784,284.9915576,285.388542,285.5367113,285.4163521,285.047294,284.5741008
211.59,284.3948816,284.9761093,285.3684522,285.5150343,285.3962804,285.031684,284.5640631
212.97,284.3865324,284.9607452,285.3484651,285.4934597,285.376295,285.0161356,284.5540626
214.34,284.3783501,284.9456851,285.3288672,285.472297,285.3566834,285.0008724,284.5442434
215.72,284.3702137,284.9307063,285.3093691,285.451234,285.3371567,284.9856702,284.5344613
217.09,284.3622395,284.9160231,285.2902501,285.4305732,285.3179956,284.9707478,284.5248572
218.46,284.3543666,284.9015237,285.2713649,285.4101578,285.2990554,284.9559927,284.515359
219.84,284.3465371,284.8871015,285.252575,285.3898388,285.280198,284.9412976,284.5058975
221.21,284.3388629,284.872963,285.2341498,285.3699075,285.2616943,284.9268739,284.496609
222.59,284.3312307,284.8588993,285.2158172,285.3500702,285.2432718,284.9125095,284.4873571
223.96,284.3237495,284.8451116,285.1978398,285.3306114,285.2251954,284.8984109,284.4782748
225.34,284.3163087,284.8313962,285.1799524,285.3112443,285.2071986,284.8843709,284.4692287
226.71,284.3090149,284.8179494,285.1624113,285.2922468,285.1895402,284.8705912,284.460349
228.08,284.3018124,284.8046691,285.1450833,285.273475,285.1720867,284.8569682,284.4515689
229.46,284.2946482,284.7914576,285.1278414,285.2547916,285.1547106,284.8434024,284.4428243
230.83,284.2876251,284.7785042,285.1109328,285.2364646,285.1376617,284.830089,284.4342412
232.21,284.2806391,284.7656176,285.0941079,285.2182239,285.1206888,284.816832,284.4256933
233.58,284.2737902,284.7529824,285.0776079,285.2003313,285.1040357,284.803822,284.4173035
234.95,284.2670264,284.7405024,285.0613076,285.1826512,285.0875766,284.790961,284.4090087
236.33,284.2602979,284.7280862,285.0450876,285.1650542,285.0711911,284.778155,284.4007484
237.7,284.2537012,284.7159116,285.0291803,285.147793,285.0551148,284.7655882,284.3926414
239.07,284.2471859,284.703886,285.0134652,285.1307367,285.0392261,284.7531658,284.3846267
240.45,284.2407044,284.6919214,284.9978271,285.1137606,285.0234089,284.7407972,284.3766457
241.82,284.2343495,284.6801892,284.9824902,285.0971084,285.0078905,284.72866,284.3688133
243.2,284.2280272,284.668516,284.9672283,285.0805345,284.9924421,284.7165757,284.3610141
244.57,284.2218282,284.6570693,284.9522602,285.0642768,284.9772856,284.7047178,284.3533604
245.95,284.2156608,284.64568,284.937365,285.0480955,284.9621977,284.6929119,284.3457394
247.32,284.2096135,284.6345114,284.9227564,285.0322229,284.9473952,284.6813274,284.3382608
248.69,284.2036403,284.6234785,284.9083235,285.0165386,284.932766,284.669877,284.330868
250.07,284.1976973,284.6125007,284.8939606,285.0009282,284.9182032,284.6584771,284.3235071
251.44,284.1918698,284.6017351,284.8798738,284.9856154,284.9039161,284.6472914,284.316284
