time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6
0,319.6502707,293.9850857,284.2737208,281.9975777,280.8982785,280.8290969,280.46
1.37,308.9083889,290.2906473,283.4533856,281.5709014,280.8848957,280.677966,280.4694304
2.74,306.4136844,291.0438925,283.7790788,281.6406227,280.9197046,280.6726706,280.4887372
4.11,303.4537769,291.8202272,284.1780868,281.7438493,280.9576482,280.6741,280.5010255
5.48,300.6688983,292.3081895,284.5920314,281.8663951,280.9968672,280.6795821,280.5079361
6.85,298.2619209,292.5016965,285.0005377,282.0065242,281.0391709,280.6880794,280.5122067
8.22,296.2378032,292.4649525,285.3813862,282.1618558,281.0859843,280.6990019,280.5155197
9.59,294.5450041,292.2678788,285.7176435,282.3287585,281.1382437,280.7121262,280.5187927
10.96,293.1244664,291.9675288,286.0003682,282.50262,281.1964204,280.7274606,280.5225213
12.33,291.9240295,291.6056696,286.2273941,282.6785039,281.2605332,280.7451284,280.5269882
13.7,290.9011956,291.2112634,286.4010642,282.8517959,281.3301839,280.7652859,280.5323744
15.07,290.0223256,290.8037392,286.5262197,283.0186228,281.4046326,280.7880662,280.538812
16.44,289.261013,290.3957973,286.608776,283.1760233,281.4829005,280.8135436,280.5464074
17.81,288.5965077,289.9955167,286.6548349,283.3219425,281.5638783,280.8417149,280.5552482
19.18,288.012415,289.60785,286.6701877,283.4551259,281.6464236,280.8724941,280.5654025
20.55,287.4956833,289.2356566,286.6600735,283.5749735,281.7294357,280.9057177,280.5769163
21.92,287.0358359,288.8804064,286.6290916,283.6813898,281.8119078,280.9411563,280.5898097
23.29,286.6243899,288.5426564,286.5811997,283.7746488,281.8929571,280.9785304,280.6040758
24.66,286.2544191,288.2223728,286.519758,283.8552807,281.9718384,281.0175266,280.6196799
26.03,285.9202223,287.9191475,286.4475916,283.9239819,282.0479452,281.0578129,280.6365614
27.4,285.6170705,287.6323448,286.3670599,283.9815466,282.1208027,281.0990523,280.6546363
28.77,285.3410122,287.3611985,286.2801224,284.0288155,282.190056,281.140914,280.6738008
30.14,285.0887236,287.104878,286.1884002,284.0666393,282.2554556,281.1830816,280.6939353
31.51,284.8573901,286.8625309,286.0932296,284.0958533,282.3168429,281.225259,280.7149087
32.88,284.644615,286.6333111,285.9957084,284.1172603,282.3741352,281.267175,280.7365826
34.25,284.448345,286.416397,285.8967358,284.1316202,282.4273127,281.308585,280.7588148
35.62,284.2668124,286.2110016,285.7970456,284.1396436,282.4764058,281.3492722,280.7814628
36.99,284.0984876,286.0163792,285.6972343,284.1419895,282.5214851,281.3890472,280.8043863
38.36,283.942041,285.8318279,285.5977846,284.1392641,282.5626518,281.4277475,280.8274501
39.73,283.7963115,285.6566905,285.4990848,284.1320227,282.6000303,281.465236,280.8505254
41.1,283.6602814,285.4903538,285.4014447,284.1207712,282.6337614,281.5013988,280.8734912
42.47,283.5330549,285.3322472,285.3051096,284.1059689,282.6639975,281.5361439,280.8962358
43.84,283.4138408,285.1818405,285.2102711,284.0880318,282.6908981,281.5693992,280.9186567
45.22,283.3011465,285.0376219,285.1164026,284.0671752,282.7147879,281.6013356,280.9408204
46.59,283.1959778,284.9012226,285.0249757,284.044042,282.7354857,281.6314513,280.9623225
47.95,283.0976387,284.7720769,284.9360313,284.0189864,282.7532182,281.6597564,280.9831022
49.33,283.0035258,284.6470105,284.8476833,283.9917081,282.7685062,281.6868449,281.0035478
50.7,282.9152991,284.5284427,284.7619079,283.9630264,282.7811442,281.7121083,281.0231537
52.07,282.8318552,284.4151093,284.6780762,283.9329702,282.7914031,281.7357561,281.0420252
53.44,282.7528323,284.3066978,284.5961923,283.9017365,282.7994277,281.7578032,281.060125
54.81,282.6779033,284.2029181,284.5162494,283.8695016,282.8053569,281.7782716,281.0774233
56.18,282.6067718,284.1035011,284.4382317,283.836423,282.8093233,281.7971887,281.0938975
57.55,282.5391685,284.0081961,284.3621159,283.8026415,282.811453,281.8145865,281.1095311
58.92,282.4748485,283.9167703,284.2878731,283.7682825,282.8118657,281.8305011,281.1243135
60.29,282.4135886,283.8290069,284.2154699,283.7334581,282.8106748,281.8449715,281.1382393
61.66,282.3551846,283.7447039,284.144869,283.6982679,282.8079877,281.8580391,281.1513076
63.03,282.2994498,283.6636729,284.0760309,283.6628006,282.8039056,281.8697476,281.1635219
64.4,282.2462129,283.5857382,284.0089138,283.6271351,282.798524,281.8801415,281.174889
65.77,282.1953165,283.5107355,283.9434747,283.5913413,282.7919328,281.8892668,281.1854191
67.14,282.1466161,283.4385116,283.8796696,283.5554813,282.7842168,281.8971697,281.1951252
68.51,282.0999781,283.3689227,283.8174542,283.5196102,282.7754556,281.9038968,281.2040225
69.89,282.0549601,283.3013537,283.7563465,283.4835153,282.7656498,281.9095316,281.2121846
71.26,282.0121001,283.2366571,283.6971877,283.4477628,282.7550121,281.9140391,281.2195123
72.63,281.9709596,283.1742164,283.6394851,283.4121287,282.7435412,281.9175099,281.226088
74,281.9314411,283.1139206,283.5831953,283.3766463,282.731299,281.9199894,281.2319332
75.37,281.893454,283.0556658,283.5282755,283.3413448,282.7183439,281.9215221,281.2370702
