time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,8.18E-05
0,327.15,307.15,297.9,287.15,284.96,284.28,283.46,,
1.37,318.3235523,303.3566444,293.3944467,286.3168067,284.6879964,283.9366889,283.4788012,,
2.75,315.9079449,303.6473577,293.4640129,286.6623485,284.7401636,283.9451751,283.5216828,,
4.12,312.8685864,303.915846,293.6934112,287.0542669,284.8162463,283.9681686,283.5543203,,
5.5,309.8925992,303.958377,293.9615267,287.4168703,284.9131008,283.9965384,283.5787924,,
6.87,307.2730359,303.7662852,294.2323737,287.744796,285.0269518,284.0290648,283.5987396,,
8.24,305.0172595,303.3891899,294.4839689,288.0480064,285.1537421,284.0662882,283.6168761,,
9.62,303.0745891,302.8804655,294.7002268,288.333575,285.2903017,284.1088768,283.6348526,,
10.99,301.4215998,302.2966339,294.8680758,288.5996483,285.431558,284.1562811,283.6533709,,
12.36,299.9953046,301.6709572,294.9858891,288.8486883,285.5762657,284.2086101,283.6731806,,
13.74,298.7471372,301.0243469,295.0551789,289.0816682,285.7238141,284.2659546,283.6948444,,
15.11,297.6625549,300.3834437,295.0788246,289.2942993,285.870659,284.3270542,283.7182918,,
16.49,296.6993999,299.7501578,295.0624102,289.4889333,286.0176856,284.3923232,283.7439949,,
17.86,295.8508163,299.1405798,295.0117585,289.6623655,286.1616274,284.4603214,283.7716237,,
19.23,295.0927906,298.5540651,294.9323007,289.8161009,286.3025293,284.5310067,283.8013344,,
20.61,294.4071909,297.9886924,294.8281988,289.9514431,286.4404633,284.6044114,283.8332929,,
21.98,293.7929581,297.4534667,294.705436,290.0671261,286.5726406,284.6789637,283.8669232,,
23.35,293.2358824,296.9441731,294.5672125,290.1651123,286.6994248,284.7546912,283.9023059,,
24.73,292.7249897,296.4568181,294.4157159,290.2469954,286.8211581,284.831671,283.9395478,,
26.1,292.2614391,295.9975808,294.2559752,290.3127387,286.9356858,284.9083232,283.9779203,,
27.48,291.8331608,295.5586724,294.0880639,290.3644992,287.0444067,284.9853257,284.017779,,
28.85,291.4419155,295.145282,293.9164043,290.4027102,287.1455821,285.0611569,284.0583345,,
30.22,291.0806995,294.7529438,293.7414441,290.4289446,287.2399552,285.1360078,284.0996565,,
31.6,290.7439324,294.3778116,293.5632453,290.4443772,287.3281498,285.2100778,284.1418368,,
32.97,290.4336917,294.0241467,293.385514,290.4498308,287.4089633,285.2819974,284.1840503,,
34.34,290.1450282,293.6880365,293.2078783,290.4464301,287.4831872,285.3520514,284.2263947,,
35.72,289.8739397,293.3661366,293.0297966,290.4349702,287.5514627,285.4205069,284.2689803,,
37.09,289.6225024,293.0620953,292.8544554,290.4164575,287.6130026,285.4861842,284.311002,,
38.47,289.385402,292.7705086,292.6797857,290.3914009,287.6689336,285.5498859,284.3528956,,
39.84,289.1646386,292.4947066,292.5087052,290.3608689,287.7186875,285.6105641,284.393892,,
41.21,288.9571736,292.2316924,292.3402416,290.3253412,287.7629426,285.6685935,284.4341491,,
42.59,288.7605,291.9788997,292.1734298,290.2850918,287.802222,285.7242964,284.4738182,,
43.96,288.5764601,291.7392644,292.0108639,290.2412334,287.8362166,285.7768166,284.5122051,,
45.33,288.4026893,291.5102381,291.8514525,290.193966,287.8654867,285.826539,284.5494965,,
46.71,288.2372172,291.2896301,291.6941565,290.1433428,287.8904507,285.8737849,284.5858609,,
48.08,288.0817141,291.0800504,291.5413125,290.0904876,287.9109955,285.9178741,284.6206939,,
49.45,287.9342948,290.8793217,291.3917979,290.035393,287.9275582,285.9591774,284.6541989,,
50.83,287.793374,290.6855634,291.2445658,289.9779507,287.9404507,285.997996,284.6865527,,
52.2,287.6604559,290.5011096,291.1017392,289.9192772,287.9497104,286.0338071,284.7172446,,
