time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,4.08E-05
0,326.09,306.96,296.65,290.96,287.71,286.15,285.09,,
1.37,318.5282467,302.9119535,294.4157126,289.6837228,287.0977295,285.7335958,285.0932812,,
2.75,317.4888551,302.7264224,294.3108132,289.6230835,287.0721388,285.7129836,285.1124387,,
4.12,316.1836057,302.8575633,294.3799282,289.6619534,287.096789,285.725438,285.1324409,,
5.5,314.5849737,303.0697558,294.5027506,289.7319616,287.1368946,285.7490592,285.1426016,,
6.87,312.9093696,303.2689522,294.641017,289.8110342,287.1812066,285.775961,285.1427581,,
8.24,311.2684588,303.4173913,294.7847001,289.8934072,287.2270643,285.8034854,285.1360165,,
9.62,309.7094682,303.5002092,294.9310395,289.977972,287.2741234,285.8306896,285.1251341,,
10.99,308.2765106,303.5139237,295.0754464,290.0630403,287.3215649,285.8567068,285.1123412,,
12.36,306.9609373,303.4639862,295.2165628,290.1490808,287.3696899,285.8815863,285.0989266,,
13.74,305.7489669,303.3572083,295.3529068,290.2366353,287.4188189,285.9055181,285.0856478,,
15.11,304.6492941,303.2039608,295.480224,290.3242933,287.4681906,285.9282676,285.0732149,,
16.48,303.6429543,303.0122449,295.5976191,290.4124722,287.5181034,285.9501672,285.0618257,,
17.86,302.71391,302.7881585,295.7043614,290.5015265,287.5688706,285.9715392,285.0515676,,
19.23,301.8666828,302.5418154,295.797901,290.5898061,287.6197006,285.9922414,285.0426589,,
20.61,301.0807675,302.2755134,295.8790256,290.678188,287.6712794,286.0127332,285.0349845,,
21.98,300.3604005,301.9979861,295.9463571,290.7649565,287.7228019,286.0328571,285.0286371,,
23.35,299.6933896,301.7113564,296.0006271,290.850316,287.7745799,286.0528835,285.0235186,,
24.73,299.0698797,301.4167381,296.0424184,290.9344417,287.8269266,286.0730622,285.0195562,,
26.1,298.4940565,301.1210603,296.0716227,291.0157115,287.8790094,286.0931877,285.0167536,,
27.47,297.9570045,300.8243319,296.0892001,291.0943776,287.9311266,286.1134771,285.0150227,,
28.85,297.4514635,300.5260971,296.0958472,291.1706601,287.9835706,286.1341377,285.0143076,,
30.22,296.9814689,300.2320336,296.0922005,291.2431766,288.035488,286.1549139,285.0145657,,
31.6,296.5372271,299.9389243,296.0789631,291.3127546,288.0875378,286.1761413,285.0157495,,
32.97,296.122607,299.6518455,296.0570732,291.3782032,288.1388651,286.1975335,285.0177941,,
34.34,295.7320219,299.369292,296.0271938,291.4399023,288.1897469,286.2192548,285.0206595,,
35.72,295.3608416,299.089733,295.989727,291.4981635,288.2404478,286.2414704,285.0243326,,
37.09,295.012636,298.817571,295.9458858,291.5520825,288.2901338,286.2638535,285.0287197,,
38.46,294.683028,298.5510075,295.8960535,291.6020695,288.3390791,286.2865526,285.0338063,,
39.84,294.368353,298.2883236,295.8403987,291.6484489,288.3875408,286.3097194,285.0396001,,
41.21,294.0718649,298.0334233,295.7802818,291.6905766,288.4347306,286.3329957,285.0459819,,
42.59,293.7880461,297.7826284,295.7153444,291.7291175,288.4812565,286.3566943,285.0530105,,
43.96,293.5199453,297.539573,295.6470033,291.7635808,288.526371,286.3804416,285.0605511,,
45.33,293.2644947,297.3023831,295.5752388,291.7943417,288.5703487,286.4043755,285.0686205,,
46.71,293.0190863,297.0693292,295.4998959,291.8216795,288.6134381,286.4286372,285.0772516,,
48.08,292.7864794,296.843705,295.4224364,291.8453022,288.6549623,286.4528381,285.0862886,,
49.45,292.5641307,296.6237012,295.3426616,291.8655318,288.6951927,286.4771156,285.0957619,,
50.83,292.3498603,296.4076601,295.2602756,291.8825965,288.7343696,286.5016088,285.1057152,,
