time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,2.20E-06
0,336.78,301.59,287.21,283.46,281.84,281.59,281.09,,
1.37,333.6619864,300.3158586,286.8777309,283.3164597,281.8178487,281.5456974,281.09,,
2.74,331.3609402,299.3755622,286.6325214,283.2105293,281.8015014,281.5130029,281.09,,
4.12,329.616791,298.6628395,286.4466586,283.1302364,281.7891106,281.4882211,281.0900003,,
5.49,328.296868,298.1234902,286.3060084,283.0694752,281.779734,281.4694675,281.0900015,,
6.86,327.2755896,297.7062303,286.1971986,283.0224681,281.7724804,281.4549587,281.0900049,,
8.23,326.4737887,297.3787686,286.1118108,282.9855771,281.7667887,281.4435713,281.0900123,,
9.61,325.8305235,297.1162952,286.0433795,282.9560072,281.7622286,281.4344419,281.0900263,,
10.98,325.3139213,296.9059005,285.9885439,282.9323037,281.7585766,281.4271206,281.0900496,,
12.35,324.8890257,296.7334487,285.9436257,282.9128738,281.7555885,281.4211144,281.0900851,,
13.72,324.5339946,296.5901834,285.9063509,282.8967309,281.7531137,281.4161169,281.0901361,,
15.09,324.2326498,296.4696792,285.8750546,282.8831506,281.7510424,281.4119029,281.0902053,,
16.47,323.9711244,296.3664955,285.8483315,282.8715195,281.7492825,281.4082806,281.0902962,,
17.84,323.7440196,296.2785722,285.8256542,282.8616054,281.7477998,281.4051765,281.0904098,,
19.21,323.5423356,296.2024502,285.8061344,282.8530179,281.7465366,281.4024679,281.0905483,,
20.58,323.3606985,296.1361213,285.7892609,282.8455307,281.7454601,281.4000825,281.0907133,,
21.96,323.1937596,296.0776535,285.7745461,282.8389254,281.7445395,281.3979502,281.090907,,
23.33,323.0406248,296.0267018,285.7619037,282.8331633,281.7437692,281.3960583,281.0911272,,
24.7,322.8974175,295.9818896,285.7509883,282.8280888,281.7431275,281.3943564,281.091375,,
26.07,322.7620448,295.9424862,285.7416184,282.8236194,281.7426032,281.3928173,281.0916501,,
27.45,322.6318945,295.9076705,285.7335961,282.8196623,281.7421846,281.3914097,281.0919541,,
28.82,322.5074753,295.8774701,285.7269199,282.8162209,281.7418704,281.390136,281.0922814,,
30.19,322.3867078,295.8512252,285.7214302,282.8132206,281.7416511,281.388971,281.092633,,
31.56,322.2686786,295.8286097,285.7170459,282.8106248,281.7415214,281.3879027,281.0930073,,
32.94,322.1517967,295.8092179,285.713677,282.8083874,281.7414768,281.386914,281.0934057,,
34.31,322.037137,295.7930909,285.7113114,282.8065138,281.7415138,281.3860107,281.0938205,,
35.68,321.9233409,295.779868,285.7098674,282.8049634,281.741628,281.385178,281.0942528,,
37.05,321.8099942,295.7693645,285.7092965,282.8037154,281.7418159,281.3844096,281.0947008,,
38.42,321.6967587,295.7614147,285.7095543,282.8027515,281.7420742,281.3837,281.0951624,,
39.8,321.5825304,295.7558361,285.7106102,282.8020508,281.7424022,281.3830398,281.0956393,,
41.17,321.4687418,295.7525707,285.7124101,282.8016082,281.7427923,281.3824344,281.0961227,,
42.54,321.3543892,295.7514417,285.7149225,282.8014036,281.7432435,281.3818749,281.0966143,,
43.91,321.2393335,295.7523304,285.7181128,282.801424,281.743753,281.3813581,281.0971122,,
45.29,321.1226188,295.7551522,285.7219786,282.8016599,281.7443223,281.3808776,281.0976186,,
46.66,321.0058557,295.7597605,285.726432,282.8020962,281.7449404,281.3804376,281.0981243,,
48.03,320.8881442,295.7660698,285.7314685,282.8027233,281.7456086,281.3800321,281.0986316,,
49.4,320.7694461,295.7739857,285.7370591,282.8035311,281.7463243,281.3796587,281.099139,,
50.77,320.6497392,295.7834185,285.743176,282.8045101,281.747085,281.3793155,281.0996451,,
52.15,320.52813,295.7943671,285.7498424,282.8056601,281.7478944,281.3789984,281.1001524,,
53.52,320.4063838,295.8065908,285.7569359,282.8069559,281.7487383,281.3787102,281.1006524,,
54.89,320.2836353,295.8200859,285.7644782,282.8083971,281.7496203,281.378447,281.1011476,,
56.26,320.1599047,295.834778,285.7724458,282.8099761,281.7505381,281.3782072,281.101637,,
57.64,320.0343048,295.8507151,285.7808783,282.8116985,281.7514968,281.3779881,281.1021233,,
59.01,319.9086879,295.8675976,285.7896318,282.8135323,281.7524804,281.3777916,281.1025986,,
60.38,319.7821833,295.8854718,285.7987452,282.815483,281.7534939,281.3776147,281.1030656,,
61.75,319.6548301,295.9042752,285.8081985,282.8175445,281.7545355,281.3774565,281.1035237,,
63.12,319.5266703,295.9239478,285.817973,282.8197107,281.7556035,281.3773158,281.1039722,,
64.5,319.3968037,295.9445849,285.828125,282.8219931,281.7567042,281.377191,281.1044139,,
65.87,319.267158,295.965832,285.8384903,282.8243533,281.7578201,281.3770829,281.1048417,,
67.24,319.1368407,295.9877833,285.849125,282.8268024,281.7589577,281.3769897,281.1052586,,
68.61,319.0058983,296.0103886,285.8600135,282.8293358,281.7601155,281.3769108,281.1056641,,
69.99,318.8734156,296.0337713,285.8712232,282.8319684,281.7613009,281.3768448,281.1060608,,
71.36,318.7413592,296.0575462,285.8825776,282.8346578,281.7624954,281.3767922,281.1064427,,
72.73,318.6088175,296.0818365,285.8941439,282.8374189,281.7637063,281.3767518,281.1068125,,
74.1,318.475836,296.1066001,285.9059095,282.8402479,281.7649326,281.3767229,281.1071699,,
75.48,318.3414848,296.1319821,285.9179506,282.8431627,281.7661824,281.3767049,281.1075174,,
76.85,318.2077551,296.1575759,285.9300814,282.8461178,281.7674364,281.3766976,281.1078497,,
78.22,318.0737179,296.1835269,285.9423779,282.8491309,281.7687029,281.3767003,281.1081695,,
79.59,317.9394152,296.2098,285.9548303,282.8521992,281.7699809,281.3767125,281.1084765,,
80.96,317.8048878,296.2363613,285.9674291,282.85532,281.7712696,281.3767339,281.1087709,,
82.34,317.6691915,296.2633754,285.980259,282.858514,281.7725778,281.3767642,281.1090546,,
83.71,317.5343317,296.2904197,285.9931258,282.8617325,281.7738859,281.3768026,281.1093236,,
85.08,317.3993629,296.3176597,286.006114,282.8649964,281.7752026,281.376849,281.10958,,
86.45,317.264321,296.3450671,286.0192165,282.8683034,281.7765273,281.3769031,281.1098238,,
87.83,317.1282547,296.3728168,286.0325232,282.8716763,281.7778692,281.3769649,281.1100569,,
89.2,316.9931696,296.4004808,286.0458346,282.8750644,281.7792084,281.3770333,281.110276,,
90.57,316.8581121,296.4282351,286.0592409,282.8784901,281.7805539,281.3771084,281.1104829,,
91.94,316.723113,296.4560563,286.0727363,282.8819521,281.7819055,281.37719,281.1106777,,
93.32,316.5872178,296.4841257,286.086415,282.8854744,281.7832726,281.3772785,281.1108619,,
94.69,316.4524245,296.5120151,286.1000737,282.8890046,281.7846349,281.3773723,281.111033,,
96.06,316.3177754,296.5399074,286.1138066,282.8925668,281.7860021,281.3774719,281.1111925,,
97.43,316.1832967,296.5677831,286.1276094,282.89616,281.7873738,281.377577,281.1113405,,
98.8,316.0490134,296.5956239,286.1414779,282.8997828,281.7887498,281.3776875,281.1114773,,
100.18,315.9139716,296.6236147,286.1555104,282.9034612,281.7901397,281.377804,281.1116039,,
101.55,315.7801516,296.651333,286.1694998,282.9071408,281.7915233,281.3779246,281.1117186,,
102.92,315.6465956,296.6789659,286.1835443,282.9108474,281.7929104,281.37805,281.1118227,,
104.29,315.5133244,296.706498,286.1976409,282.91458,281.7943007,281.37818,281.1119162,,
105.67,315.3793885,296.7341147,286.2118899,282.9183655,281.7957042,281.3783156,281.112,,
107.04,315.2467479,296.7614017,286.2260823,282.9221483,281.7971005,281.3784545,281.1120731,,
108.41,315.1144489,296.7885466,286.2403186,282.9259552,281.7984996,281.3785977,281.1121363,,
109.78,314.9825083,296.815537,286.2545963,282.9297854,281.7999012,281.3787449,281.1121897,,
111.16,314.8499836,296.842556,286.269018,282.9336668,281.8013156,281.3788972,281.112234,,
