time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6,alpha value:,3.71E-05
0,322.03,304.52,295.96,290.77,288.09,286.65,285.59,,
1.37,314.4411916,297.921855,289.6852314,287.3010957,285.7436536,285.1829033,284.8412296,,
2.75,313.4770406,297.6366496,289.6732337,287.2408567,285.7376405,285.1673208,284.8494462,,
4.12,312.4042445,297.7261189,289.7921717,287.2412229,285.7569428,285.1673264,284.8586975,,
5.5,311.0816879,297.93961,289.9620339,287.2627848,285.7854571,285.1728724,284.8630531,,
6.87,309.665688,298.173648,290.1451859,287.2940346,285.8161066,285.180668,284.8616772,,
8.24,308.253017,298.3831377,290.3304152,287.3318498,285.8467919,285.1894896,284.8558909,,
9.62,306.8910616,298.5479289,290.5150825,287.3756331,285.8771179,285.1988309,284.8471339,,
10.99,305.6249607,298.6579665,290.6949196,287.4243039,285.9066199,285.2082399,284.8367649,,
12.36,304.4524296,298.7145102,290.8700835,287.477744,285.9356854,285.217599,284.8256082,,
13.74,303.3649594,298.7212762,291.0405172,287.5359314,285.9647375,285.2268726,284.8141801,,
15.11,302.3731598,298.6838649,291.2024211,287.5975303,285.9935651,285.2358831,284.8030423,,
16.48,301.4620003,298.6087364,291.3558052,287.6624406,286.0225639,285.2446962,284.7923633,,
17.86,300.618375,298.5011192,291.5006146,287.7306501,286.052104,285.2534005,284.7822262,,
19.23,299.847424,298.3682369,291.6339216,287.800647,286.0818813,285.261914,284.7728671,,
20.61,299.1312317,298.2132294,291.7571012,287.872925,286.1124259,285.2704161,284.7641948,,
21.98,298.4741804,298.0427066,291.8680551,287.9459203,286.1433615,285.2788432,284.756351,,
23.35,297.8655213,297.859318,291.9676287,288.0196515,286.1749488,285.2873175,284.7492679,,
24.73,297.2965133,297.6647506,292.0565246,288.0941798,286.2074443,285.295961,284.7428882,,
26.1,296.771147,297.4644559,292.1337058,288.1679719,286.2403756,285.3047048,284.7372837,,
27.47,296.2813972,297.2592296,292.2002224,288.2411499,286.2739562,285.3136622,284.7323816,,
28.85,295.8207136,297.0493412,292.2568981,288.3138558,286.3084028,285.3229477,284.7281283,,
30.22,295.3928083,296.8393199,292.3034216,288.384693,286.3431675,285.3324674,284.7245599,,
31.6,294.9887769,296.6273288,292.3410235,288.4543906,286.378697,285.3423954,284.7215994,,
32.97,294.6121333,296.4174307,292.3697238,288.5216769,286.4144076,285.3526164,284.719266,,
34.34,294.2577808,296.2088863,292.3903939,288.5868427,286.4504796,285.3632238,284.7175143,,
35.72,293.9214993,296.0008369,292.4036646,288.6501542,286.4870986,285.3743163,284.7163168,,
37.09,293.6064924,295.796811,292.4098941,288.7105442,286.52365,285.3857443,284.7156718,,
38.47,293.3066486,295.594238,292.4097102,288.7687757,286.560581,285.397681,284.7155517,,
39.84,293.0249656,295.3963677,292.403624,288.8239167,286.5972707,285.4099544,284.7159413,,
41.21,292.7580021,295.2019586,292.3921371,288.8763373,286.6339023,285.4226459,284.7168218,,
42.59,292.5028655,295.0098077,292.3755664,288.9263519,286.6706595,285.4358452,284.7181898,,
43.96,292.2622594,294.8228259,292.3545811,288.973218,286.7069301,285.4493495,284.7200106,,
45.33,292.0333906,294.6396904,292.3294783,289.0173085,286.7429056,285.4632383,284.7222782,,
46.71,291.8138914,294.4591559,292.3004073,289.0589309,286.7787731,285.4775995,284.7249997,,
48.08,291.6061962,294.2838593,292.2681387,289.0975111,286.8139456,285.4922046,284.7281216,,
49.46,291.4065847,294.1112389,292.2325289,289.1336532,286.8488736,285.5072444,284.7316754,,
50.83,291.2173266,293.9437747,292.1943944,289.1668832,286.8829932,285.5224768,284.7355955,,
52.2,291.0363743,293.7801646,292.1537642,289.1975301,286.9165074,285.5379843,284.7398919,,
53.58,290.8619702,293.6192071,292.110573,289.2258533,286.9496062,285.5538562,284.7445857,,
54.95,290.6961606,293.4631761,292.0656838,289.2515112,286.9817671,285.5698353,284.7495942,,
56.33,290.5360772,293.3097263,292.0186616,289.2749515,287.0134214,285.5861265,284.7549754,,
57.7,290.3836313,293.1610092,291.9703889,289.2959098,287.0440771,285.6024657,284.7606364,,
59.07,290.2372632,293.0158231,291.9207148,289.3146413,287.0739373,285.6189423,284.7665996,,
60.44,290.0966257,292.8740883,291.8698084,289.3312242,287.1029776,285.6355283,284.7728498,,
61.82,289.9604295,292.7347254,291.8174417,289.3458354,287.1313798,285.6523182,284.77942,,
63.19,289.8303485,292.5996704,291.7645168,289.3583422,287.1587153,285.6690414,284.786199,,
64.57,289.7042024,292.4668667,291.7103937,289.3690067,287.1853693,285.6859153,284.7932699,,
65.94,289.5835604,292.3381546,291.6559773,289.3777521,287.2109451,285.7026695,284.8005142,,
67.31,289.4672515,292.2124767,291.6009877,289.3847388,287.2356316,285.7194012,284.8079665,,
68.69,289.3542478,292.0888651,291.5451189,289.3900744,287.2595945,285.736208,284.8156673,,
70.06,289.2459773,291.9690291,291.4892729,289.3937551,287.2824845,285.7528233,284.8234892,,
71.44,289.1406616,291.8511376,291.4327198,289.3959074,287.3046357,285.769467,284.8315305,,
72.81,289.0396437,291.7368197,291.3763563,289.3965702,287.3257293,285.7858769,284.839659,,
74.18,288.9419767,291.6251338,291.3198434,289.395832,287.3459333,285.8021539,284.847917,,
75.56,288.8468224,291.5152171,291.2628319,289.3937387,287.3653913,285.8183962,284.8563509,,
76.93,288.7554091,291.4085884,291.2062065,289.3903844,287.3838287,285.8343503,284.8648235,,
78.31,288.6662591,291.3036182,291.1491943,289.3857823,287.4015233,285.8502322,284.8734437,,
79.68,288.5805314,291.2017573,291.0926701,289.3800587,287.4182288,285.8657957,284.8820721,,
81.05,288.497445,291.1021685,291.0362645,289.3732417,287.4340876,285.881142,284.890757,,
82.43,288.4163037,291.004083,290.9796072,289.365325,287.4492181,285.8963667,284.8995487,,
83.8,288.3381722,290.9088578,290.9235556,289.3564765,287.4634139,285.9112364,284.9083064,,
85.18,288.2618041,290.8150396,290.8673246,289.3466186,287.4768958,285.9259562,284.917145,,
86.55,288.1882071,290.7239276,290.8117587,289.3359432,287.4894826,285.9403018,284.9259238,,
87.92,288.1167268,290.634776,290.7564761,289.3244288,287.5012895,285.9543711,284.9346949,,
89.3,288.0467755,290.5468984,290.7011006,289.3120276,287.5124092,285.9682543,284.9435106,,
90.67,287.9792833,290.4615133,290.6464564,289.2989624,287.5226959,285.9817422,284.9522318,,
92.05,287.9131851,290.3773203,290.5917651,289.2850843,287.5323156,285.9950241,284.9609752,,
93.42,287.8493638,290.2954882,290.5378367,289.2706339,287.5411447,286.0079007,284.9696036,,
94.8,287.7868158,290.2147719,290.4838992,289.2554385,287.5493283,286.0205542,284.9782332,,
96.17,287.7263802,290.1362929,290.430748,289.2397544,287.5567638,286.0327959,284.9867295,,
97.55,287.6671101,290.0588586,290.3776192,289.2233875,287.563576,286.0448,284.9952076,,
98.92,287.6098035,289.9835459,290.3252931,289.206608,287.5696823,286.0563886,285.0035361,,
