time (s),temp0,temp1,temp2,temp3,temp4,temp5,temp6
0,339.84,320.78,309.03,300.65,295.21,291.09,289.4
1.37,330.9540785,315.9328954,305.5484462,298.3976287,293.499614,290.4222087,289.4436485
2.75,327.0835955,316.2925924,305.7742064,298.560677,293.6261889,290.5845395,289.3873794
4.12,322.4155616,316.4656684,306.0709897,298.7664128,293.7950556,290.7471818,289.145148
5.49,318.0799229,316.2280384,306.3611592,298.9780075,293.9698947,290.8657813,288.829868
6.87,314.3320576,315.6195054,306.6115096,299.1954748,294.146093,290.9378182,288.5099816
8.24,311.2053609,314.7607699,306.7888933,299.4123619,294.3168375,290.9715012,288.2191089
9.61,308.5775416,313.7517338,306.8792822,299.62416,294.4803046,290.9789704,287.9632304
10.99,306.3385581,312.6608444,306.8793505,299.8248418,294.6356281,290.9699826,287.7407495
12.36,304.4404211,311.5555549,306.7949322,300.0043334,294.7793626,290.9520798,287.5517134
13.73,302.8023019,310.4605934,306.6366938,300.1584193,294.911859,290.9303238,287.3904544
15.11,301.3653219,309.3878391,306.4147029,300.2840062,295.0332932,290.907834,287.2522328
16.48,300.1119974,308.3638841,306.143906,300.3771808,295.1413195,290.8868892,287.1356217
17.85,299.0015255,307.3863322,305.8334796,300.4384159,295.2363637,290.8683106,287.0365866
19.23,298.0037089,306.4506545,305.4900057,300.4684385,295.3185904,290.8523166,286.9520337
20.6,297.1143378,305.5703645,305.1262197,300.4682676,295.3865716,290.8390193,286.8810019
21.97,296.3108691,304.7371879,304.746099,300.4402078,295.4408792,290.827893,286.8209471
23.35,295.576121,303.9434966,304.3519485,300.3860495,295.4818477,290.8183112,286.7698905
24.72,294.9107636,303.1983684,303.9536949,300.3089896,295.5091191,290.80977,286.727123
26.09,294.3010127,302.493325,303.5518713,300.2111304,295.5234013,290.801538,286.6909688
27.47,293.7360876,301.8210417,303.1462108,300.0938908,295.5251274,290.7929149,286.6600906
28.84,293.2183782,301.1887271,302.744715,299.9611901,295.5148202,290.783434,286.633924
30.21,292.7387376,300.5889692,302.3460997,299.814297,295.4931392,290.7725085,286.6113319
31.59,292.289859,300.0154481,301.9487912,299.6538964,295.4604488,290.7595794,286.5913839
32.96,291.874647,299.474343,301.5595442,299.4840415,295.4178859,290.7444451,286.5736622
34.33,291.4866389,298.9594222,301.1762135,299.3051642,295.3659175,290.7267023,286.5573942
35.71,291.1205812,298.4653705,300.7966312,299.1172722,295.3047305,290.7059375,286.5419278
37.08,290.7794226,297.9976597,300.4267036,298.9243413,295.2358628,290.6822586,286.5270129
38.45,290.4583714,297.5510787,300.0639338,298.7261447,295.1595294,290.6553884,286.5121276
39.83,290.1534739,297.1211603,299.7059326,298.5221745,295.0757022,290.6250053,286.4968112
41.2,289.8675424,296.712822,299.357987,298.3162621,294.9861748,290.591502,286.4809892
42.57,289.596887,296.3216785,299.01751,298.1077117,294.89091,290.5546598,286.4643061
43.95,289.3384229,295.9439458,298.6820814,297.8956573,294.7896716,290.514194,286.4464257
45.32,289.0947644,295.5840776,298.3565057,297.6837699,294.6844146,290.4707379,286.4274426
46.69,288.8629818,295.2383457,298.0382372,297.4710401,294.5748781,290.4240791,286.4071027
48.07,288.6405973,294.9035101,297.7249191,297.2563679,294.4606461,290.3739297,286.3851435
49.44,288.4300148,294.5836255,297.4209607,297.0432651,294.3437727,290.3211183,286.3618122
50.81,288.228849,294.2754864,297.1239208,296.8305239,294.2238125,290.2654054,286.3369082
52.19,288.0350614,293.9762871,296.8315501,296.616901,294.1002031,290.2064759,286.3102058
53.56,287.8508538,293.6897345,296.5479231,296.4057555,293.9750561,290.1453126,286.2820837
54.94,287.6729804,293.4110572,296.26873,296.1942347,293.8468442,290.0811575,286.2521383
56.31,287.5035171,293.1437537,295.997847,295.9856,293.7177001,290.015077,286.2208238
57.68,287.3406925,292.8852713,295.7330576,295.7784814,293.586955,289.9467523,286.1879601
59.05,287.1840903,292.6351469,295.4741921,295.5730216,293.4548427,289.876321,286.1535873
60.43,287.0322487,292.3912103,295.2192554,295.3678624,293.3206029,289.8033843,286.1174861
61.8,286.8870162,292.156593,294.9717753,295.1660801,293.1863818,289.7291353,286.080234
63.17,286.7469495,291.9291253,294.7297204,294.9662676,293.0513952,289.6531855,286.0416329
64.55,286.6107823,291.7068715,294.4912213,294.7670603,292.9148217,289.5750936,286.0014495
65.92,286.4802128,291.4927248,294.2595775,294.5714041,292.7787988,289.496119,285.9603313
67.29,286.353984,291.2847452,294.0328896,294.3778954,292.6424836,289.4158244,285.9180587
68.67,286.2309852,291.081193,293.8094075,294.1851832,292.5050133,289.3337302,285.8743792
70.04,286.1127806,290.884749,293.5922255,293.9960895,292.3685041,289.2511419,285.8299947
71.42,285.9974404,290.6922905,293.3780319,293.8078752,292.2310784,289.1669665,285.7843268
72.79,285.8864479,290.5063695,293.1697954,293.6232828,292.0948329,289.082531,285.7381057
74.16,285.7787802,290.3253508,292.9658172,293.4409492,291.9588676,288.997331,285.6910709
75.53,285.6742749,290.1490258,292.7659715,293.2608781,291.8232709,288.911464,285.6432883
76.91,285.5720506,289.9759603,292.5687218,293.0817794,291.6871395,288.8243906,285.5944663
78.28,285.4734467,289.8084763,292.3768088,292.9062443,291.5525214,288.737462,285.5453757
79.66,285.3768892,289.6439517,292.1873161,292.7317026,291.4175211,288.6494952,285.4953618
81.03,285.283653,289.4846053,292.0028803,292.5606732,291.2841584,288.561846,285.4452088
82.4,285.1929126,289.3290744,291.8220096,292.3918702,291.1515103,288.4739545,285.3946133
83.78,285.1039227,289.1761167,291.6433204,292.2240706,291.0186697,288.3852497,285.3432567
85.15,285.0178701,289.0278091,291.4693045,292.0596894,290.8876104,288.297086,285.2919364
86.52,284.9340051,288.8828983,291.2985607,291.8974841,290.7574108,288.2088857,285.2403321
87.89,284.8522372,288.7412595,291.1309987,291.7374351,290.6281108,288.1207098,285.1884921
89.27,284.7719063,288.6017749,290.9653423,291.5783767,290.4988133,288.0319732,285.1360822
90.64,284.6940955,288.466353,290.8039081,291.4225925,290.3714252,287.9440161,285.0839061
92.02,284.6175919,288.3329088,290.6442575,291.2677853,290.2441172,287.8556063,285.0312446
93.39,284.5434322,288.2032742,290.4886262,291.1161756,290.1187613,287.768073,284.9789009
94.76,284.4709875,288.0763757,290.3357722,290.9666106,289.9944554,287.6808194,284.9265313
96.14,284.399683,287.9512241,290.1845372,290.8179967,289.8703253,287.5932541,284.8737894
97.51,284.3304909,287.8295458,290.0370435,290.6724636,289.7481895,287.5066855,284.8214735
98.89,284.2623428,287.7094801,289.89107,290.5278618,289.626282,287.4198869,284.768852
100.26,284.1961715,287.5926876,289.7486677,290.3862625,289.5063847,287.3341503,284.7167177
101.63,284.131426,287.4782142,289.6087076,290.2465862,289.3876231,287.248877,284.6647172
103.01,284.0675994,287.3651767,289.4701343,290.1078094,289.2691542,287.1634793,284.6124992
