Date,,22/02/2020,6.75,
Time,Time (s),Temperature,Temperature-atm,ln(T)
190848,180.596,281.34,1.44,0.364643114
191098,180.846,281.28,1.38,0.322083499
191350,181.098,281.28,1.38,0.322083499
191601,181.349,281.28,1.38,0.322083499
191852,181.6,281.34,1.44,0.364643114
192103,181.851,281.28,1.38,0.322083499
192355,182.103,281.28,1.38,0.322083499
192606,182.354,281.34,1.44,0.364643114
192857,182.605,281.28,1.38,0.322083499
193108,182.856,281.28,1.38,0.322083499
193359,183.107,281.28,1.38,0.322083499
193610,183.358,281.28,1.38,0.322083499
193861,183.609,281.28,1.38,0.322083499
194113,183.861,281.34,1.44,0.364643114
194364,184.112,281.28,1.38,0.322083499
194615,184.363,281.21,1.31,0.270027137
194867,184.615,281.21,1.31,0.270027137
195118,184.866,281.28,1.38,0.322083499
195368,185.116,281.21,1.31,0.270027137
195619,185.367,281.28,1.38,0.322083499
195871,185.619,281.21,1.31,0.270027137
196122,185.87,281.21,1.31,0.270027137
196373,186.121,281.21,1.31,0.270027137
196625,186.373,281.28,1.38,0.322083499
196876,186.624,281.21,1.31,0.270027137
197127,186.875,281.21,1.31,0.270027137
197378,187.126,281.21,1.31,0.270027137
197629,187.377,281.15,1.25,0.223143551
197880,187.628,281.21,1.31,0.270027137
198131,187.879,281.21,1.31,0.270027137
198383,188.131,281.21,1.31,0.270027137
198634,188.382,281.21,1.31,0.270027137
198885,188.633,281.21,1.31,0.270027137
199136,188.884,281.21,1.31,0.270027137
199388,189.136,281.15,1.25,0.223143551
199639,189.387,281.15,1.25,0.223143551
199889,189.637,281.15,1.25,0.223143551
200141,189.889,281.15,1.25,0.223143551
200392,190.14,281.15,1.25,0.223143551
200643,190.391,281.15,1.25,0.223143551
200894,190.642,281.15,1.25,0.223143551
201146,190.894,281.15,1.25,0.223143551
201397,191.145,281.15,1.25,0.223143551
201648,191.396,281.15,1.25,0.223143551
201900,191.648,281.15,1.25,0.223143551
202150,191.898,281.15,1.25,0.223143551
202401,192.149,281.09,1.19,0.173953307
202652,192.4,281.09,1.19,0.173953307
202904,192.652,281.09,1.19,0.173953307
203155,192.903,281.15,1.25,0.223143551
203406,193.154,281.15,1.25,0.223143551
203658,193.406,281.15,1.25,0.223143551
203909,193.657,281.09,1.19,0.173953307
204160,193.908,281.15,1.25,0.223143551
204410,194.158,281.03,1.13,0.122217633
204662,194.41,281.09,1.19,0.173953307
204913,194.661,281.09,1.19,0.173953307
205164,194.912,281.09,1.19,0.173953307
205416,195.164,281.09,1.19,0.173953307
205667,195.415,281.09,1.19,0.173953307
205918,195.666,281.09,1.19,0.173953307
206169,195.917,281.09,1.19,0.173953307
206420,196.168,281.09,1.19,0.173953307
206671,196.419,281.03,1.13,0.122217633
206922,196.67,281.03,1.13,0.122217633
207174,196.922,281.09,1.19,0.173953307
207425,197.173,281.09,1.19,0.173953307
207676,197.424,281.09,1.19,0.173953307
207927,197.675,281.03,1.13,0.122217633
208179,197.927,281.03,1.13,0.122217633
208430,198.178,281.03,1.13,0.122217633
208680,198.428,281.03,1.13,0.122217633
208932,198.68,281.03,1.13,0.122217633
209183,198.931,281.09,1.19,0.173953307
209434,199.182,281.03,1.13,0.122217633
209685,199.433,281.03,1.13,0.122217633
209937,199.685,281.03,1.13,0.122217633
210188,199.936,281.09,1.19,0.173953307
210439,200.187,281.03,1.13,0.122217633
210691,200.439,281.03,1.13,0.122217633
210941,200.689,281.03,1.13,0.122217633
211192,200.94,281.03,1.13,0.122217633
211443,201.191,281.03,1.13,0.122217633
211695,201.443,280.96,1.06,0.058268908
211946,201.694,280.96,1.06,0.058268908
212197,201.945,281.03,1.13,0.122217633
212449,202.197,280.96,1.06,0.058268908
212700,202.448,281.03,1.13,0.122217633
212951,202.699,280.96,1.06,0.058268908
213201,202.949,281.03,1.13,0.122217633
213453,203.201,280.96,1.06,0.058268908
213704,203.452,280.96,1.06,0.058268908
213955,203.703,280.96,1.06,0.058268908
214207,203.955,280.96,1.06,0.058268908
214458,204.206,280.96,1.06,0.058268908
214709,204.457,280.96,1.06,0.058268908
214960,204.708,280.96,1.06,0.058268908
215212,204.96,281.03,1.13,0.122217633
215462,205.21,280.96,1.06,0.058268908
215713,205.461,280.96,1.06,0.058268908
215965,205.713,281.03,1.13,0.122217633
216216,205.964,280.96,1.06,0.058268908
216467,206.215,280.96,1.06,0.058268908
216718,206.466,280.96,1.06,0.058268908
216970,206.718,280.96,1.06,0.058268908
217221,206.969,280.96,1.06,0.058268908
217472,207.22,280.96,1.06,0.058268908
217723,207.471,280.9,1,0
217974,207.722,280.9,1,0
218225,207.973,280.96,1.06,0.058268908
218477,208.225,280.96,1.06,0.058268908
218728,208.476,280.96,1.06,0.058268908
218979,208.727,280.9,1,0
219230,208.978,280.9,1,0
219482,209.23,280.96,1.06,0.058268908
219732,209.48,280.9,1,0
219983,209.731,280.9,1,0
220235,209.983,280.9,1,0
220486,210.234,280.9,1,0
220737,210.485,280.96,1.06,0.058268908
220988,210.736,280.9,1,0
221240,210.988,280.9,1,0
221491,211.239,280.9,1,0
221742,211.49,280.96,1.06,0.058268908
221993,211.741,280.9,1,0
222244,211.992,280.9,1,0
222495,212.243,280.9,1,0
222746,212.494,280.9,1,0
222998,212.746,280.9,1,0
223249,212.997,280.9,1,0
223500,213.248,280.9,1,0
223752,213.5,280.84,0.94,-0.061875404
224003,213.751,280.9,1,0
224253,214.001,280.9,1,0
224504,214.252,280.84,0.94,-0.061875404
224756,214.504,280.84,0.94,-0.061875404
225007,214.755,280.9,1,0
225258,215.006,280.84,0.94,-0.061875404
225510,215.258,280.9,1,0
225761,215.509,280.84,0.94,-0.061875404
226012,215.76,280.84,0.94,-0.061875404
226263,216.011,280.84,0.94,-0.061875404
226514,216.262,280.84,0.94,-0.061875404
226765,216.513,280.84,0.94,-0.061875404
227016,216.764,280.84,0.94,-0.061875404
227268,217.016,280.84,0.94,-0.061875404
227519,217.267,280.84,0.94,-0.061875404
227770,217.518,280.84,0.94,-0.061875404
228021,217.769,280.84,0.94,-0.061875404
228273,218.021,280.84,0.94,-0.061875404
228524,218.272,280.84,0.94,-0.061875404
228774,218.522,280.84,0.94,-0.061875404
229026,218.774,280.84,0.94,-0.061875404
229277,219.025,280.84,0.94,-0.061875404
229528,219.276,280.84,0.94,-0.061875404
229779,219.527,280.84,0.94,-0.061875404
230031,219.779,280.84,0.94,-0.061875404
230282,220.03,280.84,0.94,-0.061875404
230533,220.281,280.78,0.88,-0.127833372
230785,220.533,280.84,0.94,-0.061875404
231035,220.783,280.84,0.94,-0.061875404
231286,221.034,280.84,0.94,-0.061875404
231537,221.285,280.84,0.94,-0.061875404
231789,221.537,280.78,0.88,-0.127833372
232040,221.788,280.78,0.88,-0.127833372
232291,222.039,280.84,0.94,-0.061875404
232543,222.291,280.84,0.94,-0.061875404
232794,222.542,280.78,0.88,-0.127833372
233044,222.792,280.84,0.94,-0.061875404
233295,223.043,280.78,0.88,-0.127833372
233547,223.295,280.84,0.94,-0.061875404
233798,223.546,280.78,0.88,-0.127833372
234049,223.797,280.84,0.94,-0.061875404
234301,224.049,280.78,0.88,-0.127833372
234552,224.3,280.78,0.88,-0.127833372
234803,224.551,280.78,0.88,-0.127833372
235054,224.802,280.78,0.88,-0.127833372
235305,225.053,280.71,0.81,-0.210721031
235556,225.304,280.78,0.88,-0.127833372
235807,225.555,280.71,0.81,-0.210721031
236059,225.807,280.78,0.88,-0.127833372
236310,226.058,280.78,0.88,-0.127833372
236561,226.309,280.78,0.88,-0.127833372
236813,226.561,280.78,0.88,-0.127833372
237064,226.812,280.71,0.81,-0.210721031
237315,227.063,280.71,0.81,-0.210721031
237565,227.313,280.78,0.88,-0.127833372
237817,227.565,280.78,0.88,-0.127833372
238068,227.816,280.78,0.88,-0.127833372
238319,228.067,280.71,0.81,-0.210721031
238571,228.319,280.71,0.81,-0.210721031
238822,228.57,280.71,0.81,-0.210721031
239073,228.821,280.78,0.88,-0.127833372
239324,229.072,280.71,0.81,-0.210721031
239576,229.324,280.71,0.81,-0.210721031
239826,229.574,280.78,0.88,-0.127833372
240077,229.825,280.71,0.81,-0.210721031
240329,230.077,280.71,0.81,-0.210721031
240580,230.328,280.71,0.81,-0.210721031
240831,230.579,280.71,0.81,-0.210721031
241082,230.83,280.71,0.81,-0.210721031
241334,231.082,280.71,0.81,-0.210721031
241585,231.333,280.78,0.88,-0.127833372
241836,231.584,280.71,0.81,-0.210721031
242087,231.835,280.71,0.81,-0.210721031
242338,232.086,280.78,0.88,-0.127833372
242589,232.337,280.71,0.81,-0.210721031
242840,232.588,280.71,0.81,-0.210721031
243092,232.84,280.71,0.81,-0.210721031
243343,233.091,280.71,0.81,-0.210721031
243594,233.342,280.71,0.81,-0.210721031
243846,233.594,280.65,0.75,-0.287682072
244097,233.845,280.65,0.75,-0.287682072
244347,234.095,280.71,0.81,-0.210721031
244598,234.346,280.71,0.81,-0.210721031
244850,234.598,280.71,0.81,-0.210721031
245101,234.849,280.71,0.81,-0.210721031
245352,235.1,280.65,0.75,-0.287682072
245604,235.352,280.71,0.81,-0.210721031
245855,235.603,280.65,0.75,-0.287682072
246106,235.854,280.65,0.75,-0.287682072
246356,236.104,280.65,0.75,-0.287682072
246608,236.356,280.71,0.81,-0.210721031
246859,236.607,280.71,0.81,-0.210721031
247110,236.858,280.65,0.75,-0.287682072
247362,237.11,280.71,0.81,-0.210721031
247613,237.361,280.65,0.75,-0.287682072
247864,237.612,280.65,0.75,-0.287682072
248115,237.863,280.65,0.75,-0.287682072
248367,238.115,280.65,0.75,-0.287682072
248617,238.365,280.65,0.75,-0.287682072
248868,238.616,280.65,0.75,-0.287682072
249120,238.868,280.65,0.75,-0.287682072
249371,239.119,280.65,0.75,-0.287682072
249622,239.37,280.65,0.75,-0.287682072
249874,239.622,280.65,0.75,-0.287682072
250125,239.873,280.65,0.75,-0.287682072
250376,240.124,280.65,0.75,-0.287682072
250627,240.375,280.65,0.75,-0.287682072
250878,240.626,280.65,0.75,-0.287682072
251129,240.877,280.65,0.75,-0.287682072
251380,241.128,280.59,0.69,-0.371063681
251632,241.38,280.65,0.75,-0.287682072
251883,241.631,280.59,0.69,-0.371063681
252134,241.882,280.59,0.69,-0.371063681
252385,242.133,280.59,0.69,-0.371063681
252637,242.385,280.65,0.75,-0.287682072
252888,242.636,280.65,0.75,-0.287682072
253138,242.886,280.65,0.75,-0.287682072
253390,243.138,280.65,0.75,-0.287682072
253641,243.389,280.65,0.75,-0.287682072
253892,243.64,280.59,0.69,-0.371063681
254143,243.891,280.65,0.75,-0.287682072
254395,244.143,280.59,0.69,-0.371063681
254646,244.394,280.65,0.75,-0.287682072
254897,244.645,280.59,0.69,-0.371063681
255149,244.897,280.59,0.69,-0.371063681
255399,245.147,280.59,0.69,-0.371063681
255650,245.398,280.59,0.69,-0.371063681
255901,245.649,280.59,0.69,-0.371063681
256153,245.901,280.65,0.75,-0.287682072
256404,246.152,280.59,0.69,-0.371063681
256655,246.403,280.65,0.75,-0.287682072
256907,246.655,280.59,0.69,-0.371063681
257158,246.906,280.59,0.69,-0.371063681
257409,247.157,280.53,0.63,-0.46203546
257659,247.407,280.65,0.75,-0.287682072
257911,247.659,280.59,0.69,-0.371063681
258162,247.91,280.59,0.69,-0.371063681
258413,248.161,280.59,0.69,-0.371063681
258665,248.413,280.53,0.63,-0.46203546
258916,248.664,280.53,0.63,-0.46203546
259167,248.915,280.53,0.63,-0.46203546
259418,249.166,280.53,0.63,-0.46203546
259670,249.418,280.59,0.69,-0.371063681
259920,249.668,280.59,0.69,-0.371063681
260171,249.919,280.59,0.69,-0.371063681
260423,250.171,280.59,0.69,-0.371063681
260674,250.422,280.53,0.63,-0.46203546
260925,250.673,280.59,0.69,-0.371063681
261176,250.924,280.53,0.63,-0.46203546
261428,251.176,280.59,0.69,-0.371063681
261679,251.427,280.53,0.63,-0.46203546
261929,251.677,280.53,0.63,-0.46203546
262181,251.929,280.59,0.69,-0.371063681
262432,252.18,280.53,0.63,-0.46203546
262683,252.431,280.46,0.56,-0.579818495
262934,252.682,280.53,0.63,-0.46203546
263186,252.934,280.53,0.63,-0.46203546
263437,253.185,280.53,0.63,-0.46203546
263688,253.436,280.53,0.63,-0.46203546
263940,253.688,280.53,0.63,-0.46203546
264190,253.938,280.53,0.63,-0.46203546
264441,254.189,280.46,0.56,-0.579818495
264692,254.44,280.46,0.56,-0.579818495
264944,254.692,280.46,0.56,-0.579818495
265195,254.943,280.53,0.63,-0.46203546
265446,255.194,280.46,0.56,-0.579818495
265698,255.446,280.46,0.56,-0.579818495
265949,255.697,280.53,0.63,-0.46203546
266200,255.948,280.46,0.56,-0.579818495
266451,256.199,280.46,0.56,-0.579818495
266702,256.45,280.46,0.56,-0.579818495
266953,256.701,280.46,0.56,-0.579818495
267204,256.952,280.46,0.56,-0.579818495
267456,257.204,280.46,0.56,-0.579818495
267707,257.455,280.46,0.56,-0.579818495
267958,257.706,280.53,0.63,-0.46203546
268210,257.958,280.46,0.56,-0.579818495
268461,258.209,280.46,0.56,-0.579818495
268711,258.459,280.46,0.56,-0.579818495
268962,258.71,280.46,0.56,-0.579818495
269214,258.962,280.46,0.56,-0.579818495
269465,259.213,280.46,0.56,-0.579818495
269716,259.464,280.46,0.56,-0.579818495
269968,259.716,280.46,0.56,-0.579818495
270219,259.967,280.46,0.56,-0.579818495
270470,260.218,280.4,0.5,-0.693147181
270721,260.469,280.46,0.56,-0.579818495
270972,260.72,280.46,0.56,-0.579818495
271223,260.971,280.4,0.5,-0.693147181
271474,261.222,280.4,0.5,-0.693147181
271726,261.474,280.46,0.56,-0.579818495
271977,261.725,280.4,0.5,-0.693147181
272228,261.976,280.4,0.5,-0.693147181
272479,262.227,280.46,0.56,-0.579818495
272731,262.479,280.4,0.5,-0.693147181
272982,262.73,280.4,0.5,-0.693147181
273232,262.98,280.46,0.56,-0.579818495
273484,263.232,280.4,0.5,-0.693147181
273735,263.483,280.4,0.5,-0.693147181
273986,263.734,280.4,0.5,-0.693147181
274238,263.986,280.4,0.5,-0.693147181
274489,264.237,280.4,0.5,-0.693147181
274740,264.488,280.4,0.5,-0.693147181
274991,264.739,280.4,0.5,-0.693147181
275243,264.991,280.4,0.5,-0.693147181
275493,265.241,280.4,0.5,-0.693147181
275744,265.492,280.4,0.5,-0.693147181
275996,265.744,280.4,0.5,-0.693147181
276247,265.995,280.4,0.5,-0.693147181
276498,266.246,280.4,0.5,-0.693147181
276749,266.497,280.34,0.44,-0.820980552
277001,266.749,280.4,0.5,-0.693147181
277252,267,280.4,0.5,-0.693147181
277502,267.25,280.4,0.5,-0.693147181
277754,267.502,280.34,0.44,-0.820980552
278005,267.753,280.34,0.44,-0.820980552
278256,268.004,280.34,0.44,-0.820980552
278507,268.255,280.34,0.44,-0.820980552
278759,268.507,280.4,0.5,-0.693147181
279010,268.758,280.34,0.44,-0.820980552
279261,269.009,280.34,0.44,-0.820980552
279513,269.261,280.34,0.44,-0.820980552
279763,269.511,280.34,0.44,-0.820980552
280014,269.762,280.34,0.44,-0.820980552
280265,270.013,280.34,0.44,-0.820980552
280517,270.265,280.34,0.44,-0.820980552
280768,270.516,280.34,0.44,-0.820980552
281019,270.767,280.34,0.44,-0.820980552
281271,271.019,280.34,0.44,-0.820980552
281522,271.27,280.4,0.5,-0.693147181
281773,271.521,280.34,0.44,-0.820980552
282023,271.771,280.34,0.44,-0.820980552
282275,272.023,280.34,0.44,-0.820980552
282526,272.274,280.34,0.44,-0.820980552
282777,272.525,280.34,0.44,-0.820980552
283029,272.777,280.34,0.44,-0.820980552
283280,273.028,280.34,0.44,-0.820980552
283531,273.279,280.34,0.44,-0.820980552
283783,273.531,280.34,0.44,-0.820980552
284034,273.782,280.34,0.44,-0.820980552
284284,274.032,280.34,0.44,-0.820980552
284535,274.283,280.34,0.44,-0.820980552
284787,274.535,280.28,0.38,-0.967584026
285038,274.786,280.34,0.44,-0.820980552
285289,275.037,280.28,0.38,-0.967584026
285541,275.289,280.28,0.38,-0.967584026
285792,275.54,280.34,0.44,-0.820980552
286043,275.791,280.28,0.38,-0.967584026
286294,276.042,280.34,0.44,-0.820980552
286545,276.293,280.34,0.44,-0.820980552
286796,276.544,280.28,0.38,-0.967584026
287047,276.795,280.28,0.38,-0.967584026
287299,277.047,280.34,0.44,-0.820980552
287550,277.298,280.28,0.38,-0.967584026
287801,277.549,280.34,0.44,-0.820980552
288052,277.8,280.28,0.38,-0.967584026
288304,278.052,280.28,0.38,-0.967584026
288555,278.303,280.28,0.38,-0.967584026
288805,278.553,280.34,0.44,-0.820980552
289057,278.805,280.28,0.38,-0.967584026
289308,279.056,280.28,0.38,-0.967584026
289559,279.307,280.28,0.38,-0.967584026
289810,279.558,280.21,0.31,-1.171182982
290062,279.81,280.28,0.38,-0.967584026
290313,280.061,280.28,0.38,-0.967584026
290564,280.312,280.28,0.38,-0.967584026
290816,280.564,280.21,0.31,-1.171182982
291066,280.814,280.28,0.38,-0.967584026
291317,281.065,280.21,0.31,-1.171182982
291569,281.317,280.21,0.31,-1.171182982
291820,281.568,280.28,0.38,-0.967584026
292071,281.819,280.21,0.31,-1.171182982
292322,282.07,280.21,0.31,-1.171182982
292574,282.322,280.28,0.38,-0.967584026
292825,282.573,280.21,0.31,-1.171182982
293075,282.823,280.21,0.31,-1.171182982
293327,283.075,280.28,0.38,-0.967584026
293578,283.326,280.21,0.31,-1.171182982
293829,283.577,280.28,0.38,-0.967584026
294080,283.828,280.21,0.31,-1.171182982
294332,284.08,280.21,0.31,-1.171182982
294583,284.331,280.21,0.31,-1.171182982
294834,284.582,280.21,0.31,-1.171182982
295086,284.834,280.28,0.38,-0.967584026
295336,285.084,280.21,0.31,-1.171182982
295587,285.335,280.21,0.31,-1.171182982
295838,285.586,280.21,0.31,-1.171182982
296090,285.838,280.21,0.31,-1.171182982
296341,286.089,280.21,0.31,-1.171182982
296592,286.34,280.21,0.31,-1.171182982
296844,286.592,280.21,0.31,-1.171182982
297095,286.843,280.21,0.31,-1.171182982
297346,287.094,280.21,0.31,-1.171182982
297596,287.344,280.21,0.31,-1.171182982
297848,287.596,280.21,0.31,-1.171182982
298099,287.847,280.15,0.25,-1.386294361
298350,288.098,280.21,0.31,-1.171182982
298601,288.349,280.21,0.31,-1.171182982
298853,288.601,280.21,0.31,-1.171182982
299104,288.852,280.15,0.25,-1.386294361
299355,289.103,280.21,0.31,-1.171182982
299607,289.355,280.21,0.31,-1.171182982
299857,289.605,280.15,0.25,-1.386294361
300108,289.856,280.15,0.25,-1.386294361
300359,290.107,280.21,0.31,-1.171182982
300611,290.359,280.15,0.25,-1.386294361
300862,290.61,280.15,0.25,-1.386294361
301113,290.861,280.15,0.25,-1.386294361
301365,291.113,280.15,0.25,-1.386294361
301616,291.364,280.21,0.31,-1.171182982
301867,291.615,280.15,0.25,-1.386294361
302117,291.865,280.15,0.25,-1.386294361
302369,292.117,280.15,0.25,-1.386294361
302620,292.368,280.15,0.25,-1.386294361
302871,292.619,280.15,0.25,-1.386294361
303123,292.871,280.15,0.25,-1.386294361
303374,293.122,280.15,0.25,-1.386294361
303625,293.373,280.15,0.25,-1.386294361
303876,293.624,280.15,0.25,-1.386294361
304128,293.876,280.15,0.25,-1.386294361
304378,294.126,280.15,0.25,-1.386294361
304629,294.377,280.15,0.25,-1.386294361
304881,294.629,280.15,0.25,-1.386294361
305132,294.88,280.15,0.25,-1.386294361
305383,295.131,280.15,0.25,-1.386294361
305634,295.382,280.09,0.19,-1.660731207
305886,295.634,280.09,0.19,-1.660731207
306137,295.885,280.09,0.19,-1.660731207
306387,296.135,280.15,0.25,-1.386294361
306639,296.387,280.09,0.19,-1.660731207
306890,296.638,280.15,0.25,-1.386294361
307141,296.889,280.15,0.25,-1.386294361
307392,297.14,280.09,0.19,-1.660731207
307644,297.392,280.15,0.25,-1.386294361
307895,297.643,280.09,0.19,-1.660731207
308146,297.894,280.15,0.25,-1.386294361
308398,298.146,280.09,0.19,-1.660731207
308648,298.396,280.09,0.19,-1.660731207
308899,298.647,280.09,0.19,-1.660731207
309150,298.898,280.09,0.19,-1.660731207
309402,299.15,280.15,0.25,-1.386294361
309653,299.401,280.15,0.25,-1.386294361
309904,299.652,280.15,0.25,-1.386294361
310156,299.904,280.15,0.25,-1.386294361
310407,300.155,280.09,0.19,-1.660731207
310658,300.406,280.15,0.25,-1.386294361
310908,300.656,280.15,0.25,-1.386294361
311160,300.908,280.15,0.25,-1.386294361
311411,301.159,280.15,0.25,-1.386294361
311662,301.41,280.09,0.19,-1.660731207
311914,301.662,280.09,0.19,-1.660731207
312165,301.913,280.15,0.25,-1.386294361
312416,302.164,280.09,0.19,-1.660731207
312667,302.415,280.09,0.19,-1.660731207
312919,302.667,280.15,0.25,-1.386294361
313169,302.917,280.15,0.25,-1.386294361
313420,303.168,280.09,0.19,-1.660731207
313672,303.42,280.15,0.25,-1.386294361
