Date,19/02/2020,Material,Aluminum,,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
44021,349.09,333.28,320.59,310.65,303.4,296.77,293.59,280.34
44158,349.09,333.28,320.59,310.65,303.4,296.84,293.59,280.4
44296,349.02,333.21,320.59,310.65,303.4,296.84,293.59,280.4
44434,349.02,333.21,320.65,310.65,303.4,296.77,293.65,280.34
44571,348.9,333.21,320.65,310.65,303.4,296.77,293.65,280.34
44708,348.9,333.21,320.59,310.65,303.4,296.77,293.65,280.34
44846,348.84,333.15,320.59,310.59,303.4,296.84,293.65,280.34
44983,348.84,333.15,320.59,310.59,303.46,296.84,293.65,280.34
45120,348.77,333.15,320.53,310.65,303.46,296.84,293.65,280.34
45257,348.77,333.09,320.53,310.65,303.46,296.84,293.59,280.34
45394,348.71,333.09,320.53,310.65,303.46,296.84,293.65,280.34
45533,348.65,333.03,320.53,310.65,303.46,296.84,293.65,280.28
45670,348.65,333.03,320.46,310.65,303.46,296.84,293.65,280.28
45807,348.52,333.03,320.46,310.65,303.46,296.84,293.65,280.34
45944,348.52,333.03,320.53,310.65,303.46,296.84,293.65,280.34
46082,348.46,332.96,320.53,310.65,303.46,296.84,293.65,280.34
46219,348.46,332.96,320.53,310.65,303.46,296.84,293.71,280.34
46356,348.4,332.96,320.46,310.65,303.46,296.84,293.71,280.34
46493,348.4,332.84,320.46,310.65,303.46,296.84,293.71,280.34
46631,348.34,332.84,320.46,310.59,303.46,296.84,293.65,280.34
46769,348.34,332.84,320.46,310.59,303.46,296.84,293.65,280.34
46906,348.21,332.84,320.46,310.65,303.46,296.84,293.65,280.34
47043,348.09,332.78,320.46,310.65,303.46,296.9,293.65,280.34
47180,348.09,332.78,320.46,310.65,303.46,296.9,293.65,280.34
47318,348.02,332.78,320.4,310.65,303.46,296.9,293.65,280.34
47455,348.02,332.71,320.4,310.59,303.46,296.9,293.65,280.34
47592,347.96,332.71,320.4,310.59,303.46,296.9,293.71,280.34
47730,347.96,332.71,320.4,310.65,303.46,296.9,293.71,280.34
47867,347.84,332.71,320.4,310.65,303.46,296.9,293.71,280.34
48005,347.84,332.65,320.4,310.59,303.52,296.9,293.71,280.34
48142,347.84,332.65,320.4,310.59,303.52,296.9,293.77,280.34
48279,347.71,332.59,320.34,310.65,303.46,296.9,293.77,280.4
48416,347.71,332.53,320.34,310.65,303.46,296.9,293.71,280.4
48553,347.65,332.53,320.4,310.65,303.46,296.9,293.71,280.4
48691,347.65,332.53,320.4,310.65,303.46,296.9,293.71,280.34
48828,347.59,332.53,320.34,310.65,303.46,296.9,293.71,280.34
48966,347.59,332.53,320.34,310.59,303.46,296.9,293.71,280.34
49103,347.46,332.53,320.34,310.59,303.46,296.96,293.77,280.34
49241,347.46,332.4,320.34,310.59,303.46,296.96,293.77,280.4
49378,347.4,332.4,320.34,310.59,303.46,296.9,293.77,280.34
49515,347.4,332.34,320.34,310.65,303.46,296.9,293.77,280.34
49652,347.27,332.4,320.34,310.65,303.46,296.9,293.71,280.34
49789,347.27,332.4,320.28,310.65,303.52,296.96,293.71,280.34
49927,347.27,332.28,320.28,310.65,303.52,296.96,293.77,280.4
50065,347.21,332.28,320.28,310.65,303.52,296.96,293.77,280.34
50202,347.21,332.28,320.28,310.65,303.52,296.96,293.77,280.34
50339,347.09,332.28,320.28,310.65,303.52,296.96,293.77,280.34
50477,347.09,332.28,320.21,310.65,303.52,296.96,293.77,280.34
50614,347.02,332.15,320.21,310.59,303.52,296.9,293.77,280.34
50751,347.02,332.15,320.28,310.59,303.52,296.96,293.77,280.34
50888,346.96,332.15,320.28,310.59,303.52,296.96,293.77,280.4
51025,346.84,332.15,320.21,310.59,303.52,296.96,293.77,280.34
