Date,19/02/2020,Material,Aluminum
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
0.0,329.46,311.53,300.9,293.21,288.21,285.09,283.84,280.09
-80.994,331.65,313.21,302.02,294.15,288.9,285.65,284.34,280.09
-79.621,331.84,313.4,302.15,294.27,288.96,285.78,284.34,280.09
-78.248,331.9,313.53,302.34,294.4,289.03,285.71,284.4,280.15
-76.874,332.03,313.65,302.4,294.46,289.09,285.84,284.46,280.09
-75.5,332.09,313.71,302.52,294.52,289.21,285.84,284.53,280.21
-74.127,332.09,313.9,302.71,294.65,289.27,285.9,284.53,280.15
-72.754,332.03,314.03,302.77,294.71,289.34,285.96,284.59,280.15
-71.381,331.96,314.09,302.84,294.84,289.4,285.96,284.59,280.21
-70.008,331.9,314.21,303.02,294.9,289.52,286.09,284.65,280.21
-68.635,331.71,314.28,303.15,295.02,289.52,286.15,284.78,280.21
-67.261,331.53,314.34,303.21,295.09,289.59,286.15,284.78,280.15
-65.888,331.34,314.4,303.34,295.15,289.71,286.21,284.78,280.21
-64.515,331.21,314.46,303.4,295.21,289.77,286.28,284.84,280.21
-63.142,331.03,314.46,303.46,295.34,289.77,286.34,284.84,280.15
-61.768,330.78,314.4,303.59,295.46,289.9,286.34,284.9,280.21
-60.394,330.59,314.46,303.65,295.52,289.96,286.46,284.9,280.15
-59.021,330.34,314.46,303.71,295.52,290.02,286.46,284.96,280.21
-57.648,330.09,314.46,303.77,295.59,290.09,286.53,284.9,280.21
-56.275,329.84,314.4,303.84,295.71,290.15,286.53,285.03,280.15
-54.902,329.53,314.34,303.9,295.77,290.21,286.59,285.09,280.21
-53.528,329.28,314.34,303.9,295.84,290.27,286.71,285.09,280.21
-52.155,329.03,314.21,303.9,295.9,290.34,286.71,285.15,280.21
-50.782,328.78,314.21,303.96,295.96,290.46,286.78,285.15,280.21
-49.409,328.4,314.09,303.96,296.02,290.52,286.78,285.21,280.28
-48.035,328.21,313.96,303.96,296.09,290.52,286.84,285.28,280.28
-46.662,327.9,313.9,304.02,296.21,290.65,286.9,285.28,280.28
-45.288,327.59,313.84,304.02,296.21,290.65,286.96,285.34,280.21
-43.915,327.34,313.71,304.02,296.34,290.77,286.96,285.34,280.28
-42.542,327.03,313.65,304.02,296.34,290.84,287.09,285.4,280.28
-41.169,326.78,313.46,304.02,296.4,290.84,287.09,285.46,280.28
-39.796,326.46,313.4,303.96,296.4,290.96,287.15,285.4,280.21
-38.421,326.21,313.28,304.02,296.46,290.96,287.15,285.53,280.28
-37.048,325.84,313.15,303.96,296.46,291.02,287.21,285.46,280.21
-35.675,325.53,313.03,303.96,296.59,291.09,287.28,285.59,280.34
-34.302,325.21,312.96,303.96,296.59,291.15,287.34,285.59,280.21
-32.929,324.9,312.78,303.9,296.59,291.21,287.34,285.65,280.28
-31.555,324.65,312.65,303.9,296.65,291.27,287.4,285.65,280.28
-30.182,324.28,312.53,303.84,296.65,291.34,287.46,285.65,280.28
-28.809,324.03,312.4,303.84,296.65,291.34,287.46,285.71,280.28
-27.435,323.78,312.21,303.77,296.65,291.46,287.53,285.71,280.28
-26.062,323.4,312.15,303.71,296.65,291.46,287.59,285.78,280.21
-24.689,323.21,312.03,303.65,296.71,291.52,287.65,285.84,280.28
-23.315,322.78,311.84,303.59,296.71,291.59,287.65,285.84,280.28
-21.942,322.53,311.78,303.52,296.77,291.59,287.71,285.9,280.28
-20.568,322.21,311.59,303.52,296.84,291.65,287.78,285.96,280.28
-19.195,321.96,311.4,303.46,296.77,291.71,287.84,285.96,280.34
-17.822,321.59,311.34,303.4,296.77,291.71,287.84,286.03,280.34
-16.448,321.28,311.09,303.34,296.77,291.71,287.9,286.03,280.34
-15.075,321.03,310.9,303.34,296.77,291.84,287.9,286.09,280.28
-13.702,320.71,310.78,303.21,296.77,291.84,287.96,286.09,280.28
-12.328,320.4,310.65,303.15,296.84,291.84,288.03,286.15,280.34
-10.955,320.15,310.46,303.02,296.77,291.9,288.03,286.15,280.28
-9.581,319.96,310.34,303.02,296.71,291.96,288.15,286.21,280.28
