Date,01/02/2020,Material,Brass,3min18s,,,,
191046,349.09,302.71,290.65,288.21,286.03,285.4,284.84,284.71
191183,349.09,302.71,290.65,288.21,286.03,285.4,284.84,284.71
191321,349.02,302.71,290.65,288.28,286.03,285.4,284.84,284.78
191458,349.02,302.71,290.71,288.28,286.03,285.4,284.84,284.78
191595,348.96,302.77,290.71,288.21,286.03,285.4,284.84,284.71
191733,348.96,302.77,290.65,288.21,286.03,285.34,284.84,284.71
191870,348.9,302.77,290.65,288.28,286.03,285.34,284.84,284.71
192008,348.9,302.77,290.71,288.28,286.03,285.34,284.9,284.71
192145,348.84,302.77,290.65,288.28,286.03,285.34,284.9,284.71
192282,348.84,302.77,290.65,288.28,286.03,285.34,284.84,284.71
192420,348.77,302.77,290.71,288.28,286.03,285.34,284.84,284.71
192558,348.71,302.77,290.71,288.28,286.03,285.34,284.9,284.71
192695,348.71,302.77,290.65,288.28,286.03,285.34,284.9,284.71
192832,348.65,302.77,290.65,288.28,286.03,285.34,284.84,284.71
192969,348.65,302.77,290.71,288.28,285.96,285.4,284.84,284.71
193107,348.52,302.77,290.71,288.28,285.96,285.4,284.84,284.71
193245,348.52,302.77,290.71,288.28,286.03,285.4,284.84,284.71
193382,348.52,302.77,290.65,288.28,285.96,285.4,284.84,284.71
193519,348.52,302.77,290.65,288.28,285.96,285.4,284.84,284.71
193656,348.46,302.77,290.71,288.28,286.03,285.4,284.84,284.71
193795,348.46,302.84,290.71,288.28,286.03,285.34,284.9,284.71
193932,348.4,302.84,290.71,288.28,285.96,285.34,284.9,284.71
194069,348.34,302.84,290.71,288.28,285.96,285.34,284.84,284.71
194206,348.34,302.84,290.65,288.28,286.03,285.34,284.84,284.71
194343,348.21,302.84,290.65,288.28,286.03,285.34,284.84,284.71
194482,348.21,302.84,290.65,288.28,286.03,285.34,284.84,284.71
194619,348.21,302.84,290.65,288.28,286.03,285.34,284.84,284.71
194756,348.21,302.9,290.65,288.28,286.03,285.34,284.84,284.71
194893,348.15,302.84,290.71,288.28,286.03,285.34,284.84,284.71
195031,348.15,302.84,290.71,288.34,286.03,285.34,284.84,284.71
195168,348.02,302.84,290.71,288.34,286.09,285.34,284.84,284.71
195306,348.02,302.84,290.65,288.28,286.09,285.34,284.9,284.71
195443,348.02,302.9,290.65,288.28,286.03,285.4,284.9,284.71
195580,348.02,302.9,290.65,288.34,286.03,285.4,284.84,284.71
195718,347.96,302.9,290.65,288.34,286.03,285.4,284.9,284.71
195855,347.9,302.9,290.71,288.34,286.03,285.4,284.9,284.71
195993,347.9,302.9,290.71,288.34,286.03,285.4,284.84,284.71
196130,347.84,302.9,290.71,288.34,286.03,285.4,284.84,284.71
196268,347.84,302.9,290.71,288.34,286.03,285.34,284.84,284.71
196405,347.77,302.9,290.71,288.34,286.03,285.34,284.84,284.71
196542,347.77,302.9,290.71,288.34,286.03,285.34,284.84,284.71
196680,347.71,302.9,290.71,288.34,286.09,285.34,284.84,284.71
196817,347.71,302.9,290.71,288.34,286.09,285.34,284.9,284.65
196955,347.59,302.96,290.71,288.34,285.96,285.34,284.9,284.71
197092,347.59,302.96,290.71,288.34,285.96,285.34,284.9,284.71
197229,347.52,302.96,290.71,288.34,286.03,285.4,284.84,284.71
197367,347.52,302.96,290.71,288.34,286.03,285.4,284.84,284.71
197505,347.46,302.96,290.71,288.34,286.03,285.4,284.84,284.71
197642,347.4,303.02,290.71,288.34,286.03,285.4,284.84,284.71
197779,347.4,303.02,290.65,288.34,286.03,285.4,284.84,284.71
197916,347.34,303.09,290.65,288.34,286.03,285.4,284.84,284.71
198054,347.34,303.09,290.71,288.34,286.03,285.34,284.84,284.65
198192,347.27,303.02,290.71,288.34,286.03,285.4,284.84,284.65
198329,347.27,303.02,290.71,288.34,286.03,285.4,284.84,284.65
198466,347.21,303.02,290.71,288.34,286.03,285.34,284.84,284.78
198603,347.21,303.02,290.71,288.34,286.03,285.34,284.84,284.78
198742,347.09,303.02,290.71,288.34,286.03,285.4,284.84,284.71
198879,347.09,303.09,290.71,288.34,286.03,285.4,284.84,284.71
199016,347.02,303.09,290.77,288.34,286.09,285.34,284.84,284.71
199153,346.9,303.09,290.77,288.34,286.09,285.34,284.84,284.71
199290,346.9,303.09,290.71,288.34,285.96,285.34,284.84,284.71
199429,346.84,303.09,290.71,288.34,285.96,285.34,284.84,284.71
199566,346.84,303.09,290.71,288.34,286.03,285.46,284.84,284.71
199703,346.77,303.09,290.71,288.34,286.03,285.34,284.84,284.71
199840,346.77,303.15,290.71,288.34,286.09,285.34,284.84,284.71
199977,346.59,303.15,290.71,288.4,286.03,285.4,284.84,284.78
200115,346.59,303.15,290.71,288.4,286.03,285.4,284.84,284.78
200253,346.46,303.15,290.71,288.4,286.03,285.34,284.84,284.65
200390,346.46,303.15,290.71,288.4,286.03,285.34,284.84,284.71
200527,346.4,303.15,290.71,288.34,286.03,285.4,284.84,284.71
200665,346.4,303.15,290.77,288.34,286.03,285.4,284.84,284.65
200802,346.34,303.15,290.77,288.4,286.03,285.4,284.84,284.65
200940,346.27,303.15,290.77,288.4,286.03,285.4,284.84,284.65
201077,346.27,303.15,290.77,288.34,286.03,285.34,284.84,284.65
201214,346.21,303.15,290.77,288.34,286.03,285.4,284.84,284.71
201352,346.21,303.21,290.77,288.4,286.09,285.4,284.84,284.71
201489,346.21,303.21,290.71,288.34,286.03,285.4,284.84,284.71
201627,346.21,303.21,290.71,288.34,286.03,285.4,284.84,284.71
201764,346.15,303.21,290.71,288.4,286.09,285.34,284.84,284.71
201902,346.15,303.21,290.77,288.4,286.09,285.34,284.84,284.71
202039,346.09,303.21,290.77,288.4,286.09,285.4,284.84,284.71
202176,346.09,303.21,290.77,288.4,286.09,285.4,284.84,284.71
202313,345.96,303.21,290.77,288.4,286.03,285.4,284.84,284.71
202451,345.9,303.21,290.77,288.4,286.03,285.34,284.84,284.71
202589,345.9,303.21,290.77,288.34,286.09,285.34,284.84,284.71
202726,345.84,303.21,290.77,288.34,286.09,285.34,284.84,284.71
202863,345.84,303.21,290.77,288.4,286.03,285.34,284.84,284.71
203000,345.77,303.27,290.77,288.4,286.09,285.34,284.84,284.71
203139,345.77,303.27,290.77,288.4,286.09,285.34,284.84,284.71
203276,345.71,303.21,290.77,288.4,286.03,285.34,284.84,284.71
203413,345.71,303.27,290.77,288.4,286.03,285.34,284.84,284.71
203550,345.65,303.27,290.77,288.4,286.03,285.34,284.84,284.71
203687,345.65,303.27,290.77,288.4,286.03,285.34,284.84,284.71
203826,345.59,303.27,290.77,288.4,286.03,285.34,284.84,284.71
203963,345.59,303.27,290.77,288.4,286.03,285.34,284.84,284.71
204100,345.46,303.27,290.84,288.4,286.03,285.34,284.84,284.71
204237,345.4,303.34,290.84,288.4,286.03,285.4,284.84,284.71
204375,345.4,303.34,290.77,288.4,286.03,285.4,284.84,284.65
204513,345.34,303.34,290.77,288.4,286.03,285.34,284.84,284.65
204650,345.34,303.34,290.77,288.4,286.03,285.34,284.84,284.71
204787,345.27,303.34,290.77,288.4,286.03,285.34,284.84,284.71
204924,345.27,303.34,290.77,288.46,286.03,285.34,284.84,284.71
205062,345.15,303.34,290.84,288.46,286.03,285.4,284.84,284.71
205200,345.15,303.34,290.84,288.46,286.03,285.34,284.84,284.71
205337,345.15,303.34,290.77,288.46,286.09,285.34,284.84,284.65
205474,345.15,303.4,290.77,288.4,286.09,285.34,284.84,284.65
205612,345.15,303.34,290.77,288.4,286.09,285.34,284.84,284.65
205749,344.96,303.34,290.84,288.46,286.09,285.34,284.84,284.65
205887,344.96,303.4,290.84,288.46,286.09,285.34,284.84,284.71
206024,344.9,303.4,290.77,288.46,286.09,285.4,284.84,284.71
206161,344.9,303.46,290.77,288.46,286.09,285.4,284.84,284.71
206299,344.84,303.46,290.77,288.46,286.09,285.34,284.84,284.71
206436,344.84,303.46,290.77,288.46,286.09,285.34,284.84,284.71
206574,344.77,303.46,290.84,288.46,286.09,285.4,284.84,284.71
206711,344.77,303.46,290.84,288.46,286.09,285.34,284.84,284.71
206849,344.65,303.46,290.84,288.46,286.15,285.34,284.84,284.71
206986,344.65,303.46,290.77,288.46,286.15,285.34,284.84,284.71
207123,344.52,303.46,290.77,288.46,286.03,285.34,284.84,284.65
207261,344.52,303.46,290.77,288.46,286.03,285.34,284.84,284.71
207398,344.46,303.46,290.77,288.46,286.09,285.34,284.84,284.71
207536,344.4,303.46,290.84,288.46,286.09,285.4,284.84,284.71
207673,344.4,303.52,290.84,288.46,286.09,285.4,284.84,284.71
207810,344.34,303.52,290.84,288.46,286.09,285.4,284.84,284.78
207948,344.34,303.52,290.84,288.46,286.09,285.4,284.84,284.78
208086,344.21,303.52,290.84,288.53,286.15,285.34,284.84,284.71
208223,344.21,303.52,290.84,288.53,286.15,285.4,284.84,284.71
208360,344.21,303.52,290.84,288.46,286.09,285.4,284.84,284.71
208497,344.21,303.52,290.84,288.46,286.09,285.34,284.84,284.71
208634,344.09,303.59,290.84,288.53,286.09,285.34,284.84,284.71
208773,344.09,303.59,290.84,288.53,286.09,285.34,284.84,284.71
208910,344.02,303.59,290.84,288.46,286.09,285.34,284.84,284.71
209047,343.9,303.59,290.84,288.46,286.09,285.4,284.84,284.71
209184,343.9,303.59,290.84,288.46,286.09,285.4,284.84,284.71
209321,343.84,303.59,290.84,288.46,286.09,285.4,284.84,284.78
209460,343.84,303.59,290.84,288.53,286.09,285.4,284.84,284.71
209597,343.77,303.59,290.84,288.53,286.15,285.4,284.84,284.71
209734,343.77,303.59,290.84,288.53,286.15,285.4,284.84,284.71
209871,343.65,303.59,290.84,288.53,286.09,285.4,284.84,284.71
210009,343.65,303.65,290.84,288.46,286.09,285.4,284.9,284.71
210147,343.52,303.65,290.84,288.53,286.09,285.4,284.9,284.71
210284,343.52,303.65,290.84,288.53,286.09,285.34,284.84,284.71
210421,343.46,303.65,290.84,288.53,286.09,285.34,284.84,284.71
210558,343.34,303.71,290.84,288.53,286.09,285.34,284.84,284.71
210696,343.34,303.71,290.84,288.53,286.15,285.34,284.84,284.71
210834,343.27,303.65,290.84,288.53,286.15,285.34,284.84,284.71
210971,343.27,303.65,290.84,288.59,286.09,285.4,284.84,284.71
211108,343.21,303.65,290.84,288.59,286.09,285.4,284.84,284.71
211246,343.21,303.71,290.84,288.53,286.09,285.34,284.84,284.71
211383,343.09,303.71,290.9,288.53,286.09,285.34,284.84,284.71
211521,343.09,303.71,290.9,288.53,286.09,285.34,284.84,284.71
211658,342.96,303.71,290.84,288.53,286.15,285.34,284.84,284.65
211795,342.96,303.71,290.84,288.53,286.15,285.34,284.84,284.65
211933,342.84,303.71,290.84,288.53,286.09,285.34,284.84,284.65
212070,342.84,303.71,290.84,288.53,286.09,285.4,284.84,284.65
212208,342.71,303.71,290.84,288.53,286.09,285.4,284.84,284.71
212345,342.59,303.71,290.77,288.59,286.09,285.4,284.84,284.71
212483,342.59,303.71,290.77,288.59,286.09,285.4,284.84,284.65
212620,342.46,303.71,290.84,288.59,286.09,285.4,284.84,284.65
212757,342.46,303.71,290.84,288.59,286.09,285.34,284.84,284.65
212895,342.4,303.71,290.84,288.59,286.15,285.34,284.84,284.65
213032,342.4,303.71,290.84,288.53,286.15,285.4,284.84,284.65
213170,342.21,303.77,290.84,288.53,286.09,285.4,284.84,284.71
213307,342.21,303.77,290.84,288.53,286.09,285.4,284.84,284.71
213444,342.09,303.71,290.84,288.53,286.09,285.4,284.84,284.71
213581,342.09,303.71,290.77,288.59,286.09,285.4,284.9,284.71
213720,341.96,303.71,290.77,288.59,286.15,285.4,284.9,284.71
213857,341.77,303.71,290.84,288.53,286.15,285.34,284.84,284.71
213994,341.77,303.77,290.84,288.53,286.15,285.34,284.84,284.71
214131,341.71,303.77,290.84,288.59,286.15,285.34,284.84,284.71
214268,341.71,303.77,290.84,288.59,286.15,285.4,284.84,284.71
214407,341.59,303.77,290.84,288.59,286.09,285.4,284.84,284.71
214544,341.59,303.77,290.84,288.59,286.09,285.34,284.84,284.71
214681,341.46,303.77,290.84,288.59,286.09,285.34,284.84,284.65
214818,341.46,303.77,290.84,288.59,286.09,285.34,284.84,284.65
214956,341.34,303.77,290.84,288.59,286.15,285.34,284.84,284.65
215094,341.34,303.77,290.84,288.59,286.15,285.34,284.84,284.71
215231,341.21,303.77,290.84,288.59,286.15,285.34,284.84,284.71
215368,341.02,303.77,290.84,288.59,286.15,285.34,284.84,284.71
215505,341.02,303.77,290.84,288.53,286.15,285.34,284.84,284.71
215643,340.96,303.77,290.84,288.53,286.15,285.34,284.84,284.65
215781,340.96,303.77,290.84,288.53,286.09,285.34,284.84,284.65
215918,340.84,303.77,290.84,288.59,286.09,285.34,284.84,284.65
216055,340.84,303.77,290.77,288.59,286.09,285.4,284.84,284.65
216193,340.65,303.77,290.77,288.59,286.15,285.4,284.84,284.71
216330,340.65,303.77,290.77,288.59,286.15,285.4,284.84,284.71
216468,340.52,303.77,290.84,288.59,286.15,285.4,284.84,284.71
216605,340.52,303.77,290.84,288.59,286.15,285.34,284.84,284.65
216742,340.4,303.77,290.77,288.59,286.09,285.34,284.84,284.65
216880,340.4,303.77,290.77,288.59,286.09,285.34,284.84,284.65
217017,340.21,303.77,290.77,288.59,286.15,285.34,284.84,284.65
217154,340.02,303.71,290.77,288.59,286.15,285.34,284.84,284.65
217292,340.02,303.77,290.77,288.53,286.09,285.34,284.9,284.65
217430,339.84,303.77,290.77,288.53,286.09,285.34,284.9,284.65
217567,339.84,303.77,290.77,288.59,286.09,285.4,284.84,284.71
217704,339.65,303.77,290.77,288.59,286.09,285.4,284.84,284.71
217841,339.65,303.71,290.77,288.53,286.09,285.34,284.84,284.65
217979,339.52,303.71,290.77,288.53,286.15,285.34,284.84,284.65
218117,339.52,303.71,290.77,288.59,286.15,285.34,284.84,284.65
218254,339.34,303.71,290.84,288.59,286.09,285.4,284.84,284.65
218391,339.34,303.71,290.84,288.59,286.09,285.4,284.84,284.65
218528,339.21,303.71,290.84,288.59,286.09,285.34,284.84,284.65
218667,338.96,303.71,290.84,288.59,286.09,285.34,284.84,284.65
218804,338.96,303.71,290.84,288.59,286.15,285.4,284.84,284.65
218941,338.77,303.71,290.77,288.59,286.15,285.4,284.84,284.65
219078,338.77,303.65,290.77,288.59,286.09,285.34,284.84,284.65
219215,338.65,303.65,290.77,288.59,286.09,285.34,284.84,284.65
219354,338.65,303.65,290.77,288.59,286.09,285.34,284.84,284.65
219491,338.46,303.65,290.77,288.59,286.15,285.34,284.84,284.59
219628,338.46,303.65,290.84,288.59,286.15,285.34,284.84,284.59
219765,338.27,303.65,290.84,288.59,286.09,285.4,284.84,284.65
219902,338.27,303.65,290.77,288.53,286.09,285.4,284.84,284.65
220041,338.09,303.59,290.77,288.53,286.09,285.34,284.84,284.65
220178,337.96,303.59,290.77,288.59,286.09,285.34,284.84,284.65
220315,337.96,303.59,290.77,288.59,286.09,285.28,284.84,284.65
220452,337.77,303.59,290.77,288.59,286.09,285.28,284.84,284.65
220590,337.77,303.59,290.77,288.59,286.09,285.34,284.84,284.65
220728,337.59,303.59,290.77,288.59,286.09,285.34,284.84,284.65
220865,337.59,303.59,290.77,288.59,286.09,285.34,284.84,284.65
221002,337.4,303.52,290.77,288.53,286.09,285.34,284.84,284.65
221139,337.4,303.52,290.77,288.53,286.09,285.34,284.84,284.65
221277,337.21,303.59,290.77,288.59,286.15,285.34,284.84,284.71
221415,337.21,303.52,290.77,288.59,286.15,285.34,284.84,284.71
221552,337.09,303.52,290.77,288.53,286.15,285.34,284.78,284.65
221689,336.9,303.52,290.77,288.53,286.15,285.34,284.78,284.65
221827,336.9,303.52,290.77,288.53,286.09,285.34,284.84,284.65
221964,336.78,303.59,290.77,288.53,286.09,285.34,284.84,284.65
222102,336.78,303.59,290.77,288.53,286.09,285.34,284.84,284.65
222239,336.65,303.52,290.77,288.59,286.09,285.34,284.84,284.65
222376,336.65,303.52,290.77,288.59,286.15,285.34,284.84,284.65
222514,336.46,303.52,290.77,288.59,286.09,285.34,284.84,284.65
222651,336.46,303.52,290.77,288.59,286.09,285.34,284.84,284.65
222789,336.34,303.52,290.77,288.59,286.09,285.34,284.84,284.65
222926,336.34,303.52,290.77,288.59,286.09,285.34,284.84,284.65
223064,336.15,303.52,290.77,288.53,286.09,285.34,284.84,284.65
223201,336.03,303.52,290.77,288.53,286.09,285.34,284.84,284.65
223338,336.03,303.52,290.77,288.59,286.09,285.34,284.84,284.65
223476,335.84,303.52,290.71,288.59,286.09,285.34,284.84,284.65
223613,335.84,303.52,290.71,288.53,286.09,285.34,284.9,284.65
223751,335.71,303.52,290.77,288.53,286.09,285.34,284.84,284.65
223888,335.71,303.52,290.77,288.59,286.15,285.34,284.84,284.65
224025,335.59,303.52,290.71,288.59,286.15,285.34,284.78,284.65
224163,335.59,303.46,290.71,288.59,286.15,285.34,284.78,284.59
224301,335.4,303.46,290.71,288.59,286.09,285.34,284.84,284.59
224438,335.4,303.52,290.71,288.59,286.09,285.34,284.84,284.65
224575,335.34,303.46,290.71,288.59,286.09,285.34,284.84,284.65
224712,335.15,303.46,290.77,288.59,286.09,285.34,284.84,284.65
224850,335.15,303.52,290.77,288.59,286.15,285.34,284.78,284.65
224988,335.03,303.52,290.71,288.59,286.15,285.34,284.78,284.65
225125,335.03,303.46,290.71,288.59,286.09,285.34,284.84,284.65
225262,334.9,303.46,290.71,288.59,286.09,285.34,284.84,284.65
225399,334.9,303.46,290.71,288.59,286.15,285.34,284.84,284.65
225537,334.78,303.46,290.71,288.59,286.09,285.34,284.78,284.65
225675,334.78,303.46,290.71,288.59,286.09,285.34,284.78,284.65
225812,334.59,303.46,290.71,288.59,286.09,285.34,284.84,284.65
225949,334.59,303.46,290.77,288.59,286.09,285.34,284.84,284.65
226086,334.46,303.46,290.77,288.59,286.09,285.34,284.84,284.65
226224,334.4,303.46,290.71,288.59,286.09,285.34,284.84,284.65
226362,334.4,303.46,290.71,288.59,286.15,285.4,284.84,284.65
226499,334.21,303.46,290.71,288.59,286.15,285.4,284.78,284.65
226636,334.21,303.46,290.71,288.59,286.15,285.34,284.78,284.65
226774,334.09,303.46,290.71,288.59,286.15,285.34,284.78,284.65
226911,334.09,303.46,290.77,288.59,286.09,285.34,284.78,284.65
227049,334.03,303.46,290.77,288.65,286.09,285.34,284.78,284.65
227186,334.03,303.46,290.71,288.65,286.15,285.34,284.78,284.65
227323,333.9,303.46,290.71,288.65,286.15,285.34,284.84,284.65
227461,333.9,303.46,290.77,288.59,286.15,285.34,284.84,284.59
227598,333.78,303.46,290.71,288.59,286.15,285.34,284.78,284.59
227736,333.65,303.46,290.71,288.65,286.15,285.34,284.78,284.59
227873,333.65,303.46,290.71,288.65,286.15,285.34,284.84,284.65
228011,333.53,303.46,290.71,288.65,286.15,285.34,284.78,284.65
228148,333.53,303.46,290.77,288.65,286.15,285.34,284.78,284.59
228285,333.4,303.46,290.77,288.65,286.15,285.4,284.84,284.59
228423,333.4,303.46,290.71,288.65,286.15,285.4,284.84,284.65
228560,333.28,303.46,290.71,288.65,286.15,285.34,284.84,284.65
228698,333.28,303.46,290.71,288.65,286.09,285.34,284.84,284.65
228835,333.15,303.46,290.71,288.65,286.15,285.34,284.78,284.65
228972,333.15,303.4,290.71,288.65,286.15,285.34,284.78,284.65
229110,333.03,303.4,290.77,288.65,286.15,285.4,284.78,284.65
229248,332.96,303.46,290.77,288.65,286.15,285.4,284.78,284.65
229385,332.96,303.46,290.71,288.59,286.15,285.34,284.78,284.65
229522,332.78,303.4,290.71,288.59,286.15,285.34,284.78,284.65
229659,332.78,303.4,290.71,288.65,286.15,285.34,284.78,284.65
229796,332.65,303.4,290.77,288.65,286.15,285.34,284.84,284.65
229935,332.65,303.4,290.77,288.65,286.21,285.34,284.84,284.65
230072,332.53,303.4,290.71,288.65,286.21,285.34,284.78,284.59
230209,332.53,303.4,290.71,288.71,286.09,285.34,284.78,284.59
230346,332.4,303.4,290.71,288.71,286.09,285.34,284.78,284.65
230483,332.4,303.4,290.71,288.65,286.15,285.34,284.78,284.65
230622,332.28,303.4,290.71,288.65,286.15,285.34,284.84,284.59
230759,332.09,303.4,290.71,288.65,286.15,285.34,284.78,284.59
230896,332.09,303.4,290.71,288.65,286.15,285.34,284.78,284.59
231033,332.03,303.4,290.77,288.65,286.15,285.34,284.78,284.71
231171,332.03,303.4,290.77,288.71,286.15,285.34,284.78,284.71
231309,331.84,303.4,290.71,288.71,286.15,285.34,284.78,284.59
231446,331.84,303.4,290.71,288.71,286.15,285.34,284.78,284.59
231583,331.78,303.4,290.71,288.71,286.15,285.34,284.84,284.65
231720,331.78,303.34,290.71,288.65,286.15,285.34,284.84,284.65
231858,331.59,303.34,290.71,288.65,286.15,285.34,284.84,284.65
231996,331.59,303.34,290.65,288.71,286.15,285.34,284.84,284.65
232133,331.53,303.4,290.65,288.71,286.15,285.34,284.84,284.65
232270,331.34,303.4,290.71,288.71,286.15,285.34,284.78,284.59
232408,331.34,303.34,290.71,288.71,286.15,285.34,284.78,284.59
232545,331.21,303.34,290.77,288.71,286.15,285.34,284.84,284.65
232683,331.21,303.34,290.77,288.71,286.15,285.34,284.84,284.65
232820,331.09,303.34,290.77,288.71,286.15,285.34,284.84,284.65
232957,331.09,303.34,290.71,288.71,286.15,285.34,284.84,284.65
233095,330.96,303.34,290.71,288.71,286.15,285.34,284.84,284.59
233232,330.96,303.34,290.71,288.71,286.21,285.34,284.84,284.65
233369,330.84,303.34,290.71,288.71,286.21,285.34,284.78,284.65
233507,330.84,303.34,290.71,288.71,286.15,285.34,284.78,284.65
233645,330.78,303.34,290.71,288.71,286.15,285.34,284.78,284.65
233782,330.59,303.34,290.71,288.71,286.15,285.34,284.78,284.65
233919,330.59,303.27,290.71,288.71,286.21,285.34,284.78,284.65
234056,330.46,303.27,290.71,288.71,286.21,285.34,284.78,284.59
234194,330.46,303.27,290.71,288.71,286.15,285.34,284.78,284.59
234332,330.4,303.27,290.71,288.71,286.15,285.34,284.78,284.65
234469,330.4,303.27,290.71,288.71,286.15,285.34,284.78,284.65
234606,330.28,303.34,290.71,288.71,286.15,285.34,284.78,284.65
234743,330.28,303.34,290.77,288.71,286.15,285.34,284.78,284.65
234882,330.09,303.27,290.71,288.71,286.15,285.34,284.84,284.65
235019,330.03,303.27,290.71,288.71,286.21,285.34,284.78,284.59
235156,330.03,303.27,290.71,288.71,286.21,285.34,284.78,284.59
235293,329.9,303.21,290.71,288.71,286.09,285.28,284.78,284.59
235430,329.9,303.21,290.65,288.71,286.15,285.28,284.78,284.65
235569,329.78,303.27,290.65,288.71,286.15,285.34,284.84,284.65
235706,329.78,303.27,290.65,288.71,286.15,285.34,284.84,284.65
235843,329.71,303.21,290.65,288.71,286.15,285.28,284.78,284.65
235980,329.71,303.21,290.65,288.71,286.15,285.28,284.78,284.59
236118,329.53,303.27,290.65,288.71,286.15,285.34,284.78,284.59
236256,329.53,303.15,290.65,288.78,286.15,285.34,284.78,284.59
236393,329.4,303.15,290.71,288.71,286.15,285.34,284.84,284.59
236530,329.28,303.21,290.71,288.71,286.15,285.28,284.78,284.65
236667,329.28,303.21,290.71,288.71,286.15,285.28,284.78,284.59
236805,329.21,303.21,290.71,288.71,286.15,285.28,284.78,284.59
236943,329.21,303.21,290.71,288.71,286.15,285.28,284.78,284.59
237080,329.09,303.21,290.71,288.71,286.15,285.4,284.84,284.59
237217,329.09,303.21,290.71,288.71,286.15,285.4,284.84,284.59
237355,328.96,303.15,290.71,288.71,286.15,285.28,284.78,284.59
237492,328.96,303.15,290.71,288.71,286.15,285.28,284.78,284.65
237629,328.84,303.15,290.65,288.71,286.15,285.28,284.78,284.65
237767,328.84,303.15,290.65,288.71,286.15,285.28,284.78,284.59
237904,328.71,303.15,290.71,288.71,286.15,285.34,284.78,284.65
238042,328.59,303.09,290.65,288.78,286.15,285.28,284.78,284.65
238179,328.59,303.09,290.65,288.78,286.15,285.28,284.78,284.59
238316,328.46,303.09,290.71,288.78,286.15,285.4,284.84,284.59
238454,328.46,303.09,290.71,288.78,286.15,285.4,284.84,284.59
238592,328.34,303.09,290.71,288.71,286.15,285.28,284.78,284.59
238729,328.34,303.09,290.71,288.71,286.15,285.28,284.78,284.59
238866,328.21,303.09,290.71,288.71,286.15,285.34,284.84,284.59
239003,328.21,303.09,290.71,288.78,286.21,285.34,284.84,284.59
239141,328.09,303.09,290.71,288.78,286.21,285.34,284.84,284.65
239279,327.9,303.02,290.71,288.71,286.15,285.34,284.84,284.65
239416,327.9,302.96,290.71,288.71,286.15,285.34,284.84,284.59
239553,327.78,302.96,290.71,288.78,286.15,285.28,284.84,284.59
239690,327.78,302.96,290.71,288.78,286.15,285.28,284.84,284.59
239827,327.65,302.96,290.65,288.78,286.15,285.28,284.84,284.59
239966,327.65,302.9,290.65,288.78,286.15,285.28,284.84,284.59
240103,327.53,302.9,290.65,288.71,286.15,285.34,284.84,284.65
240240,327.53,302.9,290.71,288.71,286.15,285.34,284.84,284.65
240377,327.34,302.9,290.71,288.71,286.15,285.34,284.78,284.59
240515,327.34,302.9,290.65,288.71,286.15,285.34,284.84,284.59
240653,327.21,302.84,290.65,288.78,286.15,285.34,284.84,284.65
