Date,07/02/2020,Material,Brass
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
12022.0,281.59,281.15,280.71,280.53,280.34,280.53,280.34,280.09
12158.0,281.59,281.09,280.78,280.53,280.34,280.53,280.28,280.09
12296.0,281.59,281.09,280.78,280.53,280.34,280.53,280.34,280.03
12433.0,281.59,281.09,280.78,280.53,280.34,280.53,280.34,280.03
12570.0,281.59,281.09,280.71,280.53,280.28,280.53,280.34,280.03
12706.0,281.59,281.15,280.71,280.53,280.34,280.53,280.34,280.03
12844.0,281.53,281.15,280.78,280.53,280.34,280.59,280.28,280.03
12981.0,281.53,281.09,280.78,280.53,280.34,280.59,280.28,280.09
13118.0,281.59,281.09,280.78,280.53,280.34,280.53,280.34,280.09
13255.0,281.59,281.09,280.71,280.53,280.28,280.53,280.34,280.09
13391.0,281.59,281.15,280.71,280.53,280.28,280.59,280.34,280.09
13529.0,281.59,281.15,280.71,280.59,280.4,280.59,280.34,280.03
13666.0,281.59,281.09,280.71,280.59,280.4,280.53,280.34,280.03
13803.0,281.53,281.09,280.71,280.53,280.34,280.53,280.34,280.03
13940.0,281.53,281.09,280.71,280.53,280.34,280.53,280.34,280.03
14076.0,281.59,281.09,280.71,280.53,280.34,280.53,280.34,280.03
14214.0,281.59,281.09,280.71,280.53,280.34,280.53,280.34,280.03
14351.0,281.53,281.09,280.71,280.59,280.34,280.53,280.34,280.03
14488.0,281.53,281.09,280.78,280.59,280.34,280.53,280.34,280.09
14625.0,281.53,281.15,280.78,280.53,280.34,280.53,280.34,280.09
14761.0,281.53,281.15,280.71,280.53,280.34,280.53,280.34,280.03
14899.0,281.59,281.15,280.71,280.59,280.34,280.59,280.28,280.03
15036.0,281.59,281.15,280.71,280.59,280.34,280.59,280.28,280.03
15173.0,281.59,281.09,280.71,280.53,280.34,280.59,280.34,280.03
15310.0,281.59,281.15,280.78,280.53,280.34,280.59,280.34,280.03
15447.0,281.59,281.15,280.71,280.59,280.34,280.53,280.34,280.03
15584.0,281.59,281.15,280.71,280.59,280.34,280.59,280.34,280.03
15721.0,281.59,281.15,280.78,280.53,280.34,280.59,280.34,280.03
15858.0,281.59,281.09,280.78,280.53,280.34,280.53,280.34,280.03
15994.0,281.59,281.09,280.78,280.53,280.34,280.53,280.34,280.09
16132.0,281.53,281.15,280.78,280.53,280.34,280.59,280.34,280.09
16269.0,281.53,281.15,280.78,280.53,280.34,280.59,280.34,280.03
16406.0,281.53,281.09,280.78,280.53,280.4,280.53,280.34,280.03
16543.0,281.59,281.09,280.71,280.53,280.4,280.53,280.34,280.03
16679.0,281.59,281.09,280.71,280.53,280.4,280.53,280.34,280.03
16817.0,281.53,281.09,280.71,280.53,280.34,280.53,280.34,280.03
16954.0,281.53,281.09,280.78,280.53,280.34,280.53,280.34,280.03
17091.0,281.59,281.15,280.78,280.53,280.34,280.53,280.34,280.03
17228.0,281.59,281.15,280.71,280.53,280.34,280.53,280.34,280.03
17364.0,281.59,281.03,280.71,280.53,280.34,280.53,280.28,280.03
17502.0,281.59,281.03,280.78,280.53,280.34,280.53,280.28,279.96
17639.0,281.59,281.03,280.71,280.53,280.34,280.53,280.34,279.96
