Date,01/02/2020,Material,Brass
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
0.0,285.53,285.4,286.71,285.84,285.46,285.28,285.03,284.71
1.373,285.53,285.4,286.65,285.78,285.46,285.28,285.09,284.65
2.748,285.46,285.34,286.59,285.71,285.4,285.21,285.03,284.65
4.121,285.9,285.4,286.53,285.71,285.4,285.21,284.96,284.65
5.495,286.15,285.4,286.46,285.71,285.4,285.21,284.96,284.65
6.868,286.46,285.4,286.46,285.71,285.4,285.28,285.03,284.71
8.242,286.84,285.46,286.46,285.71,285.4,285.28,285.03,284.71
9.616,287.21,285.4,286.4,285.65,285.4,285.21,285.03,284.71
10.99,287.65,285.46,286.4,285.65,285.4,285.28,285.03,284.71
12.363,287.96,285.53,286.4,285.71,285.4,285.28,285.09,284.71
13.737,288.53,285.59,286.4,285.65,285.4,285.28,285.03,284.78
15.11,289.34,285.65,286.4,285.71,285.34,285.28,285.09,284.78
16.485,290.34,285.65,286.4,285.65,285.4,285.28,285.09,284.78
17.858,291.34,285.71,286.34,285.71,285.46,285.28,285.09,284.78
19.232,292.21,285.71,286.4,285.71,285.4,285.28,285.09,284.78
20.606,293.21,285.78,286.34,285.71,285.4,285.34,285.15,284.84
21.979,294.09,285.78,286.28,285.78,285.4,285.34,285.09,284.78
23.354,295.27,285.9,286.28,285.71,285.4,285.28,285.09,284.84
24.727,296.59,285.96,286.21,285.65,285.4,285.34,285.09,284.84
26.101,298.09,286.09,286.21,285.71,285.4,285.34,285.09,284.84
27.474,299.71,286.15,286.28,285.71,285.46,285.34,285.09,284.84
28.848,301.09,286.34,286.21,285.65,285.46,285.34,285.09,284.84
30.222,302.15,286.4,286.21,285.71,285.4,285.34,285.09,284.78
31.596,303.09,286.53,286.21,285.65,285.4,285.34,285.15,284.84
32.969,303.77,286.65,286.21,285.65,285.4,285.34,285.09,284.84
34.343,304.34,286.84,286.15,285.65,285.4,285.28,285.09,284.78
35.716,304.71,286.9,286.15,285.65,285.4,285.34,285.09,284.84
