Date,19/02/2020,Material,Aluminum,,,,,
Time,TempOne,TempTwo,TempThree,TempFour,TempFive,TempSix,TempSeven,Atmospheric
49925,327.34,313.71,304.02,296.27,290.77,286.96,285.34,280.21
50062,327.34,313.71,304.02,296.34,290.77,286.96,285.34,280.28
50199,327.28,313.65,303.96,296.34,290.71,286.96,285.34,280.28
50336,327.28,313.65,303.96,296.27,290.71,286.96,285.34,280.21
50473,327.28,313.71,304.02,296.27,290.77,286.96,285.34,280.28
50611,327.28,313.71,304.02,296.34,290.77,286.96,285.34,280.28
50749,327.15,313.65,304.02,296.34,290.77,287.03,285.34,280.28
50886,327.15,313.65,304.02,296.34,290.77,287.03,285.4,280.28
51023,327.09,313.65,304.02,296.34,290.77,287.03,285.34,280.28
51161,327.09,313.65,304.02,296.34,290.77,287.03,285.34,280.28
51298,327.09,313.65,304.02,296.34,290.77,287.03,285.4,280.21
51435,327.03,313.65,304.02,296.34,290.84,287.09,285.4,280.28
51572,327.03,313.65,304.02,296.34,290.84,287.09,285.4,280.28
51709,326.96,313.65,304.02,296.34,290.84,287.03,285.4,280.21
51847,326.96,313.59,304.02,296.34,290.84,287.03,285.4,280.21
51985,326.9,313.59,304.02,296.34,290.84,287.03,285.4,280.21
52122,326.9,313.59,304.02,296.4,290.84,287.03,285.4,280.21
52259,326.9,313.59,304.02,296.4,290.84,287.09,285.4,280.21
52397,326.78,313.53,303.96,296.4,290.84,287.09,285.4,280.21
52534,326.78,313.53,303.96,296.4,290.84,287.09,285.4,280.21
52671,326.78,313.53,304.02,296.4,290.84,287.09,285.4,280.28
52808,326.78,313.46,304.02,296.4,290.84,287.09,285.46,280.28
52945,326.71,313.46,304.02,296.34,290.96,287.15,285.46,280.28
53083,326.71,313.46,304.02,296.34,290.96,287.15,285.4,280.28
53221,326.65,313.46,304.02,296.4,290.9,287.09,285.46,280.28
53358,326.65,313.46,304.02,296.4,290.9,287.09,285.46,280.28
53495,326.59,313.46,304.02,296.4,290.9,287.09,285.4,280.28
53633,326.46,313.46,304.02,296.4,290.9,287.09,285.4,280.28
53770,326.46,313.4,304.02,296.4,290.9,287.09,285.46,280.28
53907,326.46,313.4,304.02,296.4,290.9,287.15,285.46,280.28
54044,326.46,313.4,303.96,296.4,290.9,287.15,285.4,280.21
54181,326.46,313.4,303.96,296.4,290.96,287.15,285.4,280.21
54319,326.46,313.4,303.96,296.4,290.96,287.15,285.4,280.28
54457,326.34,313.4,303.96,296.46,290.96,287.15,285.46,280.28
54594,326.34,313.4,304.02,296.46,290.96,287.15,285.46,280.34
54731,326.34,313.4,303.96,296.46,290.96,287.15,285.4,280.34
54868,326.21,313.34,303.96,296.46,290.96,287.15,285.4,280.21
55006,326.21,313.34,303.96,296.4,290.96,287.15,285.46,280.28
55143,326.21,313.34,303.96,296.4,290.96,287.15,285.46,280.28
55280,326.21,313.34,303.96,296.46,290.96,287.15,285.46,280.21
55417,326.21,313.34,303.96,296.46,290.96,287.15,285.53,280.21
55556,326.21,313.28,304.02,296.46,290.96,287.15,285.53,280.28
55693,326.09,313.28,304.02,296.46,291.02,287.15,285.46,280.28
55830,326.09,313.28,304.02,296.46,291.02,287.15,285.46,280.28
55967,326.09,313.21,304.02,296.46,291.02,287.21,285.53,280.28
56104,325.96,313.21,304.02,296.46,291.02,287.15,285.53,280.28
56242,325.96,313.21,303.96,296.52,291.02,287.15,285.53,280.28
56379,325.96,313.21,303.96,296.52,291.02,287.21,285.53,280.28
56516,325.96,313.21,303.96,296.52,291.02,287.21,285.53,280.28
56653,325.84,313.21,304.02,296.52,291.02,287.21,285.53,280.28
56792,325.84,313.15,304.02,296.46,291.02,287.21,285.53,280.28
56929,325.84,313.15,303.96,296.46,291.02,287.21,285.46,280.21
57066,325.84,313.15,303.96,296.52,291.02,287.21,285.46,280.21
57203,325.78,313.15,303.96,296.52,291.09,287.21,285.53,280.34
57340,325.71,313.15,303.96,296.52,291.09,287.28,285.53,280.34
57478,325.71,313.09,304.02,296.52,291.09,287.28,285.53,280.28
57615,325.71,313.09,303.96,296.52,291.09,287.28,285.53,280.28
57752,325.71,313.09,303.96,296.52,291.09,287.28,285.53,280.28
57889,325.59,313.09,303.96,296.52,291.09,287.21,285.53,280.21
58028,325.59,313.09,303.96,296.52,291.09,287.21,285.53,280.21
58165,325.59,313.03,303.96,296.52,291.09,287.28,285.59,280.34
58302,325.53,313.03,303.96,296.59,291.09,287.28,285.59,280.34
58439,325.53,313.03,303.96,296.59,291.15,287.28,285.59,280.28
58576,325.46,313.03,303.96,296.59,291.15,287.28,285.59,280.28
58714,325.46,313.03,303.96,296.59,291.15,287.28,285.53,280.28
58851,325.4,312.96,303.96,296.59,291.15,287.28,285.59,280.21
58988,325.4,312.96,303.96,296.59,291.15,287.28,285.59,280.21
59125,325.4,312.96,303.9,296.59,291.15,287.28,285.53,280.28
59264,325.4,312.96,303.9,296.59,291.15,287.28,285.53,280.28
59401,325.28,312.96,303.96,296.59,291.15,287.34,285.59,280.28
59538,325.21,312.96,303.96,296.59,291.15,287.34,285.59,280.21
59675,325.21,312.96,303.96,296.59,291.15,287.34,285.59,280.21
59812,325.21,312.9,303.96,296.59,291.15,287.34,285.59,280.28
59950,325.21,312.9,303.96,296.59,291.15,287.34,285.59,280.28
60087,325.15,312.9,303.9,296.59,291.15,287.34,285.59,280.28
60224,325.15,312.9,303.9,296.59,291.15,287.34,285.59,280.28
60361,325.03,312.9,303.9,296.59,291.21,287.34,285.65,280.28
60499,325.03,312.9,303.9,296.59,291.21,287.34,285.65,280.28
60637,325.03,312.84,303.9,296.65,291.21,287.34,285.59,280.28
60774,325.03,312.84,303.9,296.65,291.21,287.4,285.59,280.28
60911,325.03,312.84,303.9,296.59,291.21,287.4,285.59,280.28
61048,324.9,312.78,303.9,296.59,291.21,287.34,285.65,280.28
61186,324.9,312.78,303.9,296.65,291.21,287.34,285.65,280.28
61323,324.84,312.78,303.9,296.65,291.21,287.4,285.65,280.34
61460,324.84,312.78,303.9,296.65,291.21,287.4,285.65,280.21
61597,324.84,312.78,303.9,296.65,291.27,287.34,285.59,280.21
61735,324.84,312.78,303.96,296.65,291.27,287.34,285.59,280.28
61873,324.78,312.78,303.96,296.65,291.27,287.34,285.65,280.28
62010,324.71,312.71,303.9,296.65,291.27,287.34,285.65,280.21
62147,324.71,312.71,303.9,296.65,291.27,287.34,285.65,280.21
62284,324.65,312.65,303.9,296.65,291.27,287.4,285.65,280.28
62422,324.65,312.65,303.9,296.65,291.27,287.4,285.65,280.28
62559,324.59,312.65,303.9,296.59,291.27,287.4,285.65,280.28
62696,324.59,312.71,303.9,296.65,291.34,287.4,285.65,280.28
62834,324.53,312.71,303.9,296.65,291.34,287.4,285.71,280.28
62971,324.53,312.65,303.9,296.65,291.27,287.4,285.71,280.28
63109,324.46,312.65,303.9,296.65,291.27,287.4,285.65,280.28
63246,324.46,312.59,303.84,296.59,291.27,287.4,285.71,280.28
63383,324.46,312.59,303.9,296.59,291.34,287.4,285.71,280.28
63520,324.4,312.59,303.9,296.65,291.34,287.53,285.65,280.28
63657,324.4,312.53,303.84,296.65,291.34,287.53,285.65,280.28
63795,324.28,312.53,303.84,296.65,291.34,287.46,285.65,280.28
63932,324.28,312.53,303.84,296.65,291.34,287.46,285.65,280.34
64070,324.28,312.53,303.84,296.65,291.34,287.46,285.65,280.28
64207,324.21,312.53,303.84,296.65,291.34,287.46,285.65,280.28
64345,324.21,312.53,303.9,296.65,291.34,287.46,285.71,280.28
64482,324.21,312.46,303.9,296.65,291.34,287.53,285.71,280.28
64619,324.21,312.46,303.84,296.65,291.34,287.53,285.71,280.21
64756,324.15,312.46,303.84,296.65,291.34,287.46,285.71,280.21
64893,324.15,312.4,303.84,296.65,291.34,287.46,285.71,280.28
65031,324.03,312.4,303.84,296.65,291.34,287.53,285.71,280.28
65168,324.03,312.4,303.84,296.65,291.34,287.46,285.71,280.28
65306,324.03,312.4,303.84,296.71,291.34,287.46,285.71,280.28
